q,r,body_hex,truncated_mass_ticks,truncated_surplus,full_mass_ticks,full_surplus,omitted_high_rank_ticks
50,589,01086c61,472911002023356,18483874289253828,472911002023356,18483874289253828,0
50,589,01086c85,468330341778000,18195292693796400,468330341778000,18195292693796400,0
50,589,01086d05,441478227958014,16503609523137282,441478227958014,16503609523137282,0
50,589,01086e05,444391088378588,16687119729633444,444391088378588,16687119729633444,0
50,589,01086e0c,460846730474052,17723825181647676,460846730474052,17723825181647676,0
50,589,01087609,490421489037558,19587034971148554,492938655832558,19745616479233554,2517166795000
50,589,0108760c,458602273995242,17582424423482646,461119440790242,17741005931567646,2517166795000
50,589,01087c05,424428782603592,15429494465808696,424428782603592,15429494465808696,0
50,589,01087c06,472804854946554,18477187023415302,472804854946554,18477187023415302,0
50,589,01087c21,433601278698744,16007361719803272,433601278698744,16007361719803272,0
50,589,01087c22,456550642653534,17453171648955042,456550642653534,17453171648955042,0
50,589,01087d02,434376455985654,16056197888878602,434376455985654,16056197888878602,0
50,589,01087e04,463744461611782,17906382243324666,463744461611782,17906382243324666,0
50,589,0108e40b,495593028191768,19912841937863784,496052921368368,19941815207989584,459893176600
50,589,0108e48a,462278256724518,17814011335427034,462278256724518,17814011335427034,0
50,589,0108e609,515374824118778,21159095081265414,515374824118778,21159095081265414,0
50,589,0108e60a,472240709959070,18441645889203810,472240709959070,18441645889203810,0
50,589,0108e60c,466036262975972,18050765729268636,466036262975972,18050765729268636,0
50,589,0108ec03,450703697581254,17084814109401402,450703697581254,17084814109401402,0
50,589,0108ec05,430942376052942,15839850853117746,430942376052942,15839850853117746,0
50,589,0108ec0a,452625257352528,17205872374991664,452625257352528,17205872374991664,0
50,589,0108ec11,461134454171274,17741951774572662,461134454171274,17741951774572662,0
50,589,0108ec21,460797069131334,17720696517056442,460797069131334,17720696517056442,0
50,589,0108ee01,471895178093144,18419877381650472,471895178093144,18419877381650472,0
50,589,0108ee02,490857541501704,19614506276389752,490857541501704,19614506276389752,0
50,589,0108ee04,479474335379052,18897364290662676,479474335379052,18897364290662676,0
50,589,0108fc02,445694284615554,16769221092562302,445694284615554,16769221092562302,0
50,589,01096407,464175775033776,17933554988910288,464175775033776,17933554988910288,0
50,589,0109640d,472966797814238,18487389424079394,472966797814238,18487389424079394,0
50,589,0109640e,476259502596540,18694829825364420,476259502596540,18694829825364420,0
50,589,01096415,463546757850176,17893926906343488,463546757850176,17893926906343488,0
50,589,0109641c,487099170670970,19377728914053510,487099170670970,19377728914053510,0
50,589,01096425,477776247549796,18790384757419548,477776247549796,18790384757419548,0
50,589,0109642c,500486910041170,20221156494376110,500486910041170,20221156494376110,0
50,589,01096445,468265796212136,18191226323146968,468265796212136,18191226323146968,0
50,589,01096449,523316894444136,21659445511762968,523316894444136,21659445511762968,0
50,589,0109644c,491818209032930,19675028330856990,491818209032930,19675028330856990,0
50,589,01096461,487290436611836,19389778668328068,487290436611836,19389778668328068,0
50,589,01096485,466902800228254,18105357576162402,466902800228254,18105357576162402,0
50,589,0109648c,487627838717838,19411035001006194,487627838717838,19411035001006194,0
50,589,01096505,454828949703128,17344704993079464,454828949703128,17344704993079464,0
50,589,0109650c,477130560125362,18749706449680206,477130560125362,18749706449680206,0
50,589,01096541,496909986296776,19995810298479288,496909986296776,19995810298479288,0
50,589,01096605,477775305252648,18790325392699224,477775305252648,18790325392699224,0
50,589,0109660c,495644290758162,19916071479546606,495644290758162,19916071479546606,0
50,589,01096c05,448902863521528,16971361563638664,448902863521528,16971361563638664,0
50,589,01096c0c,467903694524682,18168413916837366,467903694524682,18168413916837366,0
50,589,01096e04,522509113912448,21608555338266624,522509113912448,21608555338266624,0
50,589,01097405,439907327460146,16404642791771598,439907327460146,16404642791771598,0
50,589,01097409,485028267236188,19247261997662244,485028267236188,19247261997662244,0
50,589,0109740c,459091469804370,17613243759457710,459091469804370,17613243759457710,0
50,589,01097421,448411630726254,16940413897536402,448411630726254,16940413897536402,0
50,589,01097501,446510032212894,16820613191194722,446510032212894,16820613191194722,0
50,589,01097c04,470056010819772,18304009843428036,470056010819772,18304009843428036,0
50,589,0109e403,455981582853264,17417320881538032,455981582853264,17417320881538032,0
50,589,0109e405,437780737932356,16270667651520828,437780737932356,16270667651520828,0
50,589,0109e409,507917753015998,20689299601790274,507917753015998,20689299601790274,0
50,589,0109e40a,469375567149528,18261141892202664,469375567149528,18261141892202664,0
50,589,0109e40c,463567242913450,17895217465329750,463567242913450,17895217465329750,0
50,589,0109e411,467142652052024,18120468241059912,467142652052024,18120468241059912,0
50,589,0109e421,465729029286924,18031410006858612,465729029286924,18031410006858612,0
50,589,0109e441,490799519538484,19610850892706892,490799519538484,19610850892706892,0
50,589,0109e481,486987656242074,19370703505033062,486987656242074,19370703505033062,0
50,589,0109e501,492810976471164,19737572679465732,492810976471164,19737572679465732,0
50,589,0109e601,499856707765844,20181453751030572,499856707765844,20181453751030572,0
50,589,0109e602,511642429773904,20923954237538352,511642429773904,20923954237538352,0
50,589,0109e604,503023697729332,20380974118730316,503023697729332,20380974118730316,0
50,589,0109ec01,472699315919844,18470538064732572,472699315919844,18470538064732572,0
50,589,0109f401,455356019038674,17377910361218862,455356019038674,17377910361218862,0
50,589,0109f402,450407761033984,17066170106923392,450407761033984,17066170106923392,0
50,589,0109f404,452360171061292,17189171938643796,452360171061292,17189171938643796,0
50,589,010a4c07,466085163134136,18053846439232968,466085163134136,18053846439232968,0
50,589,010a4c45,482435812652586,19083937358895318,482435812652586,19083937358895318,0
50,589,010a5c05,452978290183302,17228113443330426,452978290183302,17228113443330426,0
50,589,010a6c05,457461813161964,17510575390986132,457461813161964,17510575390986132,0
50,589,010ac48a,469223100739068,18251536508343684,469223100739068,18251536508343684,0
50,589,010acc06,458583829914444,17581262446392372,458583829914444,17581262446392372,0
50,589,010acc82,501571114724394,20289461389419222,501571114724394,20289461389419222,0
50,589,010aec02,483397731099504,19144538221051152,483397731099504,19144538221051152,0
50,589,010b6405,465309116827828,18004955521935564,465309116827828,18004955521935564,0
50,589,010b640c,481491611615222,19024452693541386,481491611615222,19024452693541386,0
50,589,010b6c04,504709169808948,20487158859746124,504709169808948,20487158859746124,0
50,589,010be401,484342373107008,19204050667523904,484342373107008,19204050667523904,0
50,589,010be402,491773903954944,19672237110943872,491773903954944,19672237110943872,0
50,589,010be404,481567499331152,19029233619644976,481567499331152,19029233619644976,0
50,589,010c4c07,447482880196602,16881902614168326,447482880196602,16881902614168326,0
50,589,010c4c23,447282439375422,16869274842433986,447282439375422,16869274842433986,0
50,589,010c4c45,466361881666002,18071279706740526,466361881666002,18071279706740526,0
50,589,010c4c61,490056657026442,19564050554448246,490056657026442,19564050554448246,0
50,589,010c4d03,439026301807572,16349138175659436,439026301807572,16349138175659436,0
50,589,010c4d41,503013385463202,20380324445964126,503013385463202,20380324445964126,0
50,589,010c4e06,472003288997940,18426688368652620,472003288997940,18426688368652620,0
50,589,010c4e22,468241790679620,18189713974598460,468241790679620,18189713974598460,0
50,589,010c4e44,492103265229280,19692986871227040,492103265229280,19692986871227040,0
50,589,010c4e60,514423946671380,21099189802079340,514423946671380,21099189802079340,0
50,589,010c4f02,457430843375720,17508624294452760,457430843375720,17508624294452760,0
50,589,010c4f40,526510419942360,21860637618151080,526510419942360,21860637618151080,0
50,589,010c548c,475196407219068,18627854816583684,475196407219068,18627854816583684,0
50,589,010c54a8,473516888760090,18522045153668070,473516888760090,18522045153668070,0
50,589,010c5588,479941080642810,18926769242279430,479941080642810,18926769242279430,0
50,589,010c560c,458681542866540,17587418362374420,461198709661540,17745999870459420,2517166795000
50,589,010c5628,458318646325058,17564555880261054,458318646325058,17564555880261054,0
50,589,010c5708,464647897627472,17963298712313136,464647897627472,17963298712313136,0
50,589,010c5c05,432447481622544,15934672504002672,432447481622544,15934672504002672,0
50,589,010c5c0c,459774045890148,17656246052861724,459774045890148,17656246052861724,0
50,589,010c5c21,442981155321636,16598293947045468,442981155321636,16598293947045468,0
50,589,010c5c28,463174685319690,17870486336922870,463174685319690,17870486336922870,0
50,589,010c5d01,447390446552946,16876079294617998,447390446552946,16876079294617998,0
50,589,010c5d08,465462917552370,18014644967581710,465462917552370,18014644967581710,0
50,589,010c5e04,451567991478782,17139264624945666,451567991478782,17139264624945666,0
50,589,010c5e20,459404398088214,17632958241339882,459404398088214,17632958241339882,0
50,589,010c5f00,467311460122050,18131103149471550,467311460122050,18131103149471550,0
50,589,010c6c03,441056199469716,16477021728374508,441056199469716,16477021728374508,0
50,589,010c6c05,419719614949764,15132816903617532,419719614949764,15132816903617532,0
50,589,010c6c09,466255351884966,18064568330535258,466255351884966,18064568330535258,0
50,589,010c6c11,449536365698406,17011272200781978,449536365698406,17011272200781978,0
50,589,010c6c21,434714524084536,16077496179108168,434714524084536,16077496179108168,0
50,589,010c6c41,469706481591396,18281989502040348,469706481591396,18281989502040348,0
50,589,010c6c81,478023383155962,18805954300608006,478023383155962,18805954300608006,0
50,589,010c6d01,442823275832346,16588347539220198,442823275832346,16588347539220198,0
50,589,010c6e01,441392111324710,16498184175239130,441392111324710,16498184175239130,0
50,589,010c6e02,475236015960426,18630350167289238,475236015960426,18630350167289238,0
50,589,010c6e04,459856886597694,17661465017437122,459856886597694,17661465017437122,0
50,589,010c6e08,458083752005210,17549757538110630,458083752005210,17549757538110630,0
50,589,010c6e10,488532622168206,19468036358379378,488532622168206,19468036358379378,0
50,589,010c6e20,475166120819126,18625946773387338,475166120819126,18625946773387338,0
50,589,010c6f00,485420247257642,19271956739013846,485420247257642,19271956739013846,0
50,589,010c7608,457541615495752,17515602938014776,460058782290752,17674184446099776,2517166795000
50,589,010c7c01,435788685141234,16145168325680142,435788685141234,16145168325680142,0
50,589,010c7c02,449887905091884,17033419182571092,449887905091884,17033419182571092,0
50,589,010c7c04,447604801398408,16889583649882104,447604801398408,16889583649882104,0
50,589,010c7c20,458532192827724,17578009309929012,458532192827724,17578009309929012,0
50,589,010c7d00,459707983545786,17652084125166918,459707983545786,17652084125166918,0
50,589,010cc40b,495576176954960,19911780309944880,496036070131560,19940753580070680,459893176600
50,589,010cc48a,451438873148760,17131130170154280,451438873148760,17131130170154280,0
50,589,010cc4c8,518627962949100,21364042827575700,518627962949100,21364042827575700,0
50,589,010cc60a,456397941527368,17443551478006584,456397941527368,17443551478006584,0
50,589,010cc648,515175127075478,21146514167537514,515175127075478,21146514167537514,0
50,589,010ccc03,448545501183426,16948847736338238,448545501183426,16948847736338238,0
50,589,010ccc0a,448699163957190,16958528491085370,448699163957190,16958528491085370,0
50,589,010ccc41,504285058401906,20460439841102478,504285058401906,20460439841102478,0
50,589,010ccc48,517590370546530,21298674506213790,517590370546530,21298674506213790,0
50,589,010cce02,461650774160804,17774479933913052,461650774160804,17774479933913052,0
50,589,010cce40,522516860502504,21609043373440152,522516860502504,21609043373440152,0
50,589,010cd089,502729234036260,20362422906066780,502729234036260,20362422906066780,0
50,589,010cd08a,436939321664160,16217658426624480,436939321664160,16217658426624480,0
50,589,010cd488,480851276230080,18984111564277440,480851276230080,18984111564277440,0
50,589,010cd608,469871399755972,18292379346408636,469871399755972,18292379346408636,0
50,589,010cdc01,464334040694016,17943525725505408,464334040694016,17943525725505408,0
50,589,010cdc08,473174915878800,18500500862146800,473174915878800,18500500862146800,0
50,589,010cde00,477669466341350,18783657541287450,477669466341350,18783657541287450,0
50,589,010ce488,475757615216418,18663210920416734,475757615216418,18663210920416734,0
50,589,010ce608,464690714705722,17965996188242886,464690714705722,17965996188242886,0
50,589,010cec01,448642431479364,16954954344982332,448642431479364,16954954344982332,0
50,589,010cec08,461947743623988,17793189010093644,461947743623988,17793189010093644,0
50,589,010cee00,486636533257130,19348582756981590,486636533257130,19348582756981590,0
50,589,010cfc00,469036009861536,18239749783059168,469036009861536,18239749783059168,0
50,589,010d4407,458446753039618,17572626603278334,458446753039618,17572626603278334,0
50,589,010d440e,473746010793438,18536479841768994,473746010793438,18536479841768994,0
50,589,010d4423,460335767871118,17691634537662834,460335767871118,17691634537662834,0
50,589,010d442a,471898744490878,18420102064707714,471898744490878,18420102064707714,0
50,589,010d4445,478147753905408,18813789657823104,478147753905408,18813789657823104,0
50,589,010d444c,504915696917258,20500170067569654,504915696917258,20500170067569654,0
50,589,010d4461,497152778518848,20011106208469824,497152778518848,20011106208469824,0
50,589,010d4468,521867404509468,21568127645878884,521867404509468,21568127645878884,0
50,589,010d4503,452930236915288,17225086087445544,452930236915288,17225086087445544,0
50,589,010d450a,462205815476388,17809447536794844,462205815476388,17809447536794844,0
50,589,010d4541,508356410660108,20716935033369204,508356410660108,20716935033369204,0
50,589,010d4548,530783638592068,22129850393082684,530783638592068,22129850393082684,0
50,589,010d4606,492226410212936,19700745005197368,492226410212936,19700745005197368,0
50,589,010d4622,493736654969896,19795890424885848,493736654969896,19795890424885848,0
50,589,010d4644,513878415821346,21064821358527198,513878415821346,21064821358527198,0
50,589,010d4660,538104912113066,22591090624905558,538104912113066,22591090624905558,0
50,589,010d4702,482197553132626,19068927009137838,482197553132626,19068927009137838,0
50,589,010d4740,550239742791166,23355584957625858,550239742791166,23355584957625858,0
50,589,010d5405,443978881815918,16661150716185234,443978881815918,16661150716185234,0
50,589,010d5406,458450449638536,17572859489010168,458450449638536,17572859489010168,0
50,589,010d540c,467980278915742,18173238733474146,467980278915742,18173238733474146,0
50,589,010d5414,480194423821306,18942729862524678,480194423821306,18942729862524678,0
50,589,010d5421,449032196144266,16979509518871158,449032196144266,16979509518871158,0
50,589,010d5422,445104478423176,16732063302442488,445104478423176,16732063302442488,0
50,589,010d5424,487522511555256,19404399389763528,487522511555256,19404399389763528,0
50,589,010d5428,468382735757340,18198593514494820,468382735757340,18198593514494820,0
50,589,010d5430,485196478291466,19257859294144758,485196478291466,19257859294144758,0
50,589,010d5444,479292447345386,18885905344541718,479292447345386,18885905344541718,0
50,589,010d5460,492695637059586,19730306296536318,492695637059586,19730306296536318,0
50,589,010d5484,474836303431998,18605168277998274,474836303431998,18605168277998274,0
50,589,010d54a0,480466707155486,18959883712578018,480466707155486,18959883712578018,0
50,589,010d5501,453675273313780,17272023380550540,453675273313780,17272023380550540,0
50,589,010d5502,424745506822426,15449448091595238,424745506822426,15449448091595238,0
50,589,010d5504,455000361443954,17355503932751502,455000361443954,17355503932751502,0
50,589,010d5508,472062655345754,18430428448564902,472062655345754,18430428448564902,0
50,589,010d5510,472545250484466,18460831942303758,472545250484466,18460831942303758,0
50,589,010d5520,485060497347106,19249292494650078,485060497347106,19249292494650078,0
50,589,010d5540,498231147276606,20079043440208578,498231147276606,20079043440208578,0
50,589,010d5580,487330067870480,19392275437622640,487330067870480,19392275437622640,0
50,589,010d5604,475258668099032,18631777252021416,475258668099032,18631777252021416,0
50,589,010d5620,481490613359144,19024389803408472,481490613359144,19024389803408472,0
50,589,010d5700,490250800020010,19576281563043030,490250800020010,19576281563043030,0
50,589,010d5c04,463751073373494,17906798784312522,463751073373494,17906798784312522,0
50,589,010d5c20,472922924939486,18484625432970018,472922924939486,18484625432970018,0
50,589,010d5d00,478025660655272,18806097783064536,478025660655272,18806097783064536,0
50,589,010d6403,451131392676696,17111758900414248,451131392676696,17111758900414248,0
50,589,010d6405,430146540412848,15789713207791824,430146540412848,15789713207791824,0
50,589,010d6409,474583967385790,18589271107087170,474583967385790,18589271107087170,0
50,589,010d640a,463938423607746,17918601849070398,463938423607746,17918601849070398,0
50,589,010d640c,456914483424698,17476093617538374,456914483424698,17476093617538374,0
50,589,010d6411,461767892412886,17781858383794218,461767892412886,17781858383794218,0
50,589,010d6421,442423608922776,16563168523917288,442423608922776,16563168523917288,0
50,589,010d6428,467138234913396,18120189961326348,467138234913396,18120189961326348,0
50,589,010d6441,478768215796746,18852878756977398,478768215796746,18852878756977398,0
50,589,010d6481,468688371221126,18217848548713338,468688371221126,18217848548713338,0
50,589,010d6501,447169333625690,16862149180200870,447169333625690,16862149180200870,0
50,589,010d6508,469596561557650,18275064539914350,469596561557650,18275064539914350,0
50,589,010d6601,470522688095530,18333410511800790,470522688095530,18333410511800790,0
50,589,010d6602,496687335295366,19981783285390458,496687335295366,19981783285390458,0
50,589,010d6604,483024217955874,19121006893002462,483024217955874,19121006893002462,0
50,589,010d6608,492697381539360,19730416198762080,492697381539360,19730416198762080,0
50,589,010d6610,513779510149616,21058590301208208,513779510149616,21058590301208208,0
50,589,010d6620,498796726358786,20114674922385918,498796726358786,20114674922385918,0
50,589,010d6700,508522271220832,20727384248694816,508522271220832,20727384248694816,0
50,589,010d6c01,454875636893840,17347646286094320,454875636893840,17347646286094320,0
50,589,010d7401,443145824282858,16608668091602454,443145824282858,16608668091602454,0
50,589,010d7402,457089423316024,17487114830691912,457089423316024,17487114830691912,0
50,589,010d7404,449064498292532,16981544554211916,449064498292532,16981544554211916,0
50,589,010d7420,457545009954804,17515816788935052,457545009954804,17515816788935052,0
50,589,010d7500,458747846798250,17591595510072150,458747846798250,17591595510072150,0
50,589,010dc403,455150022733306,17364932593980678,455150022733306,17364932593980678,0
50,589,010dc40a,466800073143660,18098885769832980,466800073143660,18098885769832980,0
50,589,010dc441,504517380584996,20475076138637148,504517380584996,20475076138637148,0
50,589,010dc448,529319080366210,22037583224853630,529319080366210,22037583224853630,0
50,589,010dc602,486467134932724,19337910662544012,486467134932724,19337910662544012,0
50,589,010dc640,546801580797514,23138980752025782,546801580797514,23138980752025782,0
50,589,010dd401,463109732709910,17866394322506730,463109732709910,17866394322506730,0
50,589,010dd402,436133936242276,16166919145045788,436133936242276,16166919145045788,0
50,589,010dd404,447108339419264,16858306545196032,447108339419264,16858306545196032,0
50,589,010dd408,480462355878404,18959609582121852,480462355878404,18959609582121852,0
50,589,010dd410,476225936110566,18692715136748058,476225936110566,18692715136748058,0
50,589,010dd420,469430976024916,18264632651352108,469430976024916,18264632651352108,0
50,589,010dd440,501911832902706,20310926634652878,501911832902706,20310926634652878,0
50,589,010dd480,495807070102490,19926326578239270,495807070102490,19926326578239270,0
50,589,010dd500,499297362713822,20146215012753186,499297362713822,20146215012753186,0
50,589,010dd600,499695766901700,20171314476589500,499695766901700,20171314476589500,0
50,589,010ddc00,490506044402042,19592361959111046,490506044402042,19592361959111046,0
50,589,010de401,447188131276988,16863333432232644,447188131276988,16863333432232644,0
50,589,010de408,471989831058202,18425840518449126,471989831058202,18425840518449126,0
50,589,010de600,510590864854210,20857705647597630,510590864854210,20857705647597630,0
50,589,010df400,467935288051380,18170404309019340,467935288051380,18170404309019340,0
50,589,010e5c04,454029353736318,17294330447170434,454029353736318,17294330447170434,0
50,589,010e5c20,456919903652934,17476435091917242,456919903652934,17476435091917242,0
50,589,010e5d00,456553258960620,17453336476301460,456553258960620,17453336476301460,0
50,589,010e6c01,462465956018430,17825836390943490,462465956018430,17825836390943490,0
50,589,010ec40a,463946567411540,17919114908709420,464406460588140,17948088178835220,459893176600
50,589,010ecc02,448492794209754,16945527196996902,448492794209754,16945527196996902,0
50,589,010ecc40,514278378760314,21090019023682182,514278378760314,21090019023682182,0
50,589,010ed00a,441325223773980,16493970259543140,441325223773980,16493970259543140,0
50,589,010edc00,473504508524010,18521265198795030,473504508524010,18521265198795030,0
50,589,010eec00,493787041883970,19799064800472510,493787041883970,19799064800472510,0
50,589,010f4406,466273178732156,18065691421908228,466273178732156,18065691421908228,0
50,589,010f4422,462702445515356,17840735229249828,462702445515356,17840735229249828,0
50,589,010f4444,484545577333336,19216852533782568,484545577333336,19216852533782568,0
50,589,010f4460,501505837122856,20285348900522328,501505837122856,20285348900522328,0
50,589,010f4502,449296517950046,16996161792635298,449296517950046,16996161792635298,0
50,589,010f4540,512464424000016,20975739873783408,512464424000016,20975739873783408,0
50,589,010f5404,453706808904242,17274010122749646,453706808904242,17274010122749646,0
50,589,010f5420,452755585198914,17214083029313982,452755585198914,17214083029313982,0
50,589,010f5500,459380145560844,17631430332115572,459380145560844,17631430332115572,0
50,589,010f6401,462523758835364,17829477968410332,462523758835364,17829477968410332,0
50,589,010f6402,488223797170256,19448580383508528,488223797170256,19448580383508528,0
50,589,010f6404,470968714854284,18361510197602292,470968714854284,18361510197602292,0
50,589,010f6420,484127230505696,19190496683641248,484127230505696,19190496683641248,0
50,589,010f6500,490303252449346,19579586066091198,490303252449346,19579586066091198,0
