HUNT R=128 gamma* floor profile, d[0]=76 d[-1]=152 eff=0.597938
PHASE beam400: R=128 beam=400 ctrl=2 span=2 rank=l1deg dedup=999 (deterministic)
  row   0: kept=    4 bestdeg=126 top5L1=[168924678844171432443777716099766351655, 168957397221609675774455060433875826471, 168966083898817024766813263311327000363, 168976833162649697530245581958406534953] t=    0.0s
  row  15: kept= 1000 bestdeg=111 top5L1=[578914448544865439198377992226406, 634141906567745053563503493482086, 750810613028314461864004854449762, 821242810941817760785804102257742, 887584480253674935847392159434340] t=   19.0s
  row  16: kept= 1000 bestdeg=110 top5L1=[21427081565579549861537071896911, 23665739937526150490540860119377, 27546334752213825561113086794065, 33232293476761122856614784764357, 354363158177128724125328120617293] t=   22.3s
  row  17: kept= 1000 bestdeg=109 top5L1=[6709307354954900868637010209848, 7065459022490158323645323193400, 10329871001586885716683986611252, 11402725792349705844169836112952, 14667137771446433237208499530804] t=   25.7s
  row  18: kept= 1000 bestdeg=108 top5L1=[107970052969833853107516761329, 133079649010698877318048802031, 1226475078732256847956406403049, 1333796228079410209197109581731, 4209908370727804645453953361355] t=   29.1s
  row  19: kept= 1000 bestdeg=107 top5L1=[24856810369161287175831035302, 25973358578212422566946020776, 27780804724026362145739382180, 48517223595006677020244450726, 53064773916378578567297652884] t=   32.4s
  row  20: kept= 1000 bestdeg=106 top5L1=[212151977875767547008600009, 1022520081626204081261457787, 1417575693456581018069190601, 4221819869903338040105029059, 4436526399327913445318232821] t=   35.8s
  row  21: kept= 1000 bestdeg=105 top5L1=[1801148478064697473287722, 94126156261171259635840036, 724894580116262945841755242, 725076602910282743825038954, 2013574308777620215031000698] t=   39.3s
  row  22: kept= 1000 bestdeg=104 top5L1=[707004715197278229513351, 1599937532848131491906693, 177510913806114103564137501, 177692936600133901547421213, 177692936611236902320357373] t=   42.7s
  row  23: kept= 1000 bestdeg=103 top5L1=[30459959678607500743036, 290893704980735518228384, 578186688233259950849948, 12336064963894854807575198, 13430754613740958177399382] t=   46.3s
  row  24: kept= 1000 bestdeg=102 top5L1=[11016494564355719185459, 17479357691976929281129, 227612314585263536028341, 309030967432592607807709, 815468587983387093795943] t=   49.8s
  row  25: kept= 1000 bestdeg=101 top5L1=[13579774320635408903280, 39107717466098915402964, 80234611017556188249854, 140689791324639353154558, 182414937499765311843322] t=   53.3s
  row  26: kept= 1000 bestdeg=100 top5L1=[9778311890349855944383, 94899222885803596775371, 105265785430011020912239, 105265785430011108414199, 145713089786170512572367] t=   56.6s
  row  27: kept= 1000 bestdeg= 99 top5L1=[3741682205768562436698, 23160288127975970432166, 32175791547283446701250, 34083071003953807178324, 34083071003953807178326] t=   60.2s
  row  28: kept= 1000 bestdeg= 98 top5L1=[2892175221960683488813, 24436862083510206489395, 24436971882841700561615, 46077350651788114581039, 46077350651788114614897] t=   63.8s
  row  29: kept= 1000 bestdeg= 97 top5L1=[6769696707852788759466, 6856615703560497908936, 6856615703560589365034, 15065059080706751851134, 15065059080706843307232] t=   67.7s
    [checkpoint written at row 29]
  row  30: kept= 1000 bestdeg= 96 top5L1=[3312852146380407827955, 5235279592645596593933, 5235279592645688050031, 5993354718348197805841, 5993354718348289261939] t=   71.7s
  row  31: kept= 1000 bestdeg= 95 top5L1=[950177743236250698990, 4401757322886595188198, 4401757322886686644296, 5295096112148175623650, 5295096112148267079748] t=   76.2s
  row  32: kept= 1000 bestdeg= 94 top5L1=[264898233891668711715, 716604341356039281949, 952555730742303734391, 1427963708484094355713, 1427963708484094486783] t=   80.6s
  row  33: kept= 1000 bestdeg= 95 top5L1=[444634630540721398172, 604406804158145419818, 604406807102025215234, 987594012163280679846, 987594012163295214368] t=   85.0s
  row  34: kept= 1000 bestdeg= 95 top5L1=[81140536852806623875, 81466302125014754995, 104382810761307554149, 172550638610419737215, 172876403882627868335] t=   89.9s
  row  35: kept= 1000 bestdeg= 96 top5L1=[15764463280102159518, 16127668464127307886, 24119154860844659866, 24482360044869808234, 26384754692620004256] t=   94.3s
  row  36: kept= 1000 bestdeg= 97 top5L1=[4608255505859851931, 5210067179603845715, 5336022683310013139, 5336947633277596803, 5538066161069406387] t=   99.1s
  row  37: kept= 1000 bestdeg= 97 top5L1=[743713987631607358, 1020360726163484784, 1422453100949386396, 1699123880023158892, 1862463034302683806] t=  103.9s
  row  38: kept= 1000 bestdeg= 98 top5L1=[690256558938989937, 690256558938989939, 738984547801441645, 738984547801441647, 768216974471080355] t=  108.4s
  row  39: kept= 1000 bestdeg= 98 top5L1=[328881196682130180, 328881196682130182, 371600621400963208, 398087691297346722, 398087691297346724] t=  113.5s
  row  40: kept= 1000 bestdeg= 99 top5L1=[288956303302615247, 288956303302615249, 332106196965979885, 332106196965979887, 343254754448138451] t=  117.5s
  row  41: kept= 1000 bestdeg=100 top5L1=[197903161054610782, 197903161054610784, 258338699917968730, 258338699917968732, 352536035567903968] t=  121.5s
  row  42: kept= 1000 bestdeg=100 top5L1=[53361231785123337, 53361231785123339, 103916607993368039, 103916607993368041, 146168814925643431] t=  125.7s
  row  43: kept= 1000 bestdeg=101 top5L1=[77426564441309202, 77426564441309204, 78552640317126402, 78552640317126404, 118969695525236550] t=  129.7s
