a_hex	b_hex	cover	count	least_mask	least_rank	count8	count9
0001000020004012	0000000000000000	5	31	22a8100e	9	0	31
0001000020004018	0000000000000000	5	4	22a090c8	9	0	4
000100002000401a	0000000000000000	6	16	22a0120e	9	0	16
0001040000000000	0000000000000000	2	12	22a68088	9	0	12
0001040000000000	0000000000000001	3	8	02a68188	9	0	8
0001040000004000	0000000000000000	3	6	22aa020a	9	0	6
0001040000004000	0000000000000001	4	1	02a2812c	9	0	1
0001040020080000	0000000000000000	4	26	22a48188	9	0	26
0001040020084012	0000000000000000	7	6	22a8020e	9	0	6
0002000000000000	0000000000000000	1	112	02268125	9	1	111
0002000000008000	0000000000000000	2	194	02228127	9	1	193
0002000040000000	0000000000000000	2	354	02248127	9	5	349
0002000040008020	0000000000000000	4	454	022081a7	9	6	448
0002100000000000	0000000000000000	2	29	020683a1	9	0	29
0002100000008000	0000000000000000	3	38	020283a5	9	0	38
0002100000200000	0000000000000000	3	29	02068325	9	0	29
0002100000208000	0000000000000000	4	29	02028327	9	0	29
0002100000400000	0000000000000000	3	30	020681a5	9	0	30
0002100000408000	0000000000000000	4	7	020291a5	9	0	7
0002100000600000	0000000000000000	4	23	02068925	9	0	23
0002100000608000	0000000000000000	5	17	02029127	9	0	17
0002100041000000	0000000000000000	4	66	020483a5	9	0	66
0002100041008020	0000000000000000	6	71	020083a7	9	0	71
0002100041200000	0000000000000000	5	63	02048327	9	0	63
0002100041208020	0000000000000000	7	71	02008337	9	3	68
0002100041400000	0000000000000000	5	63	020481a7	9	0	63
0002100041408020	0000000000000000	7	22	020091a7	9	0	22
0002100041600000	0000000000000000	6	64	02049127	9	2	62
0002100041608020	0000000000000000	8	46	02089127	9	2	44
0002800000000000	0000000000000000	2	96	02261087	9	0	96
000280000000a000	0000000000000000	4	178	02221097	9	2	176
0002800050000000	0000000000000000	4	215	02241097	9	0	215
000280005000a024	0000000000000000	8	249	02201297	9	1	248
0002900000000000	0000000000000000	3	12	020e1a81	9	0	12
000290000000a000	0000000000000000	5	9	02021a87	9	0	9
0002900000200000	0000000000000000	4	1	228e0203	9	0	1
000290000020a000	0000000000000000	6	2	220a1207	9	0	2
0002900000400000	0000000000000000	4	1	228e0083	9	0	1
0002900000600000	0000000000000000	5	1	220e1007	9	0	1
0002900051000000	0000000000000000	6	18	02441a85	9	0	18
000290005100a024	0000000000000000	10	11	22081287	9	0	11
0002900051200000	0000000000000000	7	4	220c1207	9	0	4
000290005120a024	0000000000000000	11	1	22881207	9	0	1
0002900051400000	0000000000000000	7	4	220c1087	9	0	4
0002900051600000	0000000000000000	8	2	220c1017	9	0	2
0003000000000000	0000000000000000	2	4	22a69040	9	0	4
0003000000000000	0000000000000001	3	17	02a69044	9	0	17
000300000000d000	0000000000000000	5	5	22a29240	9	0	5
000300000000d000	0000000000000001	6	16	02a29124	9	0	16
0003000060000000	0000000000000000	4	30	22a49044	9	0	30
000300006000d030	0000000000000000	9	6	22a89042	9	0	6
000300006000d032	0000000000000000	10	17	22a89006	9	0	17
000300006000d038	0000000000000000	10	1	22e090c0	9	0	1
000300006000d03a	0000000000000000	11	5	22a09124	9	0	5
0003040000000000	0000000000000000	3	3	22ae8080	9	0	3
0003040000000000	0000000000000001	4	1	02ee8040	9	0	1
0003040060080000	0000000000000000	6	18	22ac8006	9	0	18
000304006008d032	0000000000000000	12	4	22a88124	9	0	4
0003800000000000	0000000000000000	3	8	22a61240	9	0	8
0003800000000000	0000000000000001	4	16	02a61206	9	0	16
000380000000f000	0000000000000000	7	13	22a21206	9	0	13
000380000000f000	0000000000000001	8	23	02a21216	9	0	23
0003800070000000	0000000000000000	6	40	22a41206	9	0	40
000380007000f034	0000000000000000	13	11	22a81046	9	0	11
000380007000f036	0000000000000000	14	31	22a81016	9	0	31
000380007000f03c	0000000000000000	14	1	22a01246	9	0	1
000380007000f03e	0000000000000000	15	2	22a01216	9	0	2
0003840000000000	0000000000000000	4	1	22ae0280	9	0	1
000384000000f000	0000000000000000	8	1	22aa0206	9	0	1
0003840070080000	0000000000000000	8	11	22ac0206	9	0	11
000384007008f036	0000000000000000	16	3	22a80286	9	0	3
0004000000000000	0000000000000000	1	830	029401ac	9	43	787
0004000000010000	0000000000000000	2	219	0292112c	9	2	217
0004000000010040	0000000000000000	3	15	02989148	9	0	15
0004000000010042	0000000000000000	4	199	029801ac	9	7	192
0004000000010048	0000000000000000	4	6	0290816c	9	0	6
000400000001004a	0000000000000000	5	113	0290132c	9	1	112
0004000000011000	0000000000000000	3	47	029281a4	9	0	47
0004000000011040	0000000000000000	4	6	22988242	9	0	6
0004000000011042	0000000000000000	5	98	02988126	9	0	98
0004000000011048	0000000000000000	5	2	02909164	9	0	2
000400000001104a	0000000000000000	6	36	02908326	9	1	35
0004800000000000	0000000000000000	2	39	229e0006	9	0	39
0004800000013000	0000000000000000	5	32	229a0016	9	0	32
0004800010000000	0000000000000000	3	124	229c0016	9	3	121
0004800010013044	0000000000000000	8	2	22980246	9	0	2
0004800010013046	0000000000000000	9	58	22980096	9	0	58
0005080000000000	0000000000000000	3	3	22869088	9	0	3
0005080000000000	0000000000000001	4	3	02869188	9	0	3
0005080000014800	0000000000000000	6	2	228a120c	9	0	2
0005080000014800	0000000000000001	7	1	0282912c	9	0	1
0005080020800000	0000000000000000	5	10	22849188	9	0	10
0005080020814853	0000000000000000	12	1	2288120e	9	0	1
000508002081485b	0000000000000000	13	1	2280912c	9	0	1
00050c0000000000	0000000000000000	4	11	22868188	9	0	11
00050c0000000000	0000000000000001	5	4	0286812c	9	0	4
00050c0000014800	0000000000000000	7	1	228a020e	9	0	1
00050c0000014800	0000000000000001	8	1	02c2812c	9	0	1
00050c0020880000	0000000000000000	7	20	2284812c	9	0	20
00050c0020894853	0000000000000000	14	1	2288812c	9	0	1
00050c002089485b	0000000000000000	15	1	22c0812c	9	0	1
0007180061900000	0000000000000000	10	1	228c9280	9	0	1
0007180061b00000	0000000000000000	11	1	22cc9200	9	0	1
0007180061f00000	0000000000000000	12	1	22cc9100	9	0	1
00071c0000100000	0000000000000000	7	1	228e8280	9	0	1
00071c0000700000	0000000000000001	10	1	02c68124	9	0	1
00071c0061980000	0000000000000000	12	3	228c8282	9	0	3
00071c0061b80000	0000000000000000	13	5	228c8206	9	0	5
00071c0061b9d873	0000000000000000	23	2	22888324	9	0	2
00071c0061b9d87b	0000000000000000	24	1	22c08324	9	0	1
00071c0061d80000	0000000000000000	13	3	22cc8082	9	0	3
00071c0061f80000	0000000000000000	14	4	228c8124	9	0	4
00071c0061f9d873	0000000000000000	24	1	22c88124	9	0	1
000798007191f877	0000000000000000	24	1	22881286	9	0	1
0007980071b00000	0000000000000000	13	1	228c1206	9	0	1
00079c0071980000	0000000000000000	14	3	228c0286	9	0	3
00079c0071b80000	0000000000000000	15	1	228c0216	9	0	1
0008000000000000	0000000000000000	1	9	222e400a	9	0	9
0008000000000000	0000000000000002	2	16	022e408c	9	0	16
0008000000020000	0000000000000000	2	24	222a400e	9	0	24
0008000000020000	0000000000000002	3	35	022a500c	8	1	34
0008000080000000	0000000000000000	2	11	222e4006	9	0	11
0008000080000000	0000000000000002	3	22	022e5006	9	0	22
0008000080020080	0000000000000000	4	22	222a5006	9	0	22
0008000080020080	0000000000000002	5	45	022a5016	9	0	45
0008000100000000	0000000000000000	2	35	222c400e	9	1	34
0008000100020100	0000000000000000	4	56	2228408e	9	1	55
0008000180000000	0000000000000000	3	72	222c4016	9	1	71
0008000180020180	0000000000000000	6	88	22284286	9	1	87
0008400000000000	0000000000000000	2	12	2226500a	9	0	12
0008400000000000	0000000000000002	3	41	0226500e	9	0	41
0008400000020000	0000000000000000	3	31	2222500e	9	0	31
0008400000020000	0000000000000002	4	54	0222501e	9	0	54
0008400080000000	0000000000000000	3	10	22265044	9	0	10
0008400080000000	0000000000000002	4	29	02265064	9	0	29
0008400080020080	0000000000000000	5	17	222250a4	9	0	17
0008400080020080	0000000000000002	6	32	02225216	9	0	32
0008400108000000	0000000000000000	4	31	2224500e	9	0	31
0008400108020100	0000000000000000	6	34	2220508e	9	0	34
0008400188000000	0000000000000000	5	34	22245046	9	0	34
0008400188020180	0000000000000000	8	36	22205216	9	0	36
0009200000000000	0000000000000000	3	12	222e100a	9	0	12
0009200000000000	0000000000000003	5	38	022e100e	9	0	38
0009200000024000	0000000000000000	5	37	222a100e	9	0	37
0009200000024000	0000000000000003	7	53	022a101e	9	0	53
0009200124000000	0000000000000000	6	49	222c100e	9	0	49
0009200124024110	0000000000000000	10	15	2228104e	9	0	15
0009200124024112	0000000000000000	11	52	2228101e	9	0	52
0009240000000000	0000000000000000	4	13	222e000e	9	0	13
0009240000000000	0000000000000003	6	4	022e8888	9	0	4
0009240000024000	0000000000000000	6	1	222a020e	9	0	1
0009240000024000	0000000000000003	8	1	022a812c	9	0	1
0009240124080000	0000000000000000	8	11	222c808a	9	0	11
00092401240a4112	0000000000000000	13	1	2228812c	9	0	1
0009600000000000	0000000000000000	4	14	2226104c	9	0	14
0009600000000000	0000000000000003	6	52	0226106c	9	0	52
0009600000024000	0000000000000000	6	11	2222120e	9	0	11
0009600000024000	0000000000000003	8	31	0222121e	9	0	31
000960012c000000	0000000000000000	8	16	2224904c	9	0	16
000960012c02411a	0000000000000000	14	3	2220912c	9	0	3
0009640000000000	0000000000000003	7	2	0226812c	9	0	2
0009640000024000	0000000000000003	9	1	0262812c	9	0	1
000b200082000000	0000000000000000	6	5	222e9004	9	0	5
000b200082000000	0000000000000003	8	10	022e9044	9	0	10
000b20008202d080	0000000000000000	11	9	222a9006	9	0	9
000b20008202d080	0000000000000003	13	8	022a9124	9	0	8
000b2001e6000000	0000000000000000	10	31	222c9006	9	0	31
000b2001e602d1b0	0000000000000000	18	7	22289046	9	0	7
000b2001e602d1b2	0000000000000000	19	23	22289016	9	0	23
000b2401e6080000	0000000000000000	12	1	226d8200	9	0	1
000b600082000000	0000000000000000	7	2	222690c0	9	0	2
000b600082000000	0000000000000003	9	7	02269124	9	0	7
000b60008202d080	0000000000000003	14	5	02229164	9	0	5
000b6001ee000000	0000000000000000	12	4	22249124	9	0	4
000b6001ee02d1ba	0000000000000000	22	3	222091a4	9	0	3
000ba00082000000	0000000000000000	7	11	222e1006	9	0	11
000ba00082000000	0000000000000003	9	15	022e1064	9	0	15
000ba0008202f080	0000000000000000	13	20	222a1016	9	0	20
000ba0008202f080	0000000000000003	15	16	022a1216	9	0	16
000ba001f6000000	0000000000000000	12	41	222c1016	9	0	41
000ba001f602f1b4	0000000000000000	22	8	22281056	9	0	8
000ba001f602f1b6	0000000000000000	23	23	22281096	9	0	23
000be00082000000	0000000000000003	10	2	02261216	9	0	2
000be0008202f080	0000000000000003	16	3	02621216	9	0	3
000be001fe000000	0000000000000000	14	1	22651204	9	0	1
000be001fe02f1be	0000000000000000	26	1	22611206	9	0	1
0010000000000000	0000000000000000	1	3840	0010d1ac	9	150	3690
0014000000000000	0000000000000000	2	716	0214812c	8	21	695
0014000000010000	0000000000000000	3	155	0212812e	9	0	155
0014000000010042	0000000000000000	5	111	0218812e	9	0	111
0014000000010048	0000000000000000	5	3	0210916c	9	0	3
001400000001004a	0000000000000000	6	28	0210832e	9	0	28
0014000000011000	0000000000000000	4	15	02129324	9	0	15
0014000000011042	0000000000000000	6	25	02189324	9	0	25
001400000001104a	0000000000000000	7	17	02109326	9	0	17
0014800000000000	0000000000000000	3	25	221e0016	9	0	25
0014800000013000	0000000000000000	6	9	221a0096	9	0	9
0014800010000000	0000000000000000	4	35	221c0096	9	0	35
0014800010013046	0000000000000000	10	6	22181216	9	0	6
0018000000000000	0000000000000000	2	15	220e400e	9	0	15
0018000000000000	0000000000000002	3	2	020ed088	9	0	2
0018000000020000	0000000000000000	3	10	220a401e	9	0	10
0018000080000000	0000000000000000	3	3	220e4016	9	0	3
0018000080020080	0000000000000000	5	2	220a5206	9	0	2
0018000100000000	0000000000000000	3	19	220c401e	9	0	19
0018000100020100	0000000000000000	5	4	2208520e	9	0	4
0018000180000000	0000000000000000	4	14	220c4096	9	0	14
0018000180020180	0000000000000000	7	5	22085216	9	0	5
0018400000000000	0000000000000000	3	3	2206d088	9	0	3
0018400000000000	0000000000000002	4	3	0206d08c	9	0	3
0018400108000000	0000000000000000	5	3	2204c12c	9	0	3
0018400108020100	0000000000000000	7	2	2200d12c	9	0	2
0018400188000000	0000000000000000	6	1	2244c124	9	0	1
0018400188020180	0000000000000000	9	3	2240c1a4	9	0	3
001d2c0000000000	0000000000000000	7	2	220e8288	9	0	2
001d2c0124880000	0000000000000000	12	1	220c812c	9	0	1
001d2c01248b4953	0000000000000000	21	2	2208832c	9	0	2
001d680000000000	0000000000000003	9	1	02469888	9	0	1
001d6c0000000000	0000000000000003	10	1	0246812c	9	0	1
001d6c012c880000	0000000000000000	14	1	2244812c	9	0	1
001f3c01e7bbd9f3	0000000000000000	33	1	22488324	9	0	1
001f3c01e7f80000	0000000000000000	21	1	224c8124	9	0	1
0020000000000000	0000000000000000	1	1143	0036812c	9	30	1113
0020000000001000	0000000000000000	2	13	00ba8124	9	0	13
0020000200000000	0000000000000000	2	1871	003481ac	9	88	1783
0020000200000002	0000000000000000	3	91	0038832c	9	0	91
0020000200000008	0000000000000000	3	1	00b0816c	9	0	1
002000020000000a	0000000000000000	4	9	00b0812e	9	0	9
0020000200001000	0000000000000000	3	3	20b882c0	9	0	3
0020000200001002	0000000000000000	4	16	00b881a4	9	0	16
0020800000000000	0000000000000000	2	23	00fe00c0	9	0	23
0020800000003000	0000000000000000	4	11	203a0096	9	0	11
0020800210000000	0000000000000000	4	36	203c0096	9	0	36
0020800210003004	0000000000000000	7	1	20f90240	9	0	1
0020800210003006	0000000000000000	8	7	20b80286	9	0	7
0040000000000000	0000000000000000	1	7	21a61048	9	0	7
0040000000000000	0000000000000001	2	37	01a6104c	9	0	37
0040000000040000	0000000000000000	2	16	21a210c8	9	0	16
0040000000040000	0000000000000001	3	49	01a2112c	9	0	49
0041000000000000	0000000000000000	2	4	20ae1048	9	0	4
0041000000000000	0000000000000001	3	6	00a69248	9	0	6
0041000000044000	0000000000000000	4	5	20aa120c	9	0	5
0041000000044000	0000000000000001	5	1	00ea1248	9	0	1
0060040000000000	0000000000000000	3	6	21ae000a	9	0	6
0060040000000000	0000000000000001	4	5	01ae8088	9	0	5
0060040000040000	0000000000000000	4	5	21aa020a	9	0	5
0080000000000000	0000000000000000	1	874	01221097	9	12	862
0080100000000000	0000000000000000	2	241	01021297	9	6	235
0080100000200000	0000000000000000	3	134	01029325	9	0	134
0080100000400000	0000000000000000	3	187	010291a5	9	1	186
0080100000600000	0000000000000000	4	107	01069125	9	0	107
0082000000000000	0000000000000000	2	34	00269283	9	0	34
0082000000008000	0000000000000000	3	32	002291a5	9	0	32
0082100000000000	0000000000000000	3	17	000e9a81	9	0	17
0082100000008000	0000000000000000	4	6	00439a81	9	0	6
0082100000200000	0000000000000000	4	2	208e9201	9	0	2
0082100000208000	0000000000000000	5	1	008a8325	9	0	1
0082800000000000	0000000000000000	3	37	00261ac1	9	0	37
008280000000a000	0000000000000000	5	33	002213a5	9	0	33
0082900000000000	0000000000000000	4	13	00471a81	9	0	13
008290000000a000	0000000000000000	6	4	200a1287	9	0	4
00c0000400000000	0000000000000000	3	16	21a610c0	9	0	16
00c0000400000000	0000000000000001	4	69	01a611c0	9	0	69
00c0000400040000	0000000000000000	4	28	21a212c0	9	0	28
00c0000400040000	0000000000000001	5	69	01a29124	9	0	69
00c3000400000000	0000000000000001	6	2	00ae9240	9	0	2
00c3800400000000	0000000000000000	6	2	20ae1240	9	0	2
00c3800400000000	0000000000000001	7	1	00ee1240	9	0	1
00c380040004f000	0000000000000000	11	2	20aa12c0	9	0	2
00e0040400000000	0000000000000000	5	5	21ae0280	9	0	5
00e0040400000000	0000000000000001	6	3	01ee0240	9	0	3
00e0040400040000	0000000000000000	6	1	21aa8280	9	0	1
0100000000000000	0000000000000000	1	161	20081a8b	9	2	159
0100002000000000	0000000000000000	2	30	208c8a09	9	0	30
0100004000000000	0000000000000000	2	733	200800bf	9	38	695
0100006000000000	0000000000000000	3	357	2088003f	9	6	351
0100012000000000	0000000000000000	3	124	2028184b	9	0	124
0100016000000000	0000000000000000	4	695	2008023f	9	43	652
0100020000000000	0000000000000000	2	19	20049a89	9	0	19
0100024000000000	0000000000000000	3	45	20059289	9	0	45
0100026000000000	0000000000000000	4	11	2084812d	9	0	11
0100036000000000	0000000000000000	5	13	20219249	9	0	13
0140002800000000	0000000000000000	4	1	21ac1808	9	0	1
0140002800040200	0000000000000000	6	1	21a81908	9	0	1
0140004800000000	0000000000000000	4	6	21a410c8	9	0	6
0140004800040200	0000000000000000	6	13	21a090c8	9	0	13
0140006800000000	0000000000000000	5	19	21a41148	9	0	19
0140006800040200	0000000000000000	7	34	21a8100e	9	0	34
0141004820000000	0000000000000000	6	2	20ac1288	9	0	2
0141004820044212	0000000000000000	11	1	20a89288	9	0	1
0141006820000000	0000000000000000	7	11	20ac1148	9	0	11
0141006820044210	0000000000000000	11	1	20e81248	9	0	1
0141006820044212	0000000000000000	12	1	20e91208	9	0	1
0160044a00080000	0000000000000000	8	6	21ac008a	9	0	6
0160044a000c0200	0000000000000000	10	6	21a8028a	9	0	6
0160046a00080000	0000000000000000	9	14	21ac010a	9	0	14
0160046a000c0200	0000000000000000	11	5	21a8012c	9	0	5
0180001000000000	0000000000000000	3	15	21241883	9	0	15
0180001000000400	0000000000000000	4	41	21201887	9	0	41
0180003000000400	0000000000000000	5	2	21a81803	9	0	2
0180005000000000	0000000000000000	4	107	21241087	9	4	103
0180005000000400	0000000000000000	5	200	21201097	9	6	194
0180007000000000	0000000000000000	5	43	21a41043	9	0	43
0180007000000400	0000000000000000	6	66	21a08125	9	0	66
0180013000000000	0000000000000000	5	10	212c1803	9	0	10
0180013000000400	0000000000000000	6	18	21281807	9	0	18
0180017000000000	0000000000000000	6	90	21249007	9	2	88
0180017000000400	0000000000000000	7	85	21209125	9	0	85
0180101001000000	0000000000000000	5	16	21041a85	9	0	16
0180101001000400	0000000000000000	6	34	21009a83	9	0	34
0180101001400000	0000000000000000	6	28	21049885	9	0	28
0180101001400400	0000000000000000	7	27	21081887	9	0	27
0180103001200000	0000000000000000	7	3	218c0a03	9	0	3
0180103001200400	0000000000000000	8	3	21881a03	9	0	3
0180103001600000	0000000000000000	8	7	218c1803	9	0	7
0180103001600400	0000000000000000	9	3	21881807	9	0	3
0180105001000000	0000000000000000	6	66	21041287	9	3	63
0180105001000400	0000000000000000	7	93	210083a5	9	3	90
0180105001400000	0000000000000000	7	105	210481a5	9	3	102
0180105001400400	0000000000000000	8	61	210091a5	9	0	61
0180107001200000	0000000000000000	8	28	21849203	9	0	28
0180107001200400	0000000000000000	9	35	21808325	9	0	35
0180107001600000	0000000000000000	9	45	21848125	9	0	45
0180107001600400	0000000000000000	10	21	21808127	9	0	21
0180113001200000	0000000000000000	8	3	210c9a01	9	0	3
0180113001200400	0000000000000000	9	4	21081a07	9	0	4
0180113001600000	0000000000000000	9	9	210c1807	9	0	9
0180113001600400	0000000000000000	10	2	21481807	9	0	2
0180117001200000	0000000000000000	9	27	210c0217	9	0	27
0180117001200400	0000000000000000	10	16	21009325	9	0	16
0180117001600000	0000000000000000	10	24	21049125	9	0	24
0180117001600400	0000000000000000	11	8	21088127	9	0	8
0182001040000000	0000000000000000	5	1	202c9881	9	0	1
0182001040008420	0000000000000000	8	1	20289a81	9	0	1
0182005040000000	0000000000000000	6	12	202c8283	9	0	12
0182005040008420	0000000000000000	9	10	20289283	9	0	10
0182007040000000	0000000000000000	7	2	20ac9101	9	0	2
0182007040008420	0000000000000000	10	2	20a89203	9	0	2
0182017040000000	0000000000000000	8	6	202c9007	9	0	6
0182017040008420	0000000000000000	11	1	20289125	9	0	1
0182021040000000	0000000000000000	6	2	20249a81	9	0	2
0182021040008420	0000000000000000	9	1	20609a81	9	0	1
0182025040000000	0000000000000000	7	6	202492c1	9	0	6
0182101041000000	0000000000000000	7	3	200c9a81	9	0	3
0182101041008420	0000000000000000	10	2	20498a81	9	0	2
0182105041000000	0000000000000000	8	10	200c9283	9	0	10
0182105041008420	0000000000000000	11	3	200883a5	9	0	3
0182105041400000	0000000000000000	9	1	200c81a5	9	0	1
0182107041200000	0000000000000000	10	1	20cd8201	9	0	1
0182107041208420	0000000000000000	13	1	20888325	9	0	1
0182107041600000	0000000000000000	11	1	208c8125	9	0	1
0182117041200000	0000000000000000	11	1	200c8325	9	0	1
0182117041208420	0000000000000000	14	1	20089325	9	0	1
0182121041000000	0000000000000000	8	3	20449a81	9	0	3
0182125041400000	0000000000000000	10	1	208481a5	9	0	1
0182801050000000	0000000000000000	7	1	202c1a81	9	0	1
018280105000a424	0000000000000000	12	6	20281a83	9	0	6
0182805050000000	0000000000000000	8	17	202c1087	9	0	17
018280505000a424	0000000000000000	13	18	202811a5	9	0	18
0182807050000000	0000000000000000	9	2	20ac1203	9	0	2
0182817050000000	0000000000000000	10	2	202c1207	9	0	2
018282105000a424	0000000000000000	13	1	20611a81	9	0	1
0182901051000000	0000000000000000	9	3	204c1a81	9	0	3
018290105100a424	0000000000000000	14	2	20491a81	9	0	2
0182905051000000	0000000000000000	10	8	200c1287	9	0	8
018290505100a424	0000000000000000	15	2	208803a5	9	0	2
01c0001c00040600	0000000000000000	9	1	21a89880	9	0	1
01c0003c00000000	0000000000000000	7	5	21ac1900	9	0	5
01c0003c00040600	0000000000000000	10	4	21a81b00	9	0	4
01c0005c00000000	0000000000000000	7	23	21a411c0	9	0	23
01c0005c00040600	0000000000000000	10	41	21a091c0	9	0	41
01c0007c00000000	0000000000000000	8	58	21a41340	9	0	58
01c0007c00040600	0000000000000000	11	74	21a09124	9	0	74
01c3005c60000000	0000000000000000	11	3	20ac90c0	9	0	3
01c3007c60000000	0000000000000000	12	5	20ac9140	9	0	5
01c3007c6004d632	0000000000000000	21	1	20a89124	9	0	1
01c3805c70000000	0000000000000000	13	1	20ac12c0	9	0	1
01c3807c70000000	0000000000000000	14	4	20ac1340	9	0	4
01c3807c7004f634	0000000000000000	24	1	20e91240	9	0	1
01c3807c7004f636	0000000000000000	25	1	20a81324	9	0	1
01e0043e00080000	0000000000000000	11	1	21ec8800	9	0	1
01e0045e00080000	0000000000000000	11	19	21ac0086	9	0	19
01e0045e000c0600	0000000000000000	14	8	21a801a4	9	0	8
01e0047e00080000	0000000000000000	12	24	21ac8006	9	0	24
01e0047e000c0600	0000000000000000	15	5	21a80324	9	0	5
0200000000000000	0000000000000000	1	2929	011091ac	9	148	2781
0204000000000000	0000000000000000	2	143	0094912c	9	1	142
0204000000010000	0000000000000000	3	37	0092912c	9	0	37
0204000000010040	0000000000000000	4	1	20989248	9	0	1
0204000000010042	0000000000000000	5	47	0098132c	9	0	47
020400000001004a	0000000000000000	6	5	009091ac	9	0	5
0204000000011000	0000000000000000	4	4	209a9202	9	0	4
0204000000011042	0000000000000000	6	10	00989324	9	0	10
0204800000000000	0000000000000000	3	7	209e1006	9	0	7
0204800000013000	0000000000000000	6	5	209a1016	9	0	5
0204800010000000	0000000000000000	4	19	209c1016	9	0	19
0204800010013046	0000000000000000	10	7	20981216	9	0	7
0214000000000000	0000000000000000	3	115	0016912c	9	0	115
0214000000010000	0000000000000000	4	39	001a912c	9	0	39
0214000000010042	0000000000000000	6	16	0018932c	9	0	16
021400000001004a	0000000000000000	7	1	2050912c	9	0	1
0214000000011000	0000000000000000	5	1	201a9016	9	0	1
0214000000011042	0000000000000000	7	3	201891a4	9	0	3
0214800000000000	0000000000000000	4	2	201e1016	9	0	2
0214800000013000	0000000000000000	7	3	201a1096	9	0	3
0214800010000000	0000000000000000	5	1	205d1280	9	0	1
0214800010013046	0000000000000000	11	1	201813a4	9	0	1
0220000000000000	0000000000000000	2	900	0112832c	9	37	863
0220000200000000	0000000000000000	3	1514	011481ac	9	91	1423
0224000000000000	0000000000000000	3	106	0096812c	9	1	105
0224000000010000	0000000000000000	4	66	009281ac	9	0	66
0224000000011000	0000000000000000	5	4	209a8016	9	0	4
0224000200000000	0000000000000000	4	186	0094812e	9	4	182
0224000200010040	0000000000000000	6	1	2098016c	9	0	1
0224000200010042	0000000000000000	7	55	0098812e	9	1	54
022400020001004a	0000000000000000	8	11	009083ac	9	0	11
0224000200011042	0000000000000000	8	10	00d88324	9	0	10
0224800000000000	0000000000000000	4	9	209e0016	9	0	9
0224800000013000	0000000000000000	7	3	209a0216	9	0	3
0224800210000000	0000000000000000	6	18	209c0096	9	0	18
0224800210013046	0000000000000000	12	4	20980326	9	0	4
0234000000000000	0000000000000000	4	75	001e812c	9	1	74
0234000000010000	0000000000000000	5	20	001a832c	9	0	20
0234000200000000	0000000000000000	5	47	001c81ac	9	0	47
0234000200010040	0000000000000000	7	1	2018816c	9	0	1
0234000200010042	0000000000000000	8	11	2018032e	9	0	11
0234000200011042	0000000000000000	9	2	201883a4	9	0	2
0234800000000000	0000000000000000	5	3	201e0096	9	0	3
0234800000013000	0000000000000000	8	2	201a0296	9	0	2
0234800210000000	0000000000000000	7	1	205c0096	9	0	1
0240080000000000	0000000000000000	3	7	21869088	9	0	7
0240080000000000	0000000000000001	4	8	01869288	9	0	8
0240080000040800	0000000000000000	5	11	218a108c	9	0	11
0240080000040800	0000000000000001	6	1	01c29288	9	0	1
02600c0000000000	0000000000000000	5	18	218e000e	9	0	18
02600c0000000000	0000000000000001	6	6	01c68188	9	0	6
02600c0000040800	0000000000000000	7	12	218a020e	9	0	12
02c0180400100000	0000000000000000	7	2	21869280	9	0	2
02c0180400100000	0000000000000001	8	2	018e9280	9	0	2
02c0180400140800	0000000000000000	9	4	218a1282	9	0	4
02c0180400300000	0000000000000000	8	4	218e1202	9	0	4
02c0180400300000	0000000000000001	9	2	01c69240	9	0	2
02c0180400340800	0000000000000000	10	5	218a1206	9	0	5
02c0180400500000	0000000000000000	8	4	218e1084	9	0	4
02c0180400500000	0000000000000001	9	3	01c69084	9	0	3
02c0180400700000	0000000000000000	9	2	218e9004	9	0	2
02c0180400700000	0000000000000001	10	1	01ce9004	9	0	1
02e01c0400100000	0000000000000000	9	5	218e0282	9	0	5
02e01c0400140800	0000000000000000	11	5	218a0286	9	0	5
02e01c0400300000	0000000000000000	10	4	218e8202	9	0	4
02e01c0400500000	0000000000000000	10	3	218e8082	9	0	3
02e01c0400700000	0000000000000000	11	2	21ce8002	9	0	2
02e01c0400700000	0000000000000001	12	1	01c68124	9	0	1
0340084800800000	0000000000000000	7	6	218c108a	9	0	6
0340084800840a01	0000000000000000	11	10	218810ac	9	0	10
0340086800800000	0000000000000000	8	13	218c100e	9	0	13
0340086800840a01	0000000000000000	12	8	2188120e	9	0	8
03600c0a00880000	0000000000000000	10	2	218c8888	9	0	2
03600c2a00880000	0000000000000000	11	1	21cc8808	9	0	1
03600c4a00880000	0000000000000000	11	22	218c008e	9	0	22
03600c4a008c0a01	0000000000000000	15	6	2188028e	9	0	6
03600c6a00880000	0000000000000000	12	19	218c020e	9	0	19
03600c6a008c0a01	0000000000000000	16	3	2188812c	9	0	3
03650c6a20880000	0000000000000000	15	1	208c812c	9	0	1
03c0181c01d00000	0000000000000000	13	1	21c49880	9	0	1
03c0183c01f00000	0000000000000000	15	1	21cc9800	9	0	1
03c0185c01900000	0000000000000000	13	9	218c1282	9	0	9
03c0185c01940e01	0000000000000000	18	12	21881286	9	0	12
03c0185c01d00000	0000000000000000	14	14	218c1086	9	0	14
03c0185c01d40e01	0000000000000000	19	8	218810a6	9	0	8
03c0187c01b00000	0000000000000000	15	12	218c1206	9	0	12
03c0187c01b40e01	0000000000000000	20	8	21881216	9	0	8
03c0187c01f00000	0000000000000000	16	8	218c1016	9	0	8
