a_hex	b_hex	cover	count	least_mask	least_rank	count8	count9
180ba001f602f1b6	0000000000000003	27	5	02291324	9	0	5
180be001fe000000	0000000000000003	18	4	02651206	9	0	4
180be001fe02f1be	0000000000000003	30	4	02611216	9	0	4
181d2c0124880000	0000000000000003	16	1	024c812c	9	0	1
181d68012c800000	0000000000000003	16	1	0244912c	9	0	1
181d68012c83495b	0000000000000003	26	1	0240932c	9	0	1
181d6c012c880000	0000000000000003	18	2	024481ac	9	0	2
181d6c012c8b495b	0000000000000003	28	1	0241832c	9	0	1
181f7801efb00000	0000000000000003	24	1	02449324	9	0	1
2000000000000000	0000000000000000	1	142	09001a8b	9	5	137
2000001000000000	0000000000000000	2	27	09241881	8	1	26
2000001000000400	0000000000000000	3	53	092018c5	9	0	53
2000001001000000	0000000000000000	3	26	09041a83	9	0	26
2000001001000400	0000000000000000	4	34	09009a83	9	0	34
2000001001400000	0000000000000000	4	58	09049883	9	2	56
2000001001400400	0000000000000000	5	28	09089885	9	0	28
2000002000000000	0000000000000000	2	63	09809849	9	0	63
2000003000000000	0000000000000000	3	10	09a41841	9	0	10
2000003000000400	0000000000000000	4	11	09a01a41	9	0	11
2000003001200000	0000000000000000	5	6	09848a41	9	0	6
2000003001200400	0000000000000000	6	4	09889a01	9	0	4
2000003001600000	0000000000000000	6	24	09849803	9	1	23
2000003001600400	0000000000000000	7	8	09808925	9	0	8
2000004000000000	0000000000000000	2	303	0900109f	9	14	289
2000005000000000	0000000000000000	3	86	09241087	9	5	81
2000005000000400	0000000000000000	4	128	092011a5	9	2	126
2000005001000000	0000000000000000	4	32	09049283	9	0	32
2000005001000400	0000000000000000	5	18	090083a5	9	0	18
2000005001400000	0000000000000000	5	48	090481a5	9	1	47
2000005001400400	0000000000000000	6	11	090091a5	9	0	11
2000006000000000	0000000000000000	3	219	0980101f	9	4	215
2000007000000000	0000000000000000	4	54	09a41041	8	1	53
2000007000000400	0000000000000000	5	54	09a01047	9	0	54
2000007001200000	0000000000000000	6	18	09848321	9	0	18
2000007001200400	0000000000000000	7	9	09808325	9	0	9
2000007001600000	0000000000000000	7	29	09848125	9	0	29
2000007001600400	0000000000000000	8	8	09808127	9	0	8
2000012000000000	0000000000000000	3	155	09009a0d	9	6	149
2000013000000000	0000000000000000	4	35	09241845	9	0	35
2000013000000400	0000000000000000	5	28	09209a41	9	0	28
2000013001200000	0000000000000000	6	8	090c1a05	9	0	8
2000013001200400	0000000000000000	7	5	09409a05	9	0	5
2000013001600000	0000000000000000	7	17	090c9805	9	1	16
2000013001600400	0000000000000000	8	2	09408925	9	0	2
2000016000000000	0000000000000000	4	323	0900121f	9	18	305
2000017000000000	0000000000000000	5	84	09241047	9	4	80
2000017000000400	0000000000000000	6	55	09209125	9	0	55
2000017001200000	0000000000000000	7	8	09048325	9	0	8
2000017001200400	0000000000000000	8	5	09009325	9	0	5
2000017001600000	0000000000000000	8	5	09049125	9	0	5
2000017001600400	0000000000000000	9	3	09089125	9	0	3
2100000000000000	0000000000000000	2	175	01009a8b	9	3	172
2100002000000000	0000000000000000	3	52	0180892d	9	0	52
2100004000000000	0000000000000000	3	569	010010bf	9	23	546
2100006000000000	0000000000000000	4	365	0180103f	9	6	359
2100012000000000	0000000000000000	4	108	010c980d	9	0	108
2100016000000000	0000000000000000	5	411	0100813f	9	16	395
2180001000000000	0000000000000000	4	57	01241887	9	1	56
2180001000000400	0000000000000000	5	99	01201a87	9	2	97
2180003000000000	0000000000000000	5	15	01a49803	9	0	15
2180003000000400	0000000000000000	6	19	01a09a41	9	0	19
2180005000000000	0000000000000000	5	229	01241097	9	15	214
2180005000000400	0000000000000000	6	303	01201297	9	10	293
2180007000000000	0000000000000000	6	129	01a41047	9	6	123
2180007000000400	0000000000000000	7	147	01a01247	9	1	146
2180013000000000	0000000000000000	6	29	01249a05	9	0	29
2180013000000400	0000000000000000	7	28	01209925	9	0	28
2180017000000000	0000000000000000	7	140	01241325	9	4	136
2180017000000400	0000000000000000	8	105	01209125	8	1	104
2180101001000000	0000000000000000	6	36	01049a83	9	1	35
2180101001000400	0000000000000000	7	39	01008ba5	9	1	38
2180101001400000	0000000000000000	7	35	010c9885	9	2	33
2180101001400400	0000000000000000	8	16	014089a5	9	0	16
2180103001200000	0000000000000000	8	6	01c48a03	9	0	6
2180103001200400	0000000000000000	9	5	01808b25	9	0	5
2180103001600000	0000000000000000	9	16	01848925	9	0	16
2180103001600400	0000000000000000	10	6	01809925	9	0	6
2180105001000000	0000000000000000	7	72	010483a5	9	4	68
2180105001000400	0000000000000000	8	44	010093a5	9	0	44
2180105001400000	0000000000000000	8	66	010491a5	9	2	64
2180105001400400	0000000000000000	9	18	010891a5	9	0	18
2180107001200000	0000000000000000	9	32	01848325	9	0	32
2180107001200400	0000000000000000	10	18	01808327	9	0	18
2180107001600000	0000000000000000	10	36	01848127	9	0	36
2180107001600400	0000000000000000	11	11	01809127	9	0	11
2180113001200000	0000000000000000	9	4	01449a05	9	0	4
2180113001200400	0000000000000000	10	3	01408b25	9	0	3
2180113001600000	0000000000000000	10	3	01448925	9	0	3
2180113001600400	0000000000000000	11	2	01409925	9	0	2
2180117001200000	0000000000000000	10	9	01049325	9	0	9
2180117001200400	0000000000000000	11	6	01019325	9	0	6
2180117001600000	0000000000000000	11	6	010c9125	9	0	6
2180117001600400	0000000000000000	12	3	01409127	9	0	3
2800000800000000	0000000000000000	3	1	09a41888	9	0	1
2800000800000200	0000000000000000	4	3	09a018c8	9	0	3
2800000800800000	0000000000000000	4	3	09849888	9	0	3
2800000800800201	0000000000000000	6	1	09c09888	9	0	1
2800000a00080000	0000000000000000	5	1	09ac0888	9	0	1
2800000a00880000	0000000000000000	6	4	098488c8	9	0	4
2800000a00880201	0000000000000000	8	1	09c88888	9	0	1
2800001c00000000	0000000000000000	5	4	09a418c0	9	0	4
2800001c00000600	0000000000000000	7	6	09a01ac0	9	0	6
2800001c01900000	0000000000000000	8	1	09849a80	9	0	1
2800001c01d00000	0000000000000000	9	3	098c9880	9	0	3
2800001e00080000	0000000000000000	7	4	09a488c0	9	0	4
2800001e01980000	0000000000000000	10	1	09c48a80	9	0	1
2800001e01d80000	0000000000000000	11	5	09c48884	9	0	5
2800002800000000	0000000000000000	4	7	09a41848	9	0	7
2800002800000200	0000000000000000	5	10	09a01948	9	0	10
2800002800800000	0000000000000000	5	6	09849848	9	0	6
2800002800800201	0000000000000000	7	1	09c89808	9	0	1
2800002a00080000	0000000000000000	6	7	09a48848	9	0	7
2800002a00080200	0000000000000000	7	2	09e80848	9	0	2
2800002a00880000	0000000000000000	7	10	098c8848	9	0	10
2800003c00000000	0000000000000000	6	17	09a41842	9	0	17
2800003c00000600	0000000000000000	8	13	09a09940	9	0	13
2800003c01b00000	0000000000000000	10	2	098c9a00	9	0	2
2800003c01f00000	0000000000000000	11	5	09c49804	9	0	5
2800003e00080000	0000000000000000	8	5	09ac8840	9	0	5
2800003e00080600	0000000000000000	10	1	09e88840	9	0	1
2800003e01b80000	0000000000000000	12	2	09c48a40	9	0	2
2800003e01f80000	0000000000000000	13	6	09c48940	9	0	6
2800004800000000	0000000000000000	4	10	09a4108c	9	0	10
2800004800000200	0000000000000000	5	11	09a011c8	9	0	11
2800004800800000	0000000000000000	5	9	0984908c	9	0	9
2800004800800201	0000000000000000	7	1	09c89088	9	0	1
2800004a00080000	0000000000000000	6	6	09a480c8	9	0	6
2800004a00880000	0000000000000000	7	9	098c80c8	9	0	9
2800005c00000000	0000000000000000	6	29	09a410c0	8	1	28
2800005c00000600	0000000000000000	8	25	09a012d0	9	0	25
2800005c01900000	0000000000000000	9	3	098492c0	9	0	3
2800005c01d00000	0000000000000000	10	7	098c9084	9	0	7
2800005e00080000	0000000000000000	8	6	09a481c0	9	0	6
2800005e00080600	0000000000000000	10	1	09e880c0	9	0	1
2800005e01980000	0000000000000000	11	2	09c482c0	9	0	2
2800005e01d80000	0000000000000000	12	3	09cc8084	9	0	3
2800006800000000	0000000000000000	5	42	09a4102c	9	1	41
2800006800000200	0000000000000000	6	51	09a0106c	9	1	50
2800006800800000	0000000000000000	6	16	09849248	9	0	16
2800006a00080000	0000000000000000	7	14	09a48148	9	0	14
2800006a00080200	0000000000000000	8	1	09e88048	9	0	1
2800006a00880000	0000000000000000	8	10	0984812c	9	0	10
2800007c00000000	0000000000000000	7	73	09a41064	9	4	69
2800007c00000600	0000000000000000	9	69	09a09124	9	2	67
2800007c01b00000	0000000000000000	11	5	098c9240	9	0	5
2800007c01f00000	0000000000000000	12	4	09c49044	9	0	4
2800007e00080000	0000000000000000	9	16	09ac8140	9	0	16
2800007e00080600	0000000000000000	11	1	09e88240	9	0	1
2800007e01b80000	0000000000000000	13	1	09cc8240	9	0	1
2800007e01f80000	0000000000000000	14	2	098c8124	9	0	2
2940000800000000	0000000000000001	6	1	01a49888	9	0	1
2940000800040200	0000000000000001	8	1	01e09888	9	0	1
2940002800000000	0000000000000001	7	8	01a49848	9	0	8
2940002800040200	0000000000000001	9	3	01e09848	9	0	3
2940004800000000	0000000000000001	7	26	01a410d8	9	0	26
2940004800040200	0000000000000001	9	17	01a092c8	9	0	17
2940006800000000	0000000000000001	8	71	01a4112c	9	1	70
2940006800040200	0000000000000001	10	50	01a0912c	9	0	50
2960042a00080000	0000000000000001	11	1	01ec8808	9	0	1
2960044a00080000	0000000000000001	11	2	01e480c8	9	0	2
2960046a00080000	0000000000000001	12	4	01a4812c	9	0	4
2960046a000c0200	0000000000000001	14	2	01a8812c	9	0	2
29c0001c00000000	0000000000000001	9	4	01a498c0	9	0	4
29c0001c00040600	0000000000000001	12	3	01e098c0	9	0	3
29c0003c00000000	0000000000000001	10	18	01a49940	9	0	18
29c0003c00040600	0000000000000001	13	9	01e09844	9	0	9
29c0005c00000000	0000000000000001	10	73	01a412d0	9	2	71
29c0005c00040600	0000000000000001	13	43	01a091a4	9	0	43
29c0007c00000000	0000000000000001	11	141	01a49124	9	6	135
29c0007c00040600	0000000000000001	14	92	01a09164	9	1	91
29e0043e00080000	0000000000000001	14	1	01ec8840	9	0	1
29e0045e00080000	0000000000000001	14	3	01e481c0	9	0	3
29e0045e000c0600	0000000000000001	17	1	01e081a4	9	0	1
29e0047e00080000	0000000000000001	15	8	01ac8124	9	0	8
29e0047e000c0600	0000000000000001	18	1	01e88124	9	0	1
2b40080800800000	0000000000000001	9	1	01c49888	9	0	1
2b40084800800000	0000000000000001	10	7	018c9288	9	0	7
2b40086800800000	0000000000000001	11	4	0184912c	9	0	4
2b40086800840a01	0000000000000001	15	1	01c0912c	9	0	1
2b600c0a00880000	0000000000000001	13	1	01cc8888	9	0	1
2b600c6a00880000	0000000000000001	15	2	018c812c	9	0	2
2b600c6a008c0a01	0000000000000001	19	1	01c8812c	9	0	1
2bc0181c01900000	0000000000000001	15	1	01c49a80	9	0	1
2bc0181c01d00000	0000000000000001	16	1	01cc9880	9	0	1
2bc0185c01900000	0000000000000001	16	5	01c49284	9	0	5
2bc0185c01d00000	0000000000000001	17	5	018491a4	9	0	5
2bc0185c01d40e01	0000000000000001	22	1	01c091a4	9	0	1
2bc0187c01b00000	0000000000000001	18	4	01849324	9	0	4
2bc0187c01b40e01	0000000000000001	23	2	01889324	9	0	2
2bc0187c01f00000	0000000000000001	19	2	018c9124	9	0	2
2bc0187c01f40e01	0000000000000001	24	1	01c89124	9	0	1
2be01c5e01d80000	0000000000000001	21	2	018c81a4	9	0	2
2be01c5e01dc0e01	0000000000000001	26	1	01c881a4	9	0	1
2be01c7e01b80000	0000000000000001	22	2	018c8324	9	0	2
2be01c7e01bc0e01	0000000000000001	27	1	01c88324	9	0	1
2be01c7e01f80000	0000000000000001	23	2	01c58124	9	0	2
3800008804000000	0000000000000000	6	1	092c1888	9	0	1
3800008804000200	0000000000000000	7	8	0928188c	9	0	8
3800008804800000	0000000000000000	7	4	090c188c	9	0	4
3800008804800201	0000000000000000	9	1	09489888	9	0	1
380000880c000000	0000000000000000	7	10	0924188a	9	0	10
380000880c000200	0000000000000000	8	4	092098c8	9	0	4
380000880c800000	0000000000000000	8	3	09049a88	9	0	3
3800008a04080000	0000000000000000	8	3	092c08c8	9	0	3
3800008a04880000	0000000000000000	9	4	090c8a88	9	0	4
3800008a0c080000	0000000000000000	9	1	09648888	9	0	1
3800008a0c880000	0000000000000000	10	2	09448a88	9	0	2
3800009c06000000	0000000000000000	9	7	092c1884	9	0	7
3800009c06000600	0000000000000000	11	3	09281ac0	9	0	3
3800009c07900000	0000000000000000	12	2	090c9a80	9	0	2
3800009c07d00000	0000000000000000	13	1	094c9880	9	0	1
3800009c0e000000	0000000000000000	10	7	09241ac0	9	0	7
3800009c0e000600	0000000000000000	12	1	096098c0	9	0	1
3800009c0f900000	0000000000000000	13	1	09449a80	9	0	1
3800009c0fd00000	0000000000000000	14	2	09449884	9	0	2
3800009e06080000	0000000000000000	11	1	096c8880	9	0	1
3800009e07980000	0000000000000000	14	1	094c8a80	9	0	1
3800009e07d80000	0000000000000000	15	2	094c8884	9	0	2
380000c804000000	0000000000000000	7	11	092c1088	8	1	10
380000c804000200	0000000000000000	8	20	092810ac	9	0	20
380000c804800000	0000000000000000	8	7	090c128c	9	0	7
380000c80c000000	0000000000000000	8	29	092410ac	9	1	28
380000c80c000200	0000000000000000	9	9	096010ac	9	0	9
380000c80c800000	0000000000000000	9	3	0944908c	9	0	3
380000ca04080000	0000000000000000	9	3	092c80c8	9	0	3
380000dc06000000	0000000000000000	10	27	092c10c2	9	0	27
380000dc06000600	0000000000000000	12	11	092892c0	9	0	11
380000dc07900000	0000000000000000	13	1	094c9280	9	0	1
380000dc07d00000	0000000000000000	14	1	094c9084	9	0	1
380000dc0e000000	0000000000000000	11	25	092412c4	9	1	24
380000dc0e000600	0000000000000000	13	5	096090c4	9	0	5
380000de06080000	0000000000000000	12	1	096c80c0	9	0	1
380001a804000000	0000000000000000	8	11	092c1808	8	1	10
380001a804000200	0000000000000000	9	22	0928182c	9	0	22
380001a804800000	0000000000000000	9	7	090c1a0c	9	0	7
380001a80c000000	0000000000000000	9	26	0924182c	9	1	25
380001a80c000200	0000000000000000	10	9	0960184c	9	0	9
380001a80c800000	0000000000000000	10	3	0944980c	9	0	3
380001aa04080000	0000000000000000	10	4	092c8848	9	0	4
380001aa04880000	0000000000000000	11	3	094c880c	9	0	3
380001aa0c080000	0000000000000000	11	1	09648848	9	0	1
380001bc06000000	0000000000000000	11	20	092c1842	9	0	20
380001bc06000600	0000000000000000	13	10	09681844	9	0	10
380001bc07b00000	0000000000000000	15	1	094c9a00	9	0	1
380001bc07f00000	0000000000000000	16	1	094c9804	9	0	1
380001bc0e000000	0000000000000000	12	17	09249844	9	0	17
380001bc0e000600	0000000000000000	14	4	09609844	9	0	4
380001be06080000	0000000000000000	13	1	096c8840	9	0	1
380001e804000000	0000000000000000	9	48	092c100e	9	4	44
380001e804000200	0000000000000000	10	45	0928106c	9	1	44
380001e804800000	0000000000000000	10	7	090c920c	9	0	7
380001e80c000000	0000000000000000	10	62	0924106c	9	3	59
380001e80c000200	0000000000000000	11	24	0920132c	9	0	24
380001e80c800000	0000000000000000	11	1	09459208	9	0	1
380001ea04080000	0000000000000000	11	5	096c8048	9	0	5
380001fc06000000	0000000000000000	12	50	092c1046	9	3	47
380001fc06000600	0000000000000000	14	28	09281324	9	0	28
380001fc0e000000	0000000000000000	13	37	09249124	9	2	35
380001fc0e000600	0000000000000000	15	5	09609124	9	0	5
3d40208804000000	0000000000000003	12	4	012c18c8	9	0	4
3d40208804040200	0000000000000003	14	1	01689888	9	0	1
3d4020c804000000	0000000000000003	13	25	012c10ac	9	0	25
3d4020c804040200	0000000000000003	15	11	016810ac	9	0	11
3d4021a804000000	0000000000000003	14	9	012c980c	9	0	9
3d4021a804040200	0000000000000003	16	3	01689848	9	0	3
3d4021e804000000	0000000000000003	15	46	012c112c	9	1	45
3d4021e804040200	0000000000000003	17	31	0128132c	9	0	31
3d4060880c000000	0000000000000003	14	2	016418c8	9	0	2
3d4060c80c000000	0000000000000003	15	19	012492c8	9	0	19
3d4060c80c040200	0000000000000003	17	6	012091ac	9	0	6
3d4061a80c000000	0000000000000003	16	7	01641a48	9	0	7
3d4061e80c000000	0000000000000003	17	33	0124912c	9	0	33
3d4061e80c040200	0000000000000003	19	11	0120932c	9	0	11
3dc0209c06000000	0000000000000003	16	2	016c18c0	9	0	2
3dc0209c06040600	0000000000000003	19	1	016898c0	9	0	1
3dc020dc06000000	0000000000000003	17	42	012c12c4	9	1	41
3dc020dc06040600	0000000000000003	20	26	012813a4	9	0	26
3dc021bc06000000	0000000000000003	18	11	016c1844	9	0	11
3dc021bc06040600	0000000000000003	21	3	01689844	9	0	3
3dc021fc06000000	0000000000000003	19	62	012c1324	9	3	59
3dc021fc06040600	0000000000000003	22	36	01289164	9	0	36
3dc0609c0e000000	0000000000000003	18	3	016498c0	9	0	3
3dc060dc0e000000	0000000000000003	19	30	012491a4	9	1	29
3dc060dc0e040600	0000000000000003	22	5	012093a4	9	0	5
3dc061bc0e000000	0000000000000003	20	6	01649844	9	0	6
3dc061bc0e040600	0000000000000003	23	1	01609924	9	0	1
3dc061fc0e000000	0000000000000003	21	35	01249164	9	0	35
3dc061fc0e040600	0000000000000003	24	12	01219324	9	0	12
3de025fe06080000	0000000000000003	23	1	016c8124	9	0	1
4000000000000000	0000000000000000	1	5268	0008229f	9	236	5032
4000020000000000	0000000000000000	2	6273	000030bf	9	326	5947
6000000000000000	0000000000000000	2	53	08081a8d	9	0	53
6000001040000000	0000000000000000	4	3	082c8a81	9	0	3
6000001040000420	0000000000000000	6	1	08289a81	9	0	1
6000001041000000	0000000000000000	5	3	080c9a81	9	0	3
6000001041000420	0000000000000000	7	3	08489a81	9	0	3
6000001041400000	0000000000000000	6	2	084c9881	9	0	2
6000001050000000	0000000000000000	5	4	082c18c1	9	0	4
6000001050000424	0000000000000000	8	7	08281a85	9	0	7
6000001051000000	0000000000000000	6	4	080c1a85	9	0	4
6000001051000424	0000000000000000	9	1	08491a81	9	0	1
6000002000000000	0000000000000000	3	4	08a81849	9	0	4
6000004000000000	0000000000000000	3	68	080c128d	9	1	67
6000005040000000	0000000000000000	5	5	082c90c1	9	0	5
6000005040000420	0000000000000000	7	5	082892c1	9	0	5
6000005050000000	0000000000000000	6	10	082c10c5	9	0	10
6000005050000424	0000000000000000	9	6	082813c1	9	0	6
6000006000000000	0000000000000000	4	35	088c8249	9	0	35
6000007040000000	0000000000000000	6	1	08ac9041	9	0	1
6000007040000420	0000000000000000	8	2	08a89241	9	0	2
6000007050000000	0000000000000000	7	2	08ac1241	9	0	2
6000007050000424	0000000000000000	10	1	08e81241	9	0	1
6000020000000000	0000000000000000	3	63	08019a89	9	0	63
6000021040000000	0000000000000000	5	5	082498c1	9	0	5
6000021040000420	0000000000000000	7	3	08209ac1	9	0	3
6000021041000000	0000000000000000	6	4	08449a81	9	0	4
6000021041000420	0000000000000000	8	3	08419a81	9	0	3
6000021041400000	0000000000000000	7	5	08449885	9	0	5
6000021050000000	0000000000000000	6	6	08241ac1	9	0	6
6000021050000424	0000000000000000	9	3	08601ac1	9	0	3
6000021051000000	0000000000000000	7	2	08451a81	9	0	2
6000022000000000	0000000000000000	4	10	08a01859	9	0	10
6000024000000000	0000000000000000	4	74	0804928d	9	1	73
6000025040000000	0000000000000000	6	6	082492c1	9	0	6
6000025040000420	0000000000000000	8	2	08a092c1	9	0	2
6000025050000000	0000000000000000	7	4	086412c1	9	0	4
6000025050000424	0000000000000000	10	2	08a013c1	9	0	2
6000026000000000	0000000000000000	5	37	0880832d	9	1	36
6000027040000000	0000000000000000	7	2	08a49241	9	0	2
6000027050000000	0000000000000000	8	1	08e41241	9	0	1
6100000000000000	0000000000000000	3	35	000c9a89	9	0	35
6100002000000000	0000000000000000	4	1	00ac1849	9	0	1
6100004000000000	0000000000000000	4	84	000c928d	9	0	84
6100006000000000	0000000000000000	5	38	0088832d	9	0	38
6100020000000000	0000000000000000	4	43	00209a8d	9	0	43
6100024000000000	0000000000000000	5	82	000483ad	9	0	82
6100026000000000	0000000000000000	6	35	0080932d	9	0	35
6182001040000000	0000000000000000	7	2	002c9a81	9	0	2
6182001040008420	0000000000000000	10	2	00689a81	9	0	2
6182005040000000	0000000000000000	8	12	002c9283	9	0	12
6182005040008420	0000000000000000	11	8	002891a5	9	0	8
6182007040000000	0000000000000000	9	2	00ac9241	9	0	2
6182007040008420	0000000000000000	12	1	00a89125	9	0	1
6182021040000000	0000000000000000	8	7	00249ac1	9	0	7
6182021040008420	0000000000000000	11	4	00609a85	9	0	4
6182025040000000	0000000000000000	9	14	002491a5	9	0	14
6182025040008420	0000000000000000	12	6	002093a5	9	0	6
6182027040000000	0000000000000000	10	2	00a49125	9	0	2
6182027040008420	0000000000000000	13	2	00a09325	9	0	2
6182101041000000	0000000000000000	9	3	004c9a81	9	0	3
6182101041008420	0000000000000000	12	1	00c89a81	9	0	1
6182105041000000	0000000000000000	10	1	00cc9281	9	0	1
6182105041008420	0000000000000000	13	1	008883a5	9	0	1
6182105041400000	0000000000000000	11	1	008c81a5	9	0	1
6182107041200000	0000000000000000	12	1	008c8325	9	0	1
6182107041208420	0000000000000000	15	1	00889325	9	0	1
6182107041600000	0000000000000000	13	1	00cc8125	9	0	1
6182121041000000	0000000000000000	10	5	00449a85	9	0	5
6182121041008420	0000000000000000	13	3	00408ba5	9	0	3
6182123041600000	0000000000000000	13	1	00c48925	9	0	1
6182125041000000	0000000000000000	11	2	000493a5	9	0	2
6182125041008420	0000000000000000	14	2	008093a5	9	0	2
6182125041400000	0000000000000000	12	2	008491a5	9	0	2
6182127041200000	0000000000000000	13	2	00849325	9	0	2
6182127041208420	0000000000000000	16	1	00c09325	9	0	1
6182127041600000	0000000000000000	14	1	00c49125	9	0	1
6182801050000000	0000000000000000	9	1	006c1a81	9	0	1
618280105000a424	0000000000000000	14	1	00691a81	9	0	1
6182805050000000	0000000000000000	10	7	006c12c1	9	0	7
618280505000a424	0000000000000000	15	2	002813a5	9	0	2
6182821050000000	0000000000000000	10	3	00641ac1	9	0	3
618282105000a424	0000000000000000	15	2	00611a85	9	0	2
6182825050000000	0000000000000000	11	3	006512c1	9	0	3
6800000820000000	0000000000000000	5	1	08ac1888	9	0	1
6800002820000000	0000000000000000	6	4	08ac1848	9	0	4
6800002820000210	0000000000000000	8	1	08e81848	9	0	1
6800003c70000000	0000000000000000	10	1	08ec1840	9	0	1
6800004820000000	0000000000000000	6	3	08ac10c8	9	0	3
6800004820000210	0000000000000000	8	2	08a812c8	9	0	2
6800004a20080000	0000000000000000	8	1	08ec00c8	9	0	1
6800005c60000000	0000000000000000	9	1	08ac90c0	9	0	1
6800005c70000000	0000000000000000	10	2	08ac12c0	9	0	2
6800006820000000	0000000000000000	7	14	08ac104a	9	0	14
6800006820000210	0000000000000000	9	8	08a81348	9	0	8
6800006a20080000	0000000000000000	9	1	08ec8048	9	0	1
6800007c60000000	0000000000000000	10	3	08ac9140	9	0	3
6800007c60000630	0000000000000000	14	1	08e89240	9	0	1
6800007c70000000	0000000000000000	11	6	08ac1340	9	0	6
6800007c70000634	0000000000000000	16	1	08e91240	9	0	1
6800020820000000	0000000000000000	6	1	08a418c8	9	0	1
6800022820000000	0000000000000000	7	4	08a41a48	9	0	4
6800023c60000000	0000000000000000	10	1	08e49840	9	0	1
6800024820000000	0000000000000000	7	5	08a410d8	9	0	5
6800025c60000000	0000000000000000	10	2	08a492c0	9	0	2
6800025c70000000	0000000000000000	11	2	08e410d0	9	0	2
6800026820000000	0000000000000000	8	15	08a4124c	9	0	15
6800026820000218	0000000000000000	11	1	08e11248	9	0	1
6800027c60000000	0000000000000000	11	4	08e49050	9	0	4
6800027c70000000	0000000000000000	12	2	08e41250	9	0	2
6941006820000000	0000000000000001	11	3	00ec1148	9	0	3
69c3005c60000000	0000000000000001	15	1	00ec90c0	9	0	1
69c3007c60000000	0000000000000001	16	3	00ec9050	9	0	3
69c3805c70000000	0000000000000001	17	1	00ec10d0	9	0	1
69c3807c70000000	0000000000000001	18	1	00ed1240	9	0	1
7800008924000000	0000000000000000	9	5	082c18c8	9	0	5
780000c924000000	0000000000000000	10	8	082c10cc	9	0	8
780000dde6000000	0000000000000000	15	1	086c90c0	9	0	1
780002892c000000	0000000000000000	11	3	082498c8	9	0	3
780002c92c000000	0000000000000000	12	2	086490c8	9	0	2
8000000000000000	0000000000000000	1	12317	0000361f	9	598	11719
8000010000000000	0000000000000000	2	280	0000d32d	9	3	277
9000018100000000	0000000000000000	5	45	082c500e	9	1	44
9000018100000100	0000000000000000	6	21	0828522c	9	0	21
9000018108000000	0000000000000000	6	27	0824506c	9	0	27
9000018108000100	0000000000000000	7	2	0861520c	9	0	2
9000018180000000	0000000000000000	6	18	082c5244	9	0	18
9000018180000180	0000000000000000	8	4	08685244	9	0	4
9000018188000000	0000000000000000	7	6	0864d044	9	0	6
9408018100000000	0000000000000002	8	5	006c504c	9	0	5
9408018100020100	0000000000000002	10	1	0069520c	9	0	1
9408018180000000	0000000000000002	9	2	006cd044	9	0	2
9408418108000000	0000000000000002	10	1	0065520c	9	0	1
9408418108020100	0000000000000002	12	1	0061522c	9	0	1
c000000000000000	0000000000000000	2	1487	0008321f	9	38	1449
c000020000000000	0000000000000000	3	991	0000b32d	9	17	974
e000012000000000	0000000000000000	5	30	080c9a09	9	0	30
e000013050000000	0000000000000000	8	1	086c1841	9	0	1
e000016000000000	0000000000000000	6	69	080c920d	9	1	68
e000017040000000	0000000000000000	8	2	082c9241	9	0	2
e000017050000000	0000000000000000	9	1	086c1241	9	0	1
e000032000000000	0000000000000000	6	12	0824184b	9	0	12
e000033040000000	0000000000000000	8	1	08649841	9	0	1
e000036000000000	0000000000000000	7	30	08219249	9	0	30
e100012000000000	0000000000000000	6	6	002c1a49	9	0	6
e100016000000000	0000000000000000	7	45	000c832d	9	0	45
e100032000000000	0000000000000000	7	1	00649849	9	0	1
e100036000000000	0000000000000000	8	10	0020932d	9	0	10
e182017040000000	0000000000000000	11	2	002c9125	9	0	2
e182017040008420	0000000000000000	14	2	00289325	9	0	2
e182037040000000	0000000000000000	12	2	00249325	9	0	2
e182037040008420	0000000000000000	15	2	00219325	9	0	2
f80001a924000000	0000000000000000	12	10	082c184c	9	0	10
f80001a924000310	0000000000000000	15	1	08689848	9	0	1
f80001bde6000000	0000000000000000	17	1	086c9840	9	0	1
f80001e924000000	0000000000000000	13	19	082c124c	9	0	19
f80001e924000310	0000000000000000	16	1	08691248	9	0	1
f80001fde6000000	0000000000000000	18	1	086c9240	9	0	1
f80001fdf6000000	0000000000000000	19	1	086d1240	9	0	1
f80003a92c000000	0000000000000000	14	1	08649848	9	0	1
f80003e92c000000	0000000000000000	15	3	08649248	9	0	3
fd4921e924000000	0000000000000003	21	1	006d1248	9	0	1
fdcb63fdee06d7ba	0000000000000003	44	1	00619324	9	0	1
