H-SPECTRUM: n=11, m=55, SAMPLED (1000000 iterations)
Done in 456s. count=1000000

n=11: 39951 distinct H values, range [5, 93025]
Mean H = 38945.5886 (expected 38981.2500)
Std H = 16381.8975
OCR R^2 = 0.92680390

H | count (sampled) | frac
  795 |          1 | 0.00000100
  801 |          1 | 0.00000100
  803 |          1 | 0.00000100
  805 |          1 | 0.00000100
  811 |          1 | 0.00000100
  817 |          1 | 0.00000100
  825 |          1 | 0.00000100
  829 |          1 | 0.00000100
  837 |          1 | 0.00000100
  839 |          1 | 0.00000100
  847 |          1 | 0.00000100
  849 |          1 | 0.00000100
  851 |          1 | 0.00000100
  853 |          1 | 0.00000100
  855 |          1 | 0.00000100
  857 |          1 | 0.00000100
  863 |          1 | 0.00000100
  891 |          1 | 0.00000100
  897 |          1 | 0.00000100
  899 |          1 | 0.00000100
  911 |          1 | 0.00000100
  913 |          1 | 0.00000100
  917 |          1 | 0.00000100
  921 |          1 | 0.00000100
  931 |          1 | 0.00000100
  933 |          1 | 0.00000100
  937 |          1 | 0.00000100
  939 |          1 | 0.00000100
  947 |          1 | 0.00000100
  953 |          1 | 0.00000100
  957 |          1 | 0.00000100
  963 |          1 | 0.00000100
  965 |          1 | 0.00000100
  967 |          1 | 0.00000100
  971 |          1 | 0.00000100
  979 |          1 | 0.00000100
  983 |          1 | 0.00000100
  985 |          1 | 0.00000100
  993 |          1 | 0.00000100
  997 |          1 | 0.00000100
 1001 |          1 | 0.00000100
 1005 |          1 | 0.00000100
 1023 |          1 | 0.00000100
 1025 |          1 | 0.00000100
 1041 |          1 | 0.00000100
 1053 |          1 | 0.00000100
 1057 |          1 | 0.00000100
 1059 |          1 | 0.00000100
 1065 |          1 | 0.00000100
 1073 |          1 | 0.00000100
 1079 |          1 | 0.00000100
 1083 |          1 | 0.00000100
 1091 |          1 | 0.00000100
 1095 |          1 | 0.00000100
 1097 |          1 | 0.00000100
 1099 |          1 | 0.00000100
 1101 |          1 | 0.00000100
 1107 |          1 | 0.00000100
 1115 |          1 | 0.00000100
 1117 |          1 | 0.00000100
 1131 |          1 | 0.00000100
 1133 |          1 | 0.00000100
 1137 |          1 | 0.00000100
 1145 |          1 | 0.00000100
 1147 |          1 | 0.00000100
 1149 |          1 | 0.00000100
 1157 |          1 | 0.00000100
 1167 |          1 | 0.00000100
 1175 |          1 | 0.00000100
 1177 |          1 | 0.00000100
 1189 |          1 | 0.00000100
 1195 |          1 | 0.00000100
 1197 |          1 | 0.00000100
 1199 |          1 | 0.00000100
 1209 |          1 | 0.00000100
 1223 |          1 | 0.00000100
 1225 |          1 | 0.00000100
 1227 |          1 | 0.00000100
 1229 |          1 | 0.00000100
 1269 |          1 | 0.00000100
 1271 |          1 | 0.00000100
 1273 |          1 | 0.00000100
 1275 |          1 | 0.00000100
 1285 |          1 | 0.00000100
 1291 |          1 | 0.00000100
 1297 |          1 | 0.00000100
 1305 |          1 | 0.00000100
 1307 |          1 | 0.00000100
 1313 |          1 | 0.00000100
 1327 |          1 | 0.00000100
 1329 |          1 | 0.00000100
 1339 |          1 | 0.00000100
 1343 |          1 | 0.00000100
 1347 |          1 | 0.00000100
 1351 |          1 | 0.00000100
 1371 |          1 | 0.00000100
 1373 |          1 | 0.00000100
 1375 |          1 | 0.00000100
 1377 |          1 | 0.00000100
 1379 |          1 | 0.00000100
 1383 |          1 | 0.00000100
 1397 |          1 | 0.00000100
 1405 |          1 | 0.00000100
 1411 |          1 | 0.00000100
 1429 |          1 | 0.00000100
 1439 |          1 | 0.00000100
 1443 |          1 | 0.00000100
 1457 |          1 | 0.00000100
 1465 |          1 | 0.00000100
 1467 |          1 | 0.00000100
 1481 |          1 | 0.00000100
 1515 |          1 | 0.00000100
 1533 |          1 | 0.00000100
 1555 |          1 | 0.00000100
 1579 |          1 | 0.00000100
 1583 |          1 | 0.00000100
 1589 |          1 | 0.00000100
 1593 |          1 | 0.00000100
 1597 |          1 | 0.00000100
 1601 |          1 | 0.00000100
 1615 |          1 | 0.00000100
 1621 |          1 | 0.00000100
 1633 |          1 | 0.00000100
 1637 |          1 | 0.00000100
 1663 |          1 | 0.00000100
 1671 |          1 | 0.00000100
 1675 |          1 | 0.00000100
 1683 |          1 | 0.00000100
 1685 |          1 | 0.00000100
 1691 |          1 | 0.00000100
 1701 |          1 | 0.00000100
 1703 |          1 | 0.00000100
 1713 |          1 | 0.00000100
 1715 |          1 | 0.00000100
 1717 |          1 | 0.00000100
 1725 |          1 | 0.00000100
 1729 |          1 | 0.00000100
 1735 |          1 | 0.00000100
 1745 |          1 | 0.00000100
 1747 |          1 | 0.00000100
 1749 |          1 | 0.00000100
 1755 |          1 | 0.00000100
 1761 |          1 | 0.00000100
 1767 |          1 | 0.00000100
 1773 |          1 | 0.00000100
 1775 |          1 | 0.00000100
 1789 |          1 | 0.00000100
 1791 |          1 | 0.00000100
 1803 |          1 | 0.00000100
 1807 |          1 | 0.00000100
 1813 |          1 | 0.00000100
 1819 |          1 | 0.00000100
 1821 |          1 | 0.00000100
 1825 |          1 | 0.00000100
 1837 |          1 | 0.00000100
 1849 |          1 | 0.00000100
 1851 |          1 | 0.00000100
 1867 |          1 | 0.00000100
 1873 |          1 | 0.00000100
 1881 |          1 | 0.00000100
 1891 |          1 | 0.00000100
 1901 |          1 | 0.00000100
 1903 |          1 | 0.00000100
 1909 |          1 | 0.00000100
 1913 |          1 | 0.00000100
 1917 |          1 | 0.00000100
 1931 |          1 | 0.00000100
 1939 |          1 | 0.00000100
 1941 |          1 | 0.00000100
 1943 |          1 | 0.00000100
 1965 |          1 | 0.00000100
 1967 |          1 | 0.00000100
 1971 |          1 | 0.00000100
 1977 |          1 | 0.00000100
 1983 |          1 | 0.00000100
 1987 |          1 | 0.00000100
 1997 |          1 | 0.00000100
 2005 |          1 | 0.00000100
 2017 |          1 | 0.00000100
 2021 |          1 | 0.00000100
 2031 |          1 | 0.00000100
 2033 |          1 | 0.00000100
 2039 |          1 | 0.00000100
 2043 |          1 | 0.00000100
 2063 |          1 | 0.00000100
 2089 |          1 | 0.00000100
 2099 |          1 | 0.00000100
 2109 |          1 | 0.00000100
 2113 |          1 | 0.00000100
 2129 |          1 | 0.00000100
 2151 |          1 | 0.00000100
 2153 |          1 | 0.00000100
 2185 |          1 | 0.00000100
 2199 |          1 | 0.00000100
 2203 |          1 | 0.00000100
 2213 |          1 | 0.00000100
 2215 |          1 | 0.00000100
 2219 |          1 | 0.00000100
 2221 |          1 | 0.00000100
 2225 |          1 | 0.00000100
 2235 |          1 | 0.00000100
 2237 |          1 | 0.00000100
 2247 |          1 | 0.00000100
 2251 |          1 | 0.00000100
 2261 |          1 | 0.00000100
 2263 |          1 | 0.00000100
 2269 |          1 | 0.00000100
 2275 |          1 | 0.00000100
 2277 |          1 | 0.00000100
 2281 |          1 | 0.00000100
 2301 |          1 | 0.00000100
 2309 |          1 | 0.00000100
 2313 |          1 | 0.00000100
 2317 |          1 | 0.00000100
 2331 |          1 | 0.00000100
 2347 |          1 | 0.00000100
 2351 |          1 | 0.00000100
 2355 |          1 | 0.00000100
 2363 |          1 | 0.00000100
 2367 |          1 | 0.00000100
 2371 |          1 | 0.00000100
 2391 |          1 | 0.00000100
 2393 |          1 | 0.00000100
 2395 |          1 | 0.00000100
 2399 |          1 | 0.00000100
 2415 |          1 | 0.00000100
 2441 |          1 | 0.00000100
 2443 |          1 | 0.00000100
 2451 |          1 | 0.00000100
 2463 |          1 | 0.00000100
 2491 |          1 | 0.00000100
 2497 |          1 | 0.00000100
 2513 |          1 | 0.00000100
 2519 |          1 | 0.00000100
 2531 |          1 | 0.00000100
 2547 |          1 | 0.00000100
 2555 |          1 | 0.00000100
 2605 |          1 | 0.00000100
 2607 |          1 | 0.00000100
 2609 |          1 | 0.00000100
 2619 |          1 | 0.00000100
 2627 |          1 | 0.00000100
 2641 |          1 | 0.00000100
 2649 |          1 | 0.00000100
 2683 |          1 | 0.00000100
 2689 |          1 | 0.00000100
 2695 |          1 | 0.00000100
 2711 |          1 | 0.00000100
 2719 |          1 | 0.00000100
 2727 |          1 | 0.00000100
 2733 |          1 | 0.00000100
 2767 |          1 | 0.00000100
 2803 |          1 | 0.00000100
 2869 |          1 | 0.00000100
 2879 |          1 | 0.00000100
 2883 |          1 | 0.00000100
 2893 |          1 | 0.00000100
 2895 |          1 | 0.00000100
 2957 |          1 | 0.00000100
 2973 |          1 | 0.00000100
 2991 |          1 | 0.00000100
 3013 |          1 | 0.00000100
 3057 |          1 | 0.00000100
 3107 |          1 | 0.00000100
 3163 |          1 | 0.00000100
 3199 |          1 | 0.00000100
 3211 |          1 | 0.00000100
 3287 |          1 | 0.00000100
 3385 |          1 | 0.00000100
 3417 |          1 | 0.00000100
 3525 |          1 | 0.00000100
 3575 |          1 | 0.00000100
 3639 |          1 | 0.00000100
 3649 |          1 | 0.00000100
 3685 |          1 | 0.00000100
 3827 |          1 | 0.00000100
 3975 |          1 | 0.00000100
 4179 |          1 | 0.00000100
 4267 |          1 | 0.00000100
 4609 |          1 | 0.00000100
 4665 |          1 | 0.00000100
 6331 |          1 | 0.00000100
71249 |          1 | 0.00000100
71547 |          1 | 0.00000100
71639 |          1 | 0.00000100
71675 |          1 | 0.00000100
71713 |          1 | 0.00000100
71721 |          1 | 0.00000100
71733 |          1 | 0.00000100
71755 |          1 | 0.00000100
71777 |          1 | 0.00000100
71797 |          1 | 0.00000100
71799 |          1 | 0.00000100
71867 |          1 | 0.00000100
71965 |          1 | 0.00000100
71989 |          1 | 0.00000100
72025 |          1 | 0.00000100
72033 |          1 | 0.00000100
72035 |          1 | 0.00000100
72065 |          1 | 0.00000100
72109 |          1 | 0.00000100
72123 |          1 | 0.00000100
72231 |          1 | 0.00000100
72245 |          1 | 0.00000100
72263 |          1 | 0.00000100
72271 |          1 | 0.00000100
72277 |          1 | 0.00000100
72279 |          1 | 0.00000100
72299 |          1 | 0.00000100
72309 |          1 | 0.00000100
72337 |          1 | 0.00000100
72365 |          1 | 0.00000100
72367 |          1 | 0.00000100
72491 |          1 | 0.00000100
72511 |          1 | 0.00000100
72535 |          1 | 0.00000100
72537 |          1 | 0.00000100
72577 |          1 | 0.00000100
72621 |          1 | 0.00000100
72677 |          1 | 0.00000100
72683 |          1 | 0.00000100
72777 |          1 | 0.00000100
72781 |          1 | 0.00000100
74027 |          1 | 0.00000100
74619 |          1 | 0.00000100
74913 |          1 | 0.00000100
75047 |          1 | 0.00000100
75051 |          1 | 0.00000100
75073 |          1 | 0.00000100
75107 |          1 | 0.00000100
75125 |          1 | 0.00000100
75129 |          1 | 0.00000100
75155 |          1 | 0.00000100
75205 |          1 | 0.00000100
75261 |          1 | 0.00000100
75265 |          1 | 0.00000100
75281 |          1 | 0.00000100
75285 |          1 | 0.00000100
75287 |          1 | 0.00000100
75307 |          1 | 0.00000100
75323 |          1 | 0.00000100
75345 |          1 | 0.00000100
75351 |          1 | 0.00000100
75373 |          1 | 0.00000100
75377 |          1 | 0.00000100
75389 |          1 | 0.00000100
75395 |          1 | 0.00000100
75423 |          1 | 0.00000100
75425 |          1 | 0.00000100
75437 |          1 | 0.00000100
75441 |          1 | 0.00000100
75451 |          1 | 0.00000100
75461 |          1 | 0.00000100
75505 |          1 | 0.00000100
75509 |          1 | 0.00000100
75523 |          1 | 0.00000100
75525 |          1 | 0.00000100
75529 |          1 | 0.00000100
75531 |          1 | 0.00000100
75549 |          1 | 0.00000100
75561 |          1 | 0.00000100
75563 |          1 | 0.00000100
75567 |          1 | 0.00000100
75571 |          1 | 0.00000100
75575 |          1 | 0.00000100
75577 |          1 | 0.00000100
75583 |          1 | 0.00000100
75595 |          1 | 0.00000100
75597 |          1 | 0.00000100
75603 |          1 | 0.00000100
75621 |          1 | 0.00000100
75623 |          1 | 0.00000100
75625 |          1 | 0.00000100
75629 |          1 | 0.00000100
75631 |          1 | 0.00000100
75635 |          1 | 0.00000100
75637 |          1 | 0.00000100
75639 |          1 | 0.00000100
75647 |          1 | 0.00000100
75657 |          1 | 0.00000100
75659 |          1 | 0.00000100
75661 |          1 | 0.00000100
75667 |          1 | 0.00000100
75669 |          1 | 0.00000100
75671 |          1 | 0.00000100
75677 |          1 | 0.00000100
75681 |          1 | 0.00000100
75687 |          1 | 0.00000100
75691 |          1 | 0.00000100
75693 |          1 | 0.00000100
75695 |          1 | 0.00000100
75699 |          1 | 0.00000100
75717 |          1 | 0.00000100
75721 |          1 | 0.00000100
75723 |          1 | 0.00000100
75729 |          1 | 0.00000100
75731 |          1 | 0.00000100
75737 |          1 | 0.00000100
75751 |          1 | 0.00000100
75759 |          1 | 0.00000100
75765 |          1 | 0.00000100
75771 |          1 | 0.00000100
75775 |          1 | 0.00000100
75783 |          1 | 0.00000100
75785 |          1 | 0.00000100
75795 |          1 | 0.00000100
75799 |          1 | 0.00000100
75805 |          1 | 0.00000100
75807 |          1 | 0.00000100
75821 |          1 | 0.00000100
75823 |          1 | 0.00000100
75825 |          1 | 0.00000100
75829 |          1 | 0.00000100
75837 |          1 | 0.00000100
75843 |          1 | 0.00000100
75847 |          1 | 0.00000100
75851 |          1 | 0.00000100
75855 |          1 | 0.00000100
75861 |          1 | 0.00000100
75865 |          1 | 0.00000100
75869 |          1 | 0.00000100
75871 |          1 | 0.00000100
75873 |          1 | 0.00000100
75875 |          1 | 0.00000100
75881 |          1 | 0.00000100
75885 |          1 | 0.00000100
75903 |          1 | 0.00000100
75907 |          1 | 0.00000100
75911 |          1 | 0.00000100
75919 |          1 | 0.00000100
75921 |          1 | 0.00000100
75937 |          1 | 0.00000100
75939 |          1 | 0.00000100
75955 |          1 | 0.00000100
75961 |          1 | 0.00000100
75965 |          1 | 0.00000100
75967 |          1 | 0.00000100
75971 |          1 | 0.00000100
75975 |          1 | 0.00000100
75977 |          1 | 0.00000100
75979 |          1 | 0.00000100
75981 |          1 | 0.00000100
76005 |          1 | 0.00000100
76011 |          1 | 0.00000100
76015 |          1 | 0.00000100
76025 |          1 | 0.00000100
76033 |          1 | 0.00000100
76045 |          1 | 0.00000100
76055 |          1 | 0.00000100
76059 |          1 | 0.00000100
76065 |          1 | 0.00000100
76077 |          1 | 0.00000100
76089 |          1 | 0.00000100
76091 |          1 | 0.00000100
76105 |          1 | 0.00000100
76111 |          1 | 0.00000100
76117 |          1 | 0.00000100
76133 |          1 | 0.00000100
76139 |          1 | 0.00000100
76141 |          1 | 0.00000100
76143 |          1 | 0.00000100
76145 |          1 | 0.00000100
76147 |          1 | 0.00000100
76155 |          1 | 0.00000100
76173 |          1 | 0.00000100
76179 |          1 | 0.00000100
76183 |          1 | 0.00000100
76197 |          1 | 0.00000100
76217 |          1 | 0.00000100
76219 |          1 | 0.00000100
76239 |          1 | 0.00000100
76243 |          1 | 0.00000100
76247 |          1 | 0.00000100
76271 |          1 | 0.00000100
76273 |          1 | 0.00000100
76275 |          1 | 0.00000100
76277 |          1 | 0.00000100
76281 |          1 | 0.00000100
76293 |          1 | 0.00000100
76295 |          1 | 0.00000100
76297 |          1 | 0.00000100
76301 |          1 | 0.00000100
76309 |          1 | 0.00000100
76311 |          1 | 0.00000100
76315 |          1 | 0.00000100
76317 |          1 | 0.00000100
76319 |          1 | 0.00000100
76351 |          1 | 0.00000100
76355 |          1 | 0.00000100
76357 |          1 | 0.00000100
76365 |          1 | 0.00000100
76369 |          1 | 0.00000100
76385 |          1 | 0.00000100
76387 |          1 | 0.00000100
76399 |          1 | 0.00000100
76401 |          1 | 0.00000100
76403 |          1 | 0.00000100
76409 |          1 | 0.00000100
76411 |          1 | 0.00000100
76423 |          1 | 0.00000100
76437 |          1 | 0.00000100
76439 |          1 | 0.00000100
76447 |          1 | 0.00000100
76453 |          1 | 0.00000100
76455 |          1 | 0.00000100
76459 |          1 | 0.00000100
76461 |          1 | 0.00000100
76465 |          1 | 0.00000100
76469 |          1 | 0.00000100
76477 |          1 | 0.00000100
76479 |          1 | 0.00000100
76485 |          1 | 0.00000100
76489 |          1 | 0.00000100
76491 |          1 | 0.00000100
76493 |          1 | 0.00000100
76497 |          1 | 0.00000100
76499 |          1 | 0.00000100
76503 |          1 | 0.00000100
76517 |          1 | 0.00000100
76519 |          1 | 0.00000100
76527 |          1 | 0.00000100
76529 |          1 | 0.00000100
76533 |          1 | 0.00000100
76535 |          1 | 0.00000100
76541 |          1 | 0.00000100
76549 |          1 | 0.00000100
76559 |          1 | 0.00000100
76563 |          1 | 0.00000100
76571 |          1 | 0.00000100
76573 |          1 | 0.00000100
76577 |          1 | 0.00000100
76583 |          1 | 0.00000100
76587 |          1 | 0.00000100
76593 |          1 | 0.00000100
76613 |          1 | 0.00000100
76615 |          1 | 0.00000100
76621 |          1 | 0.00000100
76623 |          1 | 0.00000100
76627 |          1 | 0.00000100
76629 |          1 | 0.00000100
76631 |          1 | 0.00000100
76637 |          1 | 0.00000100
76643 |          1 | 0.00000100
76653 |          1 | 0.00000100
76655 |          1 | 0.00000100
76663 |          1 | 0.00000100
76669 |          1 | 0.00000100
76673 |          1 | 0.00000100
76677 |          1 | 0.00000100
76679 |          1 | 0.00000100
76685 |          1 | 0.00000100
76689 |          1 | 0.00000100
76701 |          1 | 0.00000100
76713 |          1 | 0.00000100
76723 |          1 | 0.00000100
76733 |          1 | 0.00000100
76739 |          1 | 0.00000100
76741 |          1 | 0.00000100
76745 |          1 | 0.00000100
76747 |          1 | 0.00000100
76759 |          1 | 0.00000100
76767 |          1 | 0.00000100
76775 |          1 | 0.00000100
76777 |          1 | 0.00000100
76779 |          1 | 0.00000100
76785 |          1 | 0.00000100
76789 |          1 | 0.00000100
76793 |          1 | 0.00000100
76803 |          1 | 0.00000100
76807 |          1 | 0.00000100
76809 |          1 | 0.00000100
76811 |          1 | 0.00000100
76825 |          1 | 0.00000100
76831 |          1 | 0.00000100
76833 |          1 | 0.00000100
76841 |          1 | 0.00000100
76845 |          1 | 0.00000100
76853 |          1 | 0.00000100
76855 |          1 | 0.00000100
76857 |          1 | 0.00000100
76859 |          1 | 0.00000100
76867 |          1 | 0.00000100
76871 |          1 | 0.00000100
76883 |          1 | 0.00000100
76885 |          1 | 0.00000100
76893 |          1 | 0.00000100
76897 |          1 | 0.00000100
76899 |          1 | 0.00000100
76901 |          1 | 0.00000100
76905 |          1 | 0.00000100
76907 |          1 | 0.00000100
76913 |          1 | 0.00000100
76915 |          1 | 0.00000100
76927 |          1 | 0.00000100
76937 |          1 | 0.00000100
76939 |          1 | 0.00000100
76943 |          1 | 0.00000100
76945 |          1 | 0.00000100
76947 |          1 | 0.00000100
76951 |          1 | 0.00000100
76955 |          1 | 0.00000100
76977 |          1 | 0.00000100
76979 |          1 | 0.00000100
76981 |          1 | 0.00000100
76983 |          1 | 0.00000100
76985 |          1 | 0.00000100
76993 |          1 | 0.00000100
76999 |          1 | 0.00000100
77005 |          1 | 0.00000100
77011 |          1 | 0.00000100
77013 |          1 | 0.00000100
77017 |          1 | 0.00000100
77025 |          1 | 0.00000100
77031 |          1 | 0.00000100
77033 |          1 | 0.00000100
77035 |          1 | 0.00000100
77037 |          1 | 0.00000100
77043 |          1 | 0.00000100
77045 |          1 | 0.00000100
77055 |          1 | 0.00000100
77057 |          1 | 0.00000100
77063 |          1 | 0.00000100
77071 |          1 | 0.00000100
77085 |          1 | 0.00000100
77125 |          1 | 0.00000100
77129 |          1 | 0.00000100
77143 |          1 | 0.00000100
77145 |          1 | 0.00000100
77151 |          1 | 0.00000100
77153 |          1 | 0.00000100
77165 |          1 | 0.00000100
77175 |          1 | 0.00000100
77185 |          1 | 0.00000100
77187 |          1 | 0.00000100
77195 |          1 | 0.00000100
77199 |          1 | 0.00000100
77211 |          1 | 0.00000100
77235 |          1 | 0.00000100
77253 |          1 | 0.00000100
77257 |          1 | 0.00000100
77259 |          1 | 0.00000100
77269 |          1 | 0.00000100
77271 |          1 | 0.00000100
77281 |          1 | 0.00000100
77293 |          1 | 0.00000100
77303 |          1 | 0.00000100
77307 |          1 | 0.00000100
77309 |          1 | 0.00000100
77311 |          1 | 0.00000100
77323 |          1 | 0.00000100
77337 |          1 | 0.00000100
77341 |          1 | 0.00000100
77343 |          1 | 0.00000100
77345 |          1 | 0.00000100
77349 |          1 | 0.00000100
77359 |          1 | 0.00000100
77361 |          1 | 0.00000100
77373 |          1 | 0.00000100
77383 |          1 | 0.00000100
77389 |          1 | 0.00000100
77397 |          1 | 0.00000100
77403 |          1 | 0.00000100
77413 |          1 | 0.00000100
77419 |          1 | 0.00000100
77433 |          1 | 0.00000100
77437 |          1 | 0.00000100
77441 |          1 | 0.00000100
77445 |          1 | 0.00000100
77453 |          1 | 0.00000100
77455 |          1 | 0.00000100
77475 |          1 | 0.00000100
77493 |          1 | 0.00000100
77525 |          1 | 0.00000100
77545 |          1 | 0.00000100
77587 |          1 | 0.00000100
77595 |          1 | 0.00000100
77601 |          1 | 0.00000100
77613 |          1 | 0.00000100
77633 |          1 | 0.00000100
77643 |          1 | 0.00000100
77653 |          1 | 0.00000100
77679 |          1 | 0.00000100
77685 |          1 | 0.00000100
77693 |          1 | 0.00000100
77705 |          1 | 0.00000100
77719 |          1 | 0.00000100
77743 |          1 | 0.00000100
77825 |          1 | 0.00000100
77843 |          1 | 0.00000100
77871 |          1 | 0.00000100
77937 |          1 | 0.00000100
77939 |          1 | 0.00000100
77979 |          1 | 0.00000100
77985 |          1 | 0.00000100
78043 |          1 | 0.00000100
78091 |          1 | 0.00000100
78129 |          1 | 0.00000100
78147 |          1 | 0.00000100
78149 |          1 | 0.00000100
78153 |          1 | 0.00000100
78267 |          1 | 0.00000100
78457 |          1 | 0.00000100
78475 |          1 | 0.00000100
78523 |          1 | 0.00000100
78689 |          1 | 0.00000100
78739 |          1 | 0.00000100
78959 |          1 | 0.00000100
78963 |          1 | 0.00000100
79031 |          1 | 0.00000100
79097 |          1 | 0.00000100
79121 |          1 | 0.00000100
79123 |          1 | 0.00000100
79215 |          1 | 0.00000100
79265 |          1 | 0.00000100
79305 |          1 | 0.00000100
79323 |          1 | 0.00000100
79327 |          1 | 0.00000100
79357 |          1 | 0.00000100
79365 |          1 | 0.00000100
79369 |          1 | 0.00000100
79375 |          1 | 0.00000100
79379 |          1 | 0.00000100
79383 |          1 | 0.00000100
79385 |          1 | 0.00000100
79393 |          1 | 0.00000100
79403 |          1 | 0.00000100
79405 |          1 | 0.00000100
79411 |          1 | 0.00000100
79417 |          1 | 0.00000100
79421 |          1 | 0.00000100
79423 |          1 | 0.00000100
79447 |          1 | 0.00000100
79449 |          1 | 0.00000100
79457 |          1 | 0.00000100
79463 |          1 | 0.00000100
79473 |          1 | 0.00000100
79481 |          1 | 0.00000100
79483 |          1 | 0.00000100
79487 |          1 | 0.00000100
79489 |          1 | 0.00000100
79491 |          1 | 0.00000100
79497 |          1 | 0.00000100
79501 |          1 | 0.00000100
79503 |          1 | 0.00000100
79511 |          1 | 0.00000100
79515 |          1 | 0.00000100
79517 |          1 | 0.00000100
79525 |          1 | 0.00000100
79543 |          1 | 0.00000100
79553 |          1 | 0.00000100
79573 |          1 | 0.00000100
79577 |          1 | 0.00000100
79581 |          1 | 0.00000100
79589 |          1 | 0.00000100
79591 |          1 | 0.00000100
79593 |          1 | 0.00000100
79605 |          1 | 0.00000100
79613 |          1 | 0.00000100
79619 |          1 | 0.00000100
79621 |          1 | 0.00000100
79629 |          1 | 0.00000100
79643 |          1 | 0.00000100
79647 |          1 | 0.00000100
79655 |          1 | 0.00000100
79661 |          1 | 0.00000100
79663 |          1 | 0.00000100
79665 |          1 | 0.00000100
79667 |          1 | 0.00000100
79669 |          1 | 0.00000100
79673 |          1 | 0.00000100
79697 |          1 | 0.00000100
79699 |          1 | 0.00000100
79707 |          1 | 0.00000100
79709 |          1 | 0.00000100
79711 |          1 | 0.00000100
79715 |          1 | 0.00000100
79717 |          1 | 0.00000100
79719 |          1 | 0.00000100
79723 |          1 | 0.00000100
79729 |          1 | 0.00000100
79743 |          1 | 0.00000100
79745 |          1 | 0.00000100
79747 |          1 | 0.00000100
79755 |          1 | 0.00000100
79759 |          1 | 0.00000100
79761 |          1 | 0.00000100
79765 |          1 | 0.00000100
79769 |          1 | 0.00000100
79777 |          1 | 0.00000100
79783 |          1 | 0.00000100
79787 |          1 | 0.00000100
79789 |          1 | 0.00000100
79793 |          1 | 0.00000100
79803 |          1 | 0.00000100
79809 |          1 | 0.00000100
79811 |          1 | 0.00000100
79819 |          1 | 0.00000100
79821 |          1 | 0.00000100
79823 |          1 | 0.00000100
79833 |          1 | 0.00000100
79835 |          1 | 0.00000100
79839 |          1 | 0.00000100
79845 |          1 | 0.00000100
79851 |          1 | 0.00000100
79869 |          1 | 0.00000100
79873 |          1 | 0.00000100
79881 |          1 | 0.00000100
79887 |          1 | 0.00000100
79895 |          1 | 0.00000100
79897 |          1 | 0.00000100
79899 |          1 | 0.00000100
79903 |          1 | 0.00000100
79925 |          1 | 0.00000100
79929 |          1 | 0.00000100
79933 |          1 | 0.00000100
79937 |          1 | 0.00000100
79939 |          1 | 0.00000100
79963 |          1 | 0.00000100
79967 |          1 | 0.00000100
