body	d1	d2	low	excess
1,9,10,11,12,14	105	38808	260	3307/4414410
1,9,10,11,12,14	105	64680	260	3307/4414410
1,9,10,11,12,14	105	194040	260	3307/4414410
1,9,10,11,12,14	120	1764	260	3307/4414410
1,9,10,11,12,14	120	2205	260	3307/4414410
1,9,10,11,12,14	120	3528	260	3307/4414410
1,9,10,11,12,14	120	4312	260	3307/4414410
1,9,10,11,12,14	120	4410	260	3307/4414410
1,9,10,11,12,14	120	6468	260	3307/4414410
1,9,10,11,12,14	120	8085	260	3307/4414410
1,9,10,11,12,14	120	8820	260	3307/4414410
1,9,10,11,12,14	120	12936	260	3307/4414410
1,9,10,11,12,14	120	16170	260	3307/4414410
1,9,10,11,12,14	120	17640	260	3307/4414410
1,9,10,11,12,14	120	19404	260	3307/4414410
1,9,10,11,12,14	120	21560	260	3307/4414410
1,9,10,11,12,14	120	24255	260	3307/4414410
1,9,10,11,12,14	120	32340	260	3307/4414410
1,9,10,11,12,14	120	38808	260	3307/4414410
1,9,10,11,12,14	120	48510	260	3307/4414410
1,9,10,11,12,14	120	64680	260	3307/4414410
1,9,10,11,12,14	120	97020	260	3307/4414410
1,9,10,11,12,14	120	194040	260	3307/4414410
1,9,10,11,12,14	132	1960	260	3307/4414410
1,9,10,11,12,14	132	5880	260	3307/4414410
1,9,10,11,12,14	132	17640	260	3307/4414410
1,9,10,11,12,14	132	21560	260	3307/4414410
1,9,10,11,12,14	132	64680	260	3307/4414410
1,9,10,11,12,14	132	194040	260	3307/4414410
1,9,10,11,12,14	165	392	260	3307/4414410
1,9,10,11,12,14	165	1176	260	3307/4414410
1,9,10,11,12,14	165	1960	260	3307/4414410
1,9,10,11,12,14	165	3528	260	3307/4414410
1,9,10,11,12,14	165	4312	260	3307/4414410
1,9,10,11,12,14	165	5880	260	3307/4414410
1,9,10,11,12,14	165	12936	260	3307/4414410
1,9,10,11,12,14	165	17640	260	3307/4414410
1,9,10,11,12,14	165	21560	260	3307/4414410
1,9,10,11,12,14	165	38808	260	3307/4414410
1,9,10,11,12,14	165	64680	260	3307/4414410
1,9,10,11,12,14	165	194040	260	3307/4414410
1,9,10,11,12,14	168	2205	260	3307/4414410
1,9,10,11,12,14	168	4410	260	3307/4414410
1,9,10,11,12,14	168	8085	260	3307/4414410
1,9,10,11,12,14	168	8820	260	3307/4414410
1,9,10,11,12,14	168	16170	260	3307/4414410
1,9,10,11,12,14	168	17640	260	3307/4414410
1,9,10,11,12,14	168	21560	260	3307/4414410
1,9,10,11,12,14	168	24255	260	3307/4414410
1,9,10,11,12,14	168	32340	260	3307/4414410
1,9,10,11,12,14	168	48510	260	3307/4414410
1,9,10,11,12,14	168	64680	260	3307/4414410
1,9,10,11,12,14	168	97020	260	3307/4414410
1,9,10,11,12,14	168	194040	260	3307/4414410
1,9,10,11,12,14	180	392	260	3307/4414410
1,9,10,11,12,14	180	1176	260	3307/4414410
1,9,10,11,12,14	180	1960	260	3307/4414410
1,9,10,11,12,14	180	3528	260	3307/4414410
1,9,10,11,12,14	180	4312	260	3307/4414410
1,9,10,11,12,14	180	5880	260	3307/4414410
1,9,10,11,12,14	180	12936	260	3307/4414410
1,9,10,11,12,14	180	17640	260	3307/4414410
1,9,10,11,12,14	180	21560	260	3307/4414410
1,9,10,11,12,14	180	38808	260	3307/4414410
1,9,10,11,12,14	180	64680	260	3307/4414410
1,9,10,11,12,14	180	194040	260	3307/4414410
1,9,10,11,12,14	210	3528	260	3307/4414410
1,9,10,11,12,14	210	4312	260	3307/4414410
1,9,10,11,12,14	210	12936	260	3307/4414410
1,9,10,11,12,14	210	17640	260	3307/4414410
1,9,10,11,12,14	210	21560	260	3307/4414410
1,9,10,11,12,14	210	38808	260	3307/4414410
1,9,10,11,12,14	210	64680	260	3307/4414410
1,9,10,11,12,14	210	194040	260	3307/4414410
1,9,10,11,12,14	252	1960	260	3307/4414410
1,9,10,11,12,14	252	5880	260	3307/4414410
1,9,10,11,12,14	252	17640	260	3307/4414410
1,9,10,11,12,14	252	21560	260	3307/4414410
1,9,10,11,12,14	252	64680	260	3307/4414410
1,9,10,11,12,14	252	194040	260	3307/4414410
1,9,10,11,12,14	264	735	260	3307/4414410
1,9,10,11,12,14	264	1470	260	3307/4414410
1,9,10,11,12,14	264	1960	260	3307/4414410
1,9,10,11,12,14	264	2205	260	3307/4414410
1,9,10,11,12,14	264	2940	260	3307/4414410
1,9,10,11,12,14	264	4410	260	3307/4414410
1,9,10,11,12,14	264	5880	260	3307/4414410
1,9,10,11,12,14	264	8085	260	3307/4414410
1,9,10,11,12,14	264	8820	260	3307/4414410
1,9,10,11,12,14	264	16170	260	3307/4414410
1,9,10,11,12,14	264	17640	260	3307/4414410
1,9,10,11,12,14	264	21560	260	3307/4414410
1,9,10,11,12,14	264	24255	260	3307/4414410
1,9,10,11,12,14	264	32340	260	3307/4414410
1,9,10,11,12,14	264	48510	260	3307/4414410
1,9,10,11,12,14	264	64680	260	3307/4414410
1,9,10,11,12,14	264	97020	260	3307/4414410
1,9,10,11,12,14	264	194040	260	3307/4414410
1,9,10,11,12,14	280	1764	260	3307/4414410
1,9,10,11,12,14	280	2205	260	3307/4414410
1,9,10,11,12,14	280	3528	260	3307/4414410
1,9,10,11,12,14	280	4410	260	3307/4414410
1,9,10,11,12,14	280	6468	260	3307/4414410
1,9,10,11,12,14	280	8085	260	3307/4414410
1,9,10,11,12,14	280	8820	260	3307/4414410
1,9,10,11,12,14	280	12936	260	3307/4414410
1,9,10,11,12,14	280	16170	260	3307/4414410
1,9,10,11,12,14	280	17640	260	3307/4414410
1,9,10,11,12,14	280	19404	260	3307/4414410
1,9,10,11,12,14	280	24255	260	3307/4414410
1,9,10,11,12,14	280	32340	260	3307/4414410
1,9,10,11,12,14	280	38808	260	3307/4414410
1,9,10,11,12,14	280	48510	260	3307/4414410
1,9,10,11,12,14	280	64680	260	3307/4414410
1,9,10,11,12,14	280	97020	260	3307/4414410
1,9,10,11,12,14	280	194040	260	3307/4414410
1,9,10,11,12,14	315	392	260	3307/4414410
1,9,10,11,12,14	315	1176	260	3307/4414410
1,9,10,11,12,14	315	1960	260	3307/4414410
1,9,10,11,12,14	315	3528	260	3307/4414410
1,9,10,11,12,14	315	4312	260	3307/4414410
1,9,10,11,12,14	315	5880	260	3307/4414410
1,9,10,11,12,14	315	12936	260	3307/4414410
1,9,10,11,12,14	315	17640	260	3307/4414410
1,9,10,11,12,14	315	21560	260	3307/4414410
1,9,10,11,12,14	315	38808	260	3307/4414410
1,9,10,11,12,14	315	64680	260	3307/4414410
1,9,10,11,12,14	315	194040	260	3307/4414410
1,9,10,11,12,14	330	392	260	3307/4414410
1,9,10,11,12,14	330	1176	260	3307/4414410
1,9,10,11,12,14	330	1960	260	3307/4414410
1,9,10,11,12,14	330	3528	260	3307/4414410
1,9,10,11,12,14	330	4312	260	3307/4414410
1,9,10,11,12,14	330	5880	260	3307/4414410
1,9,10,11,12,14	330	12936	260	3307/4414410
1,9,10,11,12,14	330	17640	260	3307/4414410
1,9,10,11,12,14	330	21560	260	3307/4414410
1,9,10,11,12,14	330	38808	260	3307/4414410
1,9,10,11,12,14	330	64680	260	3307/4414410
1,9,10,11,12,14	330	194040	260	3307/4414410
1,9,10,11,12,14	360	392	260	3307/4414410
1,9,10,11,12,14	360	588	260	3307/4414410
1,9,10,11,12,14	360	735	260	3307/4414410
1,9,10,11,12,14	360	1176	260	3307/4414410
1,9,10,11,12,14	360	1470	260	3307/4414410
1,9,10,11,12,14	360	1764	260	3307/4414410
1,9,10,11,12,14	360	1960	260	3307/4414410
1,9,10,11,12,14	360	2205	260	3307/4414410
1,9,10,11,12,14	360	2940	260	3307/4414410
1,9,10,11,12,14	360	3528	260	3307/4414410
1,9,10,11,12,14	360	4312	260	3307/4414410
1,9,10,11,12,14	360	4410	260	3307/4414410
1,9,10,11,12,14	360	5880	260	3307/4414410
1,9,10,11,12,14	360	6468	260	3307/4414410
1,9,10,11,12,14	360	8085	260	3307/4414410
1,9,10,11,12,14	360	8820	260	3307/4414410
1,9,10,11,12,14	360	12936	260	3307/4414410
1,9,10,11,12,14	360	16170	260	3307/4414410
1,9,10,11,12,14	360	17640	260	3307/4414410
1,9,10,11,12,14	360	19404	260	3307/4414410
1,9,10,11,12,14	360	21560	260	3307/4414410
1,9,10,11,12,14	360	24255	260	3307/4414410
1,9,10,11,12,14	360	32340	260	3307/4414410
1,9,10,11,12,14	360	38808	260	3307/4414410
1,9,10,11,12,14	360	48510	260	3307/4414410
1,9,10,11,12,14	360	64680	260	3307/4414410
1,9,10,11,12,14	360	97020	260	3307/4414410
1,9,10,11,12,14	360	194040	260	3307/4414410
1,9,10,11,12,14	392	495	260	3307/4414410
1,9,10,11,12,14	392	630	260	3307/4414410
1,9,10,11,12,14	392	660	260	3307/4414410
1,9,10,11,12,14	392	990	260	3307/4414410
1,9,10,11,12,14	392	1155	260	3307/4414410
1,9,10,11,12,14	392	1260	260	3307/4414410
1,9,10,11,12,14	392	1320	260	3307/4414410
1,9,10,11,12,14	392	1980	260	3307/4414410
1,9,10,11,12,14	392	2310	260	3307/4414410
1,9,10,11,12,14	392	2520	260	3307/4414410
1,9,10,11,12,14	392	3465	260	3307/4414410
1,9,10,11,12,14	392	3960	260	3307/4414410
1,9,10,11,12,14	392	4620	260	3307/4414410
1,9,10,11,12,14	392	6930	260	3307/4414410
1,9,10,11,12,14	392	9240	260	3307/4414410
1,9,10,11,12,14	392	13860	260	3307/4414410
1,9,10,11,12,14	392	27720	260	3307/4414410
1,9,10,11,12,14	396	1960	260	3307/4414410
1,9,10,11,12,14	396	5880	260	3307/4414410
1,9,10,11,12,14	396	17640	260	3307/4414410
1,9,10,11,12,14	396	21560	260	3307/4414410
1,9,10,11,12,14	396	64680	260	3307/4414410
1,9,10,11,12,14	396	194040	260	3307/4414410
1,9,10,11,12,14	420	3528	260	3307/4414410
1,9,10,11,12,14	420	4312	260	3307/4414410
1,9,10,11,12,14	420	12936	260	3307/4414410
1,9,10,11,12,14	420	17640	260	3307/4414410
1,9,10,11,12,14	420	21560	260	3307/4414410
1,9,10,11,12,14	420	38808	260	3307/4414410
1,9,10,11,12,14	420	64680	260	3307/4414410
1,9,10,11,12,14	420	194040	260	3307/4414410
1,9,10,11,12,14	440	588	260	3307/4414410
1,9,10,11,12,14	440	735	260	3307/4414410
1,9,10,11,12,14	440	1176	260	3307/4414410
1,9,10,11,12,14	440	1470	260	3307/4414410
1,9,10,11,12,14	440	1764	260	3307/4414410
1,9,10,11,12,14	440	2205	260	3307/4414410
1,9,10,11,12,14	440	2940	260	3307/4414410
1,9,10,11,12,14	440	3528	260	3307/4414410
1,9,10,11,12,14	440	4410	260	3307/4414410
1,9,10,11,12,14	440	5880	260	3307/4414410
1,9,10,11,12,14	440	6468	260	3307/4414410
1,9,10,11,12,14	440	8085	260	3307/4414410
1,9,10,11,12,14	440	8820	260	3307/4414410
1,9,10,11,12,14	440	12936	260	3307/4414410
1,9,10,11,12,14	440	16170	260	3307/4414410
1,9,10,11,12,14	440	17640	260	3307/4414410
1,9,10,11,12,14	440	19404	260	3307/4414410
1,9,10,11,12,14	440	24255	260	3307/4414410
1,9,10,11,12,14	440	32340	260	3307/4414410
1,9,10,11,12,14	440	38808	260	3307/4414410
1,9,10,11,12,14	440	48510	260	3307/4414410
1,9,10,11,12,14	440	64680	260	3307/4414410
1,9,10,11,12,14	440	97020	260	3307/4414410
1,9,10,11,12,14	440	194040	260	3307/4414410
1,9,10,11,12,14	495	1176	260	3307/4414410
1,9,10,11,12,14	495	1960	260	3307/4414410
1,9,10,11,12,14	495	3528	260	3307/4414410
1,9,10,11,12,14	495	4312	260	3307/4414410
1,9,10,11,12,14	495	5880	260	3307/4414410
1,9,10,11,12,14	495	12936	260	3307/4414410
1,9,10,11,12,14	495	17640	260	3307/4414410
1,9,10,11,12,14	495	21560	260	3307/4414410
1,9,10,11,12,14	495	38808	260	3307/4414410
1,9,10,11,12,14	495	64680	260	3307/4414410
1,9,10,11,12,14	495	194040	260	3307/4414410
1,9,10,11,12,14	504	735	260	3307/4414410
1,9,10,11,12,14	504	1470	260	3307/4414410
1,9,10,11,12,14	504	1960	260	3307/4414410
1,9,10,11,12,14	504	2205	260	3307/4414410
1,9,10,11,12,14	504	2940	260	3307/4414410
1,9,10,11,12,14	504	4410	260	3307/4414410
1,9,10,11,12,14	504	5880	260	3307/4414410
1,9,10,11,12,14	504	8085	260	3307/4414410
1,9,10,11,12,14	504	8820	260	3307/4414410
1,9,10,11,12,14	504	16170	260	3307/4414410
1,9,10,11,12,14	504	17640	260	3307/4414410
1,9,10,11,12,14	504	21560	260	3307/4414410
1,9,10,11,12,14	504	24255	260	3307/4414410
1,9,10,11,12,14	504	32340	260	3307/4414410
1,9,10,11,12,14	504	48510	260	3307/4414410
1,9,10,11,12,14	504	64680	260	3307/4414410
1,9,10,11,12,14	504	97020	260	3307/4414410
1,9,10,11,12,14	504	194040	260	3307/4414410
1,9,10,11,12,14	588	1320	260	3307/4414410
1,9,10,11,12,14	588	2520	260	3307/4414410
1,9,10,11,12,14	588	3080	260	3307/4414410
1,9,10,11,12,14	588	3960	260	3307/4414410
1,9,10,11,12,14	588	9240	260	3307/4414410
1,9,10,11,12,14	588	27720	260	3307/4414410
1,9,10,11,12,14	616	735	260	3307/4414410
1,9,10,11,12,14	616	1470	260	3307/4414410
1,9,10,11,12,14	616	2205	260	3307/4414410
1,9,10,11,12,14	616	2940	260	3307/4414410
1,9,10,11,12,14	616	4410	260	3307/4414410
1,9,10,11,12,14	616	5880	260	3307/4414410
1,9,10,11,12,14	616	8085	260	3307/4414410
1,9,10,11,12,14	616	8820	260	3307/4414410
1,9,10,11,12,14	616	16170	260	3307/4414410
1,9,10,11,12,14	616	17640	260	3307/4414410
1,9,10,11,12,14	616	24255	260	3307/4414410
1,9,10,11,12,14	616	32340	260	3307/4414410
1,9,10,11,12,14	616	48510	260	3307/4414410
1,9,10,11,12,14	616	64680	260	3307/4414410
1,9,10,11,12,14	616	97020	260	3307/4414410
1,9,10,11,12,14	616	194040	260	3307/4414410
1,9,10,11,12,14	630	1176	260	3307/4414410
1,9,10,11,12,14	630	1960	260	3307/4414410
1,9,10,11,12,14	630	3528	260	3307/4414410
1,9,10,11,12,14	630	4312	260	3307/4414410
1,9,10,11,12,14	630	5880	260	3307/4414410
1,9,10,11,12,14	630	12936	260	3307/4414410
1,9,10,11,12,14	630	17640	260	3307/4414410
1,9,10,11,12,14	630	21560	260	3307/4414410
1,9,10,11,12,14	630	38808	260	3307/4414410
1,9,10,11,12,14	630	64680	260	3307/4414410
1,9,10,11,12,14	630	194040	260	3307/4414410
1,9,10,11,12,14	660	1176	260	3307/4414410
1,9,10,11,12,14	660	1960	260	3307/4414410
1,9,10,11,12,14	660	3528	260	3307/4414410
1,9,10,11,12,14	660	4312	260	3307/4414410
1,9,10,11,12,14	660	5880	260	3307/4414410
1,9,10,11,12,14	660	12936	260	3307/4414410
1,9,10,11,12,14	660	17640	260	3307/4414410
1,9,10,11,12,14	660	21560	260	3307/4414410
1,9,10,11,12,14	660	38808	260	3307/4414410
1,9,10,11,12,14	660	64680	260	3307/4414410
1,9,10,11,12,14	660	194040	260	3307/4414410
1,9,10,11,12,14	735	792	260	3307/4414410
1,9,10,11,12,14	735	1320	260	3307/4414410
1,9,10,11,12,14	735	1848	260	3307/4414410
1,9,10,11,12,14	735	2520	260	3307/4414410
1,9,10,11,12,14	735	3080	260	3307/4414410
1,9,10,11,12,14	735	3960	260	3307/4414410
1,9,10,11,12,14	735	5544	260	3307/4414410
1,9,10,11,12,14	735	9240	260	3307/4414410
1,9,10,11,12,14	735	27720	260	3307/4414410
1,9,10,11,12,14	792	1470	260	3307/4414410
1,9,10,11,12,14	792	1960	260	3307/4414410
1,9,10,11,12,14	792	2205	260	3307/4414410
1,9,10,11,12,14	792	2940	260	3307/4414410
1,9,10,11,12,14	792	4410	260	3307/4414410
1,9,10,11,12,14	792	5880	260	3307/4414410
1,9,10,11,12,14	792	8085	260	3307/4414410
1,9,10,11,12,14	792	8820	260	3307/4414410
1,9,10,11,12,14	792	16170	260	3307/4414410
1,9,10,11,12,14	792	17640	260	3307/4414410
1,9,10,11,12,14	792	21560	260	3307/4414410
1,9,10,11,12,14	792	24255	260	3307/4414410
1,9,10,11,12,14	792	32340	260	3307/4414410
1,9,10,11,12,14	792	48510	260	3307/4414410
1,9,10,11,12,14	792	64680	260	3307/4414410
1,9,10,11,12,14	792	97020	260	3307/4414410
1,9,10,11,12,14	792	194040	260	3307/4414410
1,9,10,11,12,14	840	1764	260	3307/4414410
1,9,10,11,12,14	840	2205	260	3307/4414410
1,9,10,11,12,14	840	3528	260	3307/4414410
1,9,10,11,12,14	840	4312	260	3307/4414410
1,9,10,11,12,14	840	4410	260	3307/4414410
1,9,10,11,12,14	840	6468	260	3307/4414410
1,9,10,11,12,14	840	8085	260	3307/4414410
1,9,10,11,12,14	840	8820	260	3307/4414410
1,9,10,11,12,14	840	12936	260	3307/4414410
1,9,10,11,12,14	840	16170	260	3307/4414410
1,9,10,11,12,14	840	17640	260	3307/4414410
1,9,10,11,12,14	840	19404	260	3307/4414410
1,9,10,11,12,14	840	21560	260	3307/4414410
1,9,10,11,12,14	840	24255	260	3307/4414410
1,9,10,11,12,14	840	32340	260	3307/4414410
1,9,10,11,12,14	840	38808	260	3307/4414410
1,9,10,11,12,14	840	48510	260	3307/4414410
1,9,10,11,12,14	840	64680	260	3307/4414410
1,9,10,11,12,14	840	97020	260	3307/4414410
1,9,10,11,12,14	840	194040	260	3307/4414410
1,9,10,11,12,14	924	1960	260	3307/4414410
1,9,10,11,12,14	924	5880	260	3307/4414410
1,9,10,11,12,14	924	17640	260	3307/4414410
1,9,10,11,12,14	924	21560	260	3307/4414410
1,9,10,11,12,14	924	64680	260	3307/4414410
1,9,10,11,12,14	924	194040	260	3307/4414410
1,9,10,11,12,14	990	1176	260	3307/4414410
1,9,10,11,12,14	990	1960	260	3307/4414410
1,9,10,11,12,14	990	3528	260	3307/4414410
1,9,10,11,12,14	990	4312	260	3307/4414410
1,9,10,11,12,14	990	5880	260	3307/4414410
1,9,10,11,12,14	990	12936	260	3307/4414410
1,9,10,11,12,14	990	17640	260	3307/4414410
1,9,10,11,12,14	990	21560	260	3307/4414410
1,9,10,11,12,14	990	38808	260	3307/4414410
1,9,10,11,12,14	990	64680	260	3307/4414410
1,9,10,11,12,14	990	194040	260	3307/4414410
1,9,10,11,12,14	1155	1176	260	3307/4414410
1,9,10,11,12,14	1155	1960	260	3307/4414410
1,9,10,11,12,14	1155	3528	260	3307/4414410
1,9,10,11,12,14	1155	4312	260	3307/4414410
1,9,10,11,12,14	1155	5880	260	3307/4414410
1,9,10,11,12,14	1155	12936	260	3307/4414410
1,9,10,11,12,14	1155	17640	260	3307/4414410
1,9,10,11,12,14	1155	21560	260	3307/4414410
1,9,10,11,12,14	1155	38808	260	3307/4414410
1,9,10,11,12,14	1155	64680	260	3307/4414410
1,9,10,11,12,14	1155	194040	260	3307/4414410
1,9,10,11,12,14	1176	1260	260	3307/4414410
1,9,10,11,12,14	1176	1320	260	3307/4414410
1,9,10,11,12,14	1176	1980	260	3307/4414410
1,9,10,11,12,14	1176	2310	260	3307/4414410
1,9,10,11,12,14	1176	2520	260	3307/4414410
1,9,10,11,12,14	1176	3080	260	3307/4414410
1,9,10,11,12,14	1176	3465	260	3307/4414410
1,9,10,11,12,14	1176	3960	260	3307/4414410
1,9,10,11,12,14	1176	4620	260	3307/4414410
1,9,10,11,12,14	1176	6930	260	3307/4414410
1,9,10,11,12,14	1176	9240	260	3307/4414410
1,9,10,11,12,14	1176	13860	260	3307/4414410
1,9,10,11,12,14	1176	27720	260	3307/4414410
1,9,10,11,12,14	1260	1960	260	3307/4414410
1,9,10,11,12,14	1260	3528	260	3307/4414410
1,9,10,11,12,14	1260	4312	260	3307/4414410
1,9,10,11,12,14	1260	5880	260	3307/4414410
1,9,10,11,12,14	1260	12936	260	3307/4414410
1,9,10,11,12,14	1260	17640	260	3307/4414410
1,9,10,11,12,14	1260	21560	260	3307/4414410
1,9,10,11,12,14	1260	38808	260	3307/4414410
1,9,10,11,12,14	1260	64680	260	3307/4414410
1,9,10,11,12,14	1260	194040	260	3307/4414410
1,9,10,11,12,14	1320	1470	260	3307/4414410
1,9,10,11,12,14	1320	1764	260	3307/4414410
1,9,10,11,12,14	1320	1960	260	3307/4414410
1,9,10,11,12,14	1320	2205	260	3307/4414410
1,9,10,11,12,14	1320	2940	260	3307/4414410
1,9,10,11,12,14	1320	3528	260	3307/4414410
1,9,10,11,12,14	1320	4312	260	3307/4414410
1,9,10,11,12,14	1320	4410	260	3307/4414410
1,9,10,11,12,14	1320	5880	260	3307/4414410
1,9,10,11,12,14	1320	6468	260	3307/4414410
1,9,10,11,12,14	1320	8085	260	3307/4414410
1,9,10,11,12,14	1320	8820	260	3307/4414410
1,9,10,11,12,14	1320	12936	260	3307/4414410
1,9,10,11,12,14	1320	16170	260	3307/4414410
1,9,10,11,12,14	1320	17640	260	3307/4414410
1,9,10,11,12,14	1320	19404	260	3307/4414410
1,9,10,11,12,14	1320	21560	260	3307/4414410
1,9,10,11,12,14	1320	24255	260	3307/4414410
1,9,10,11,12,14	1320	32340	260	3307/4414410
1,9,10,11,12,14	1320	38808	260	3307/4414410
1,9,10,11,12,14	1320	48510	260	3307/4414410
1,9,10,11,12,14	1320	64680	260	3307/4414410
1,9,10,11,12,14	1320	97020	260	3307/4414410
1,9,10,11,12,14	1320	194040	260	3307/4414410
1,9,10,11,12,14	1470	1848	260	3307/4414410
1,9,10,11,12,14	1470	2520	260	3307/4414410
1,9,10,11,12,14	1470	3080	260	3307/4414410
1,9,10,11,12,14	1470	3960	260	3307/4414410
1,9,10,11,12,14	1470	5544	260	3307/4414410
1,9,10,11,12,14	1470	9240	260	3307/4414410
1,9,10,11,12,14	1470	27720	260	3307/4414410
1,9,10,11,12,14	1764	2520	260	3307/4414410
1,9,10,11,12,14	1764	3080	260	3307/4414410
1,9,10,11,12,14	1764	3960	260	3307/4414410
1,9,10,11,12,14	1764	9240	260	3307/4414410
1,9,10,11,12,14	1764	27720	260	3307/4414410
1,9,10,11,12,14	1848	1960	260	3307/4414410
1,9,10,11,12,14	1848	2205	260	3307/4414410
1,9,10,11,12,14	1848	2940	260	3307/4414410
1,9,10,11,12,14	1848	4410	260	3307/4414410
1,9,10,11,12,14	1848	5880	260	3307/4414410
1,9,10,11,12,14	1848	8085	260	3307/4414410
1,9,10,11,12,14	1848	8820	260	3307/4414410
1,9,10,11,12,14	1848	16170	260	3307/4414410
1,9,10,11,12,14	1848	17640	260	3307/4414410
1,9,10,11,12,14	1848	21560	260	3307/4414410
1,9,10,11,12,14	1848	24255	260	3307/4414410
1,9,10,11,12,14	1848	32340	260	3307/4414410
1,9,10,11,12,14	1848	48510	260	3307/4414410
1,9,10,11,12,14	1848	64680	260	3307/4414410
1,9,10,11,12,14	1848	97020	260	3307/4414410
1,9,10,11,12,14	1848	194040	260	3307/4414410
1,9,10,11,12,14	1960	1980	260	3307/4414410
1,9,10,11,12,14	1960	2310	260	3307/4414410
1,9,10,11,12,14	1960	2520	260	3307/4414410
1,9,10,11,12,14	1960	2772	260	3307/4414410
1,9,10,11,12,14	1960	3465	260	3307/4414410
1,9,10,11,12,14	1960	3960	260	3307/4414410
1,9,10,11,12,14	1960	4620	260	3307/4414410
1,9,10,11,12,14	1960	5544	260	3307/4414410
1,9,10,11,12,14	1960	6930	260	3307/4414410
1,9,10,11,12,14	1960	9240	260	3307/4414410
1,9,10,11,12,14	1960	13860	260	3307/4414410
1,9,10,11,12,14	1960	27720	260	3307/4414410
1,9,10,11,12,14	1980	3528	260	3307/4414410
1,9,10,11,12,14	1980	4312	260	3307/4414410
1,9,10,11,12,14	1980	5880	260	3307/4414410
1,9,10,11,12,14	1980	12936	260	3307/4414410
1,9,10,11,12,14	1980	17640	260	3307/4414410
1,9,10,11,12,14	1980	21560	260	3307/4414410
1,9,10,11,12,14	1980	38808	260	3307/4414410
1,9,10,11,12,14	1980	64680	260	3307/4414410
1,9,10,11,12,14	1980	194040	260	3307/4414410
1,9,10,11,12,14	2205	2520	260	3307/4414410
1,9,10,11,12,14	2205	3080	260	3307/4414410
1,9,10,11,12,14	2205	3960	260	3307/4414410
1,9,10,11,12,14	2205	5544	260	3307/4414410
1,9,10,11,12,14	2205	9240	260	3307/4414410
1,9,10,11,12,14	2205	27720	260	3307/4414410
1,9,10,11,12,14	2310	3528	260	3307/4414410
1,9,10,11,12,14	2310	4312	260	3307/4414410
1,9,10,11,12,14	2310	5880	260	3307/4414410
1,9,10,11,12,14	2310	12936	260	3307/4414410
1,9,10,11,12,14	2310	17640	260	3307/4414410
1,9,10,11,12,14	2310	21560	260	3307/4414410
1,9,10,11,12,14	2310	38808	260	3307/4414410
1,9,10,11,12,14	2310	64680	260	3307/4414410
1,9,10,11,12,14	2310	194040	260	3307/4414410
1,9,10,11,12,14	2520	2940	260	3307/4414410
1,9,10,11,12,14	2520	3528	260	3307/4414410
1,9,10,11,12,14	2520	4312	260	3307/4414410
1,9,10,11,12,14	2520	4410	260	3307/4414410
1,9,10,11,12,14	2520	5880	260	3307/4414410
1,9,10,11,12,14	2520	6468	260	3307/4414410
1,9,10,11,12,14	2520	8085	260	3307/4414410
1,9,10,11,12,14	2520	8820	260	3307/4414410
1,9,10,11,12,14	2520	12936	260	3307/4414410
1,9,10,11,12,14	2520	16170	260	3307/4414410
1,9,10,11,12,14	2520	17640	260	3307/4414410
1,9,10,11,12,14	2520	19404	260	3307/4414410
1,9,10,11,12,14	2520	21560	260	3307/4414410
1,9,10,11,12,14	2520	24255	260	3307/4414410
1,9,10,11,12,14	2520	32340	260	3307/4414410
1,9,10,11,12,14	2520	38808	260	3307/4414410
1,9,10,11,12,14	2520	48510	260	3307/4414410
1,9,10,11,12,14	2520	64680	260	3307/4414410
1,9,10,11,12,14	2520	97020	260	3307/4414410
1,9,10,11,12,14	2520	194040	260	3307/4414410
1,9,10,11,12,14	2772	5880	260	3307/4414410
1,9,10,11,12,14	2772	17640	260	3307/4414410
1,9,10,11,12,14	2772	21560	260	3307/4414410
1,9,10,11,12,14	2772	64680	260	3307/4414410
1,9,10,11,12,14	2772	194040	260	3307/4414410
1,9,10,11,12,14	2940	3080	260	3307/4414410
1,9,10,11,12,14	2940	3960	260	3307/4414410
1,9,10,11,12,14	2940	5544	260	3307/4414410
1,9,10,11,12,14	2940	9240	260	3307/4414410
1,9,10,11,12,14	2940	27720	260	3307/4414410
1,9,10,11,12,14	3080	3528	260	3307/4414410
1,9,10,11,12,14	3080	4410	260	3307/4414410
1,9,10,11,12,14	3080	5880	260	3307/4414410
1,9,10,11,12,14	3080	6468	260	3307/4414410
1,9,10,11,12,14	3080	8085	260	3307/4414410
1,9,10,11,12,14	3080	8820	260	3307/4414410
1,9,10,11,12,14	3080	12936	260	3307/4414410
1,9,10,11,12,14	3080	16170	260	3307/4414410
1,9,10,11,12,14	3080	17640	260	3307/4414410
1,9,10,11,12,14	3080	19404	260	3307/4414410
1,9,10,11,12,14	3080	24255	260	3307/4414410
1,9,10,11,12,14	3080	32340	260	3307/4414410
1,9,10,11,12,14	3080	38808	260	3307/4414410
1,9,10,11,12,14	3080	48510	260	3307/4414410
1,9,10,11,12,14	3080	64680	260	3307/4414410
1,9,10,11,12,14	3080	97020	260	3307/4414410
1,9,10,11,12,14	3080	194040	260	3307/4414410
1,9,10,11,12,14	3465	3528	260	3307/4414410
1,9,10,11,12,14	3465	4312	260	3307/4414410
1,9,10,11,12,14	3465	5880	260	3307/4414410
