THM-1097 exact three-comb component certificate
arithmetic=integer-rational (__int128 cross-products)
target=7*k3*L>1
tail_mass_lower=4*ell/7-(6/49)*(1/k1+1/k2+1/k3)
tail_component_upper=ell*(k1+k2+k3)+31/7
tail_condition=21*ell*k3-7*ell*(k1+k2)-6*(k3/k1+k3/k2)-37>0
finite_k1_guard=floor(7/ell)+1
finite_k2_guard=floor(k1*(7*ell*k1+43)/(14*ell*k1-6))+1
finite_k3_guard=floor((7*ell*(k1+k2)+37)/(21*ell-6/k1-6/k2))+1
cores=220
core=[1,2,4,5,7,8,10,11,12] ell=17/840 finite_triples=245838 failures=0 hardest_triple=(216,240,264) min_7k3L=25/9
core=[1,3,4,5,7,8,10,11,12] ell=13/616 finite_triples=193326 failures=0 hardest_triple=(173,176,179) min_7k3L=7/3
core=[2,3,4,5,7,8,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[1,2,3,6,7,8,10,11,12] ell=19/560 finite_triples=4215 failures=0 hardest_triple=(162,168,174) min_7k3L=7/3
core=[1,2,4,6,7,8,10,11,12] ell=1/40 finite_triples=66113 failures=0 hardest_triple=(189,201,213) min_7k3L=71/21
core=[1,3,4,6,7,8,10,11,12] ell=1/40 finite_triples=66113 failures=0 hardest_triple=(176,188,200) min_7k3L=125/44
core=[2,3,4,6,7,8,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[1,2,5,6,7,8,10,11,12] ell=3/112 finite_triples=40092 failures=0 hardest_triple=(164,188,194) min_7k3L=593/188
core=[1,3,5,6,7,8,10,11,12] ell=25/924 finite_triples=37129 failures=0 hardest_triple=(157,160,163) min_7k3L=8/3
core=[2,3,5,6,7,8,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[1,4,5,6,7,8,10,11,12] ell=13/616 finite_triples=193326 failures=0 hardest_triple=(165,198,231) min_7k3L=3/1
core=[2,4,5,6,7,8,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[3,4,5,6,7,8,10,11,12] ell=3/56 finite_triples=0 failures=0 hardest_triple=none min_7k3L=analytic
core=[1,2,3,4,5,9,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(161,163,164) min_7k3L=1089/322
core=[1,2,3,4,6,9,10,11,12] ell=1/28 finite_triples=2105 failures=0 hardest_triple=(178,180,184) min_7k3L=287/90
core=[1,2,3,5,6,9,10,11,12] ell=1/28 finite_triples=2105 failures=0 hardest_triple=(178,180,184) min_7k3L=287/90
core=[1,2,4,5,6,9,10,11,12] ell=1/28 finite_triples=2105 failures=0 hardest_triple=(159,160,164) min_7k3L=51/16
core=[1,3,4,5,6,9,10,11,12] ell=1/28 finite_triples=2105 failures=0 hardest_triple=(159,160,164) min_7k3L=51/16
core=[2,3,4,5,6,9,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
