q,r,body_hex,witness_hex,witness_rank,witness_origin
100,592,2560c401,10923282,9,carrier
100,592,25644401,10923282,9,carrier
100,592,26445408,013a2081,8,carrier
100,592,2b344008,04818325,9,carrier
100,592,2e704008,110c3880,8,carrier
100,592,34306401,0b421208,8,carrier
100,592,35141208,00c045d4,9,carrier
105,592,0019f401,19420288,8,carrier
105,592,0019f408,03640281,8,carrier
105,592,011d7400,0200813f,9,addition
105,592,03197001,18068a88,9,carrier
105,592,031d7000,08a206c1,9,carrier
105,592,04187604,13848802,8,carrier
105,592,0418f208,23640c00,8,carrier
105,592,041c7600,0200813f,9,addition
105,592,041cf008,08a206c1,9,carrier
105,592,04983481,2b40c800,8,carrier
105,592,04983604,2b40c800,8,carrier
105,592,0498b088,23640c00,8,carrier
105,592,0498b208,23640c00,8,carrier
105,592,049c9280,23602408,8,carrier
105,592,0508f801,32850206,9,carrier
105,592,05107484,28490a09,9,addition
105,592,05107488,32850206,9,carrier
105,592,05183244,3280c108,8,carrier
105,592,05183288,2080c127,9,addition
105,592,0518b082,08834149,9,addition
105,592,0518b204,08834149,9,addition
105,592,0518b208,00c045d4,9,carrier
105,592,0519b004,08a206c1,9,carrier
105,592,051ad200,1204003f,9,carrier
105,592,058ab001,02710e02,9,carrier
105,592,05983081,2200cc48,8,carrier
105,592,05983088,02008751,8,carrier
105,592,05983810,0806c283,9,addition
105,592,061c7400,19420288,8,carrier
105,592,06585088,19048125,9,addition
105,592,06d81088,19048125,9,addition
105,592,07087088,00108576,9,carrier
105,592,07087201,00108576,9,carrier
105,592,07087208,00108576,9,carrier
105,592,07183081,2084c324,9,addition
105,592,071a5200,10448c49,9,carrier
105,592,071c7000,08a206c1,9,carrier
105,592,07485088,00108576,9,carrier
105,592,079c3000,2842488c,9,addition
105,592,07bc2000,2842488c,9,addition
105,592,0d18b002,00c045d4,9,carrier
105,592,0d18b004,12c14242,9,addition
105,592,0d18d200,1204003f,9,carrier
105,592,0d98b000,1204003f,9,carrier
105,592,0e187400,0124003f,9,addition
105,592,0f183004,10448c49,9,carrier
105,592,0f185200,10448c49,9,carrier
105,592,0f187000,10448c49,9,carrier
105,592,0f18b000,00c045d4,9,carrier
105,592,0f686000,00108576,9,carrier
105,592,11197400,0200813f,9,addition
105,592,1119f000,08a206c1,9,carrier
105,592,1199b000,2842488c,9,addition
105,592,13197000,08a206c1,9,carrier
105,592,15183180,2200cc48,8,carrier
105,592,1518b080,08834149,9,addition
105,592,151ab000,00c045d4,9,carrier
105,592,15286c00,0200813f,9,addition
105,592,158ab000,02710e02,9,carrier
105,592,17087200,00108576,9,carrier
105,592,1d18b000,00c045d4,9,carrier
105,592,2111f008,08a206c1,9,carrier
105,592,25107088,02008751,8,carrier
192,592,045c6401,39201280,8,carrier
192,592,1448d408,29070a80,9,carrier
192,592,145ac008,2b201404,8,carrier
192,592,15c89008,28066480,8,carrier
192,592,2111f008,08a206c1,9,carrier
192,592,2d10b008,12c14242,9,addition
192,592,3450b001,088b0648,9,carrier
192,592,3542c400,08982089,8,carrier
210,592,03195088,14e42002,8,carrier
210,592,03991088,14644240,8,carrier
210,592,04145682,21688808,8,carrier
210,592,041cd600,0802209f,9,addition
210,592,04344682,1b021009,8,carrier
210,592,0438d208,03462880,8,carrier
210,592,0438d280,1204003f,9,carrier
210,592,043c6401,0a430a88,9,addition
210,592,04981684,18672040,9,addition
210,592,04983481,2144c124,9,addition
210,592,04983604,1224808a,8,carrier
210,592,049c1604,0340a098,8,carrier
210,592,049c1608,2040a1a5,9,addition
210,592,04b89280,1204003f,9,carrier
210,592,05095488,02a08325,9,carrier
210,592,0509d088,22b00403,8,carrier
210,592,0510f081,32850206,9,carrier
210,592,0510f088,32850206,9,carrier
210,592,05183288,2080c127,9,addition
210,592,05183608,2080c127,9,addition
210,592,05185288,18672040,9,addition
210,592,0519b080,1204003f,9,carrier
210,592,05284688,3ad10800,9,addition
210,592,0528c608,3ad10800,9,addition
210,592,0538c208,32c01c00,8,carrier
210,592,05981288,18672040,9,addition
210,592,05983108,18450a81,9,carrier
210,592,0598b008,18450a81,9,carrier
210,592,05991088,02008751,8,carrier
210,592,059c1081,2200cc48,8,carrier
210,592,05a89208,02566080,8,carrier
210,592,05b8a800,1204003f,9,carrier
210,592,05d01484,302a6200,8,carrier
210,592,05d09082,302a6200,8,carrier
210,592,05d09084,302a6200,8,carrier
210,592,05d09090,302a6200,8,carrier
210,592,05d81088,02008751,8,carrier
210,592,05d89008,1a262080,8,carrier
210,592,05e89008,38112a80,9,addition
210,592,0608f088,31f40000,8,carrier
210,592,060c5481,00b0832c,9,carrier
210,592,060c5601,1092a088,8,carrier
210,592,060cd088,00e12642,9,carrier
210,592,06304682,19048125,9,addition
210,592,06385201,1104248c,8,carrier
210,592,0638c088,10452216,9,carrier
210,592,0638c280,08c31c08,9,carrier
210,592,0638e200,08c31c08,9,carrier
210,592,0648d088,31142600,8,carrier
210,592,06585088,19048125,9,addition
210,592,06585208,19048125,9,addition
210,592,06589088,09844944,9,addition
210,592,0670c280,31081418,8,carrier
210,592,06784081,2100360c,8,carrier
210,592,06784084,10808559,9,addition
210,592,06784088,19048125,9,addition
210,592,0698108c,18672040,9,addition
210,592,069c1088,0041c325,9,carrier
210,592,069c3008,0041c325,9,carrier
210,592,06d81088,19048125,9,addition
210,592,06d81208,19048125,9,addition
210,592,06d89008,29070a80,9,carrier
210,592,07083188,30964400,8,carrier
210,592,0708508a,18672040,9,addition
210,592,070850c8,10452216,9,carrier
210,592,07087088,00108576,9,carrier
210,592,07087208,00108576,9,carrier
210,592,0708f001,28070a88,9,carrier
210,592,07095088,00108576,9,carrier
210,592,07107088,20898640,8,addition
210,592,071070c0,28490a09,9,addition
210,592,07107480,28490a09,9,addition
210,592,0710f080,28490a09,9,addition
210,592,07181281,18672040,9,addition
210,592,071812c0,2080c127,9,addition
210,592,07183081,2084c324,9,addition
210,592,07183180,10448c49,9,carrier
210,592,07185201,18672040,9,addition
210,592,0718b080,08834149,9,addition
210,592,07199080,2002221f,9,addition
210,592,071c1081,00e12642,9,carrier
210,592,07388088,10452216,9,carrier
210,592,07485088,00108576,9,carrier
210,592,07485208,00108576,9,carrier
210,592,07485408,38112a80,9,addition
210,592,07505480,2002221f,9,addition
210,592,07584048,10a03182,8,carrier
210,592,07584208,10a03182,8,carrier
210,592,07704081,20898640,8,addition
210,592,07704204,10808559,9,addition
210,592,07704280,10808559,9,addition
210,592,0788108c,18672040,9,addition
210,592,0798008c,18672040,9,addition
210,592,0798200c,18450a81,9,carrier
210,592,07982208,1024d044,8,carrier
210,592,07983800,0041c325,9,carrier
210,592,0798a008,18450a81,9,carrier
210,592,07990088,1024d044,8,carrier
210,592,07992008,1024d044,8,carrier
210,592,07b80208,2040a1a5,9,addition
210,592,07b82800,0041c325,9,carrier
210,592,07c89008,38112a80,9,addition
210,592,07d80088,1024d044,8,carrier
210,592,07d80208,1024d044,8,carrier
210,592,07d81080,2002221f,9,addition
210,592,07d82008,1024d044,8,carrier
210,592,0f18b000,00c045d4,9,carrier
210,592,0f38a000,00c045d4,9,carrier
210,592,13195080,2002221f,9,addition
210,592,13991080,2002221f,9,addition
210,592,14185481,0124a12c,9,addition
210,592,14304682,030cb800,8,carrier
210,592,14306602,0a0a1888,8,carrier
210,592,15085488,02a08325,9,carrier
210,592,150ad400,08412a89,9,carrier
210,592,15185081,00e12642,9,carrier
210,592,153ac000,08412a89,9,carrier
210,592,15981081,2200cc48,8,carrier
210,592,15d09080,2002221f,9,addition
210,592,15d09200,0802209f,9,addition
210,592,1608d088,00e12642,9,carrier
210,592,16284481,01d09204,8,carrier
210,592,16305202,2040a1a5,9,addition
210,592,16381180,2002221f,9,addition
210,592,16384088,00c49550,9,carrier
210,592,17085280,00108576,9,carrier
210,592,17087200,00108576,9,carrier
210,592,17881204,00762480,8,carrier
210,592,178a9000,08412a89,9,carrier
210,592,24107409,13848802,8,carrier
210,592,2410f401,0a430a88,9,addition
210,592,2410f408,18450a81,9,carrier
210,592,24903409,0b2a4002,8,carrier
210,592,24b09280,1204003f,9,carrier
210,592,25103248,12a94002,8,carrier
210,592,25103608,12a94002,8,carrier
210,592,25105288,18672040,9,addition
210,592,2510f001,0a430a88,9,addition
210,592,2511b001,00c045d4,9,carrier
210,592,25181288,18672040,9,addition
210,592,25199080,1204003f,9,carrier
210,592,25300688,12cc9000,8,carrier
210,592,2530c208,084a3880,8,carrier
210,592,2530e008,18450a81,9,carrier
210,592,2530e800,1204003f,9,carrier
210,592,25319080,1204003f,9,carrier
210,592,2532c200,1204003f,9,carrier
210,592,25380288,00c49550,9,carrier
210,592,2550b001,12a94002,8,carrier
210,592,2560b008,109c4044,8,carrier
210,592,2570c008,02882682,8,carrier
210,592,2570c080,1204003f,9,carrier
210,592,2590b001,0a430a88,9,addition
210,592,2590b008,18450a81,9,carrier
210,592,25b0a800,1204003f,9,carrier
210,592,25d09080,1204003f,9,carrier
210,592,25d0b000,1204003f,9,carrier
210,592,26107401,18068a88,9,carrier
210,592,26305201,1104248c,8,carrier
210,592,26305208,19048125,9,addition
210,592,2630c280,08c31c08,9,carrier
210,592,2630e200,08c31c08,9,carrier
210,592,26704081,190d2200,8,carrier
210,592,26706001,18068a88,9,carrier
210,592,26903401,18068a88,9,carrier
210,592,26b00288,19048125,9,addition
210,592,26b01201,1104248c,8,carrier
210,592,26b02201,01415448,8,carrier
210,592,26d81008,19048125,9,addition
210,592,26f02001,18068a88,9,carrier
210,592,27103240,00c84489,8,carrier
210,592,27103600,08834149,9,addition
210,592,27105208,18672040,9,addition
210,592,27105240,0802209f,9,addition
210,592,2710b001,00c045d4,9,carrier
210,592,2710b080,08834149,9,addition
210,592,2740d008,08a206c1,9,carrier
210,592,27704080,10808559,9,addition
210,592,27901208,18672040,9,addition
210,592,2790b000,18450a81,9,carrier
210,592,27921200,10448c49,9,carrier
210,592,27b00208,084a3880,8,carrier
210,592,27b02001,18068a88,9,carrier
210,592,27b02200,10448c49,9,carrier
210,592,27b02800,0041c325,9,carrier
210,592,27b0a000,18450a81,9,carrier
210,592,27c01480,101ce200,8,carrier
210,592,27c09080,1014240d,8,carrier
210,592,27d01080,082b8448,9,addition
210,592,2d30c200,1204003f,9,carrier
210,592,2d30e000,1204003f,9,carrier
210,592,2db0a000,1204003f,9,carrier
210,592,34b09080,02492209,8,carrier
210,592,35209088,029c2404,8,carrier
210,592,3520b008,00c045d4,9,carrier
210,592,35809088,02710e02,9,carrier
210,592,36305080,0100813f,9,addition
210,592,36d01008,082aa280,8,carrier
210,592,37829000,08412a89,9,carrier
256,592,00547409,2b0a0016,9,addition
256,592,02346608,1d410801,8,carrier
256,592,02356408,080a9a81,9,addition
256,592,0304bc08,34c10201,8,carrier
256,592,03147208,280a0417,9,addition
256,592,03346208,280a0417,9,addition
256,592,03943208,280a0417,9,addition
256,592,03b42208,280a0417,9,addition
256,592,040c7409,3ad10800,9,addition
256,592,0414740c,282a0a81,9,addition
256,592,0414b604,08834149,9,addition
256,592,041ce408,1ba21000,8,carrier
256,592,041ee400,11601809,8,carrier
256,592,0424740c,3ad10800,9,addition
256,592,0434244a,080a9a81,9,addition
256,592,0434260a,19c04044,8,carrier
256,592,0434260c,13405802,8,carrier
256,592,0434640a,080a9a81,9,addition
256,592,04346601,2b0a0016,9,addition
256,592,04346608,2b0a0016,9,addition
256,592,0436240a,19c04044,8,carrier
256,592,04366401,21c91202,9,addition
256,592,043c6408,02408327,9,carrier
256,592,0444b405,32884202,8,carrier
256,592,0446f400,21890249,9,addition
256,592,0448f408,32140007,8,carrier
256,592,045cb400,08834149,9,addition
256,592,0470e401,2b0a0016,9,addition
256,592,0470e408,2b0a0016,9,addition
256,592,047c2408,2080c127,9,addition
256,592,0490b488,2b0a0016,9,addition
256,592,049c3408,02408327,9,carrier
256,592,04b4240a,080a9a81,9,addition
256,592,04b62401,13405802,8,carrier
256,592,04b62402,28490a09,9,addition
256,592,04c6b400,19114009,8,carrier
256,592,04c8b408,32140007,8,carrier
256,592,04d41484,23022209,8,carrier
256,592,04d41601,2b0a0016,9,addition
256,592,04d41604,13202091,8,carrier
256,592,04f22401,13045108,8,carrier
256,592,04f62400,0200813f,9,addition
256,592,05107409,1a268080,8,carrier
256,592,0510b08a,32e40400,8,carrier
256,592,0510e409,18261042,8,carrier
256,592,0512e401,102c10c8,8,carrier
256,592,05143218,2080c127,9,addition
256,592,05143308,280a0417,9,addition
256,592,05143608,2080c127,9,addition
256,592,0514b208,280a0417,9,addition
256,592,0514e401,0a430a88,9,addition
256,592,0514e408,282a0a81,9,addition
256,592,0516440c,1241b080,8,carrier
256,592,05164428,1241b080,8,carrier
256,592,0516c408,02203226,8,carrier
256,592,0524a40a,3ad10800,9,addition
256,592,05306409,12cc9000,8,carrier
256,592,0530e401,0a430a88,9,addition
256,592,0530e408,18450a81,9,carrier
256,592,0534240a,080a9a81,9,addition
256,592,05342608,2080c127,9,addition
256,592,0546b400,32884202,8,carrier
256,592,0550b208,280a0417,9,addition
256,592,05548601,282a3080,8,carrier
256,592,05548608,282a3080,8,carrier
256,592,05564404,202810c9,8,carrier
256,592,05706408,080a9a81,9,addition
256,592,05903409,1a268080,8,carrier
256,592,05903488,02408327,9,carrier
256,592,0590b009,18070e80,9,addition
256,592,0590b088,280a0417,9,addition
256,592,0594a408,282a0a81,9,addition
256,592,05d03088,280a0417,9,addition
256,592,05d40484,18221809,8,carrier
256,592,06067401,21680096,9,addition
256,592,0606f008,21680096,9,addition
256,592,061c2148,11a21404,8,carrier
256,592,061c3048,2080c127,9,addition
256,592,06247009,281a0816,9,addition
256,592,06266009,21c91202,9,addition
256,592,06346208,280a0417,9,addition
256,592,06347008,280a0417,9,addition
256,592,06366008,21c91202,9,addition
256,592,063c2048,2080c127,9,addition
256,592,063c6008,288216c0,9,carrier
256,592,06447600,281a0816,9,addition
256,592,06467008,20908525,9,addition
256,592,06467400,21890249,9,addition
256,592,064c7400,18920209,8,carrier
256,592,06541481,29826008,8,carrier
256,592,06541488,2080c127,9,addition
256,592,06543401,280a8a88,9,addition
256,592,06544481,19223004,8,carrier
256,592,06546401,280a8a88,9,addition
256,592,0654a401,39805008,8,carrier
256,592,06561600,2080c127,9,addition
256,592,065c6400,18221809,8,carrier
256,592,065e1400,2080c127,9,addition
256,592,06666008,20908525,9,addition
256,592,06883409,2144c124,9,addition
256,592,06b42408,080a9a81,9,addition
256,592,06d41480,2002221f,9,addition
256,592,06d41600,0802209f,9,addition
256,592,06d42401,280a8a88,9,addition
256,592,06d42480,18221809,8,carrier
256,592,0702b401,109c4044,8,carrier
256,592,07043409,281a0816,9,addition
256,592,0704340c,282a0a81,9,addition
256,592,07047009,281a0816,9,addition
256,592,07061601,10f0c008,8,carrier
256,592,07063401,10f0c008,8,carrier
256,592,07067008,20908525,9,addition
256,592,07069600,2048009f,9,addition
256,592,0710308c,3045c440,9,carrier
256,592,07103481,2084c324,9,addition
256,592,07103601,2842488c,9,addition
256,592,0710b088,280a0417,9,addition
256,592,07123401,2084c324,9,addition
256,592,07143009,0088c724,9,addition
256,592,071c3001,2842488c,9,addition
256,592,07242409,281a0816,9,addition
256,592,07262401,3010d00c,8,carrier
256,592,07266001,2018140e,8,carrier
256,592,07266008,20908525,9,addition
256,592,0730208c,3045c440,9,carrier
256,592,07302481,2084c324,9,addition
256,592,0730a088,280a0417,9,addition
256,592,07465001,38112a80,9,addition
256,592,07469400,38112a80,9,addition
256,592,07526008,08a89440,8,carrier
256,592,07540481,18a0d040,8,carrier
256,592,07561400,2080c127,9,addition
256,592,07564400,202810c9,8,carrier
256,592,07584088,18261042,8,carrier
256,592,07760400,2080c127,9,addition
256,592,07843009,281a0816,9,addition
256,592,0784300c,282a0a81,9,addition
256,592,078c3008,0050c125,8,carrier
256,592,079c2008,00619324,9,carrier
256,592,07a42009,281a0816,9,addition
256,592,07ac2008,0050c125,8,carrier
256,592,0c346401,21c91202,9,addition
256,592,0c346402,21890249,9,addition
256,592,0c44f400,21890249,9,addition
256,592,0cb42401,13405802,8,carrier
256,592,0cc4b400,1012400f,8,carrier
256,592,0cd03408,310c8003,8,carrier
256,592,0cf02401,13045108,8,carrier
256,592,0cf02408,310c8003,8,carrier
256,592,0d007409,223a8002,8,carrier
256,592,0d10e408,10e41041,8,carrier
256,592,0d10f008,32e40400,8,carrier
256,592,0d24240a,0050c125,8,carrier
256,592,0d246401,0250812c,8,carrier
256,592,0db02401,1044d084,8,carrier
256,592,0e047401,21680096,9,addition
256,592,0e346008,21c91202,9,addition
256,592,0e447400,21890249,9,addition
256,592,0e541600,2080c127,9,addition
256,592,0e542401,018ad240,9,addition
256,592,0f00b401,109c4044,8,carrier
256,592,0f043401,10f0c008,8,carrier
256,592,0f047008,20908525,9,addition
256,592,0f103401,2084c324,9,addition
256,592,0f10e008,10e41041,8,carrier
256,592,0f240209,10986c00,8,carrier
256,592,0f242401,3010d00c,8,carrier
256,592,0f246001,2018140e,8,carrier
256,592,0f246008,20908525,9,addition
256,592,0f506008,202a9440,8,carrier
256,592,1058b408,09844944,9,addition
256,592,10726401,0f011204,8,carrier
256,592,1110b608,0ac44842,9,addition
256,592,1131a408,0ac44842,9,addition
256,592,1134a408,0c430a81,9,carrier
256,592,11501588,228d4202,9,addition
256,592,11506409,0e281804,8,carrier
256,592,1170a408,228d4202,9,addition
256,592,1170e400,0c03008b,8,carrier
256,592,1171a400,0c025209,8,carrier
256,592,1172a400,228d4202,9,addition
256,592,11d01488,0e04e100,8,carrier
256,592,12507208,280a0417,9,addition
256,592,1251a401,09844944,9,addition
256,592,13106601,046d1020,8,carrier
256,592,13107208,280a0417,9,addition
256,592,13116401,280a8a88,9,addition
256,592,13186208,04471081,8,carrier
256,592,13903208,280a0417,9,addition
256,592,1410740c,282a0a81,9,addition
256,592,14187401,0a430a88,9,addition
256,592,1418e401,0a430a88,9,addition
256,592,1418e408,0a261081,8,carrier
256,592,141ae400,0124003f,9,addition
256,592,141ce400,0a430a88,9,addition
256,592,1420640d,21c91202,9,addition
256,592,14262405,21c91202,9,addition
256,592,14262421,21c91202,9,addition
256,592,14262501,21c91202,9,addition
256,592,14263401,0250812c,8,carrier
256,592,1426a401,21c91202,9,addition
256,592,1428ac01,09425208,8,carrier
256,592,14302605,0ac44842,9,addition
256,592,1430260c,0ac44842,9,addition
256,592,14302e04,08834149,9,addition
256,592,1430640a,080a9a81,9,addition
256,592,14306601,2b0a0016,9,addition
256,592,14306604,28438809,9,carrier
256,592,14306608,2b0a0016,9,addition
256,592,1430a40a,09844944,9,addition
256,592,14322604,0ac44842,9,addition
256,592,14326401,21c91202,9,addition
256,592,14332404,0ac44842,9,addition
256,592,14362401,21c91202,9,addition
256,592,14386401,0a430a88,9,addition
256,592,14386408,02408327,9,carrier
256,592,143a2404,0ac44842,9,addition
256,592,143a2500,0ac44842,9,addition
256,592,1444a405,29381800,8,carrier
256,592,14487401,22b28008,8,carrier
256,592,14586401,23249100,8,carrier
256,592,14702604,08834149,9,addition
256,592,14702700,2b0a0016,9,addition
256,592,14782500,0806c283,9,addition
256,592,14786400,0200813f,9,addition
256,592,1492a401,21680096,9,addition
256,592,1492a408,21680096,9,addition
256,592,149aa400,0124003f,9,addition
256,592,14b0a408,2b0a0016,9,addition
256,592,14b22401,2144c124,9,addition
256,592,14b22404,28490a09,9,addition
256,592,14d22408,23249100,8,carrier
256,592,14f0a400,2b0a0016,9,addition
256,592,14f22400,0200813f,9,addition
256,592,1500bc01,228d4202,9,addition
256,592,1500fc00,2048009f,9,addition
256,592,1502d401,0a502888,8,carrier
256,592,1502d408,02ac2081,8,carrier
256,592,1502d480,28490a09,9,addition
256,592,1510b801,228d4202,9,addition
256,592,1510e401,0a430a88,9,addition
256,592,1510e480,28490a09,9,addition
256,592,1510f001,0a430a88,9,addition
256,592,15124405,2244a088,8,carrier
256,592,151ad000,08412a89,9,carrier
256,592,15202605,0ac44842,9,addition
256,592,15202c05,228d4202,9,addition
256,592,15206409,281a0816,9,addition
256,592,15206c01,0250812c,8,carrier
256,592,15206c08,02408327,9,carrier
256,592,1520ac01,228d4202,9,addition
256,592,1522e008,021c1481,8,carrier
256,592,15262401,0250812c,8,carrier
256,592,152ae000,02541409,8,carrier
256,592,153ac000,08412a89,9,carrier
256,592,1542b400,228d4202,9,addition
256,592,1542d400,02ac2081,8,carrier
256,592,1550048c,228d4202,9,addition
256,592,15540484,08834149,9,addition
256,592,15628600,20946021,8,carrier
256,592,15682401,2084c324,9,addition
256,592,1568a400,08834149,9,addition
256,592,15700601,2280a126,9,carrier
256,592,15700604,08834149,9,addition
256,592,15700700,0802209f,9,addition
256,592,1580bc00,2048009f,9,addition
256,592,15920484,28490a09,9,addition
256,592,15921088,02408327,9,carrier
256,592,15a02c04,0806c283,9,addition
256,592,15a0ac00,2048009f,9,addition
256,592,15d00488,02203226,8,carrier
256,592,15d01088,280a0417,9,addition
256,592,15e0a400,281a0816,9,addition
256,592,15f00401,280a8a88,9,addition
256,592,16007405,280a8a88,9,addition
256,592,16007809,21680096,9,addition
256,592,16007c01,21680096,9,addition
256,592,16087401,0054892c,9,addition
256,592,1608f008,08a206c1,9,carrier
256,592,1608f400,0124003f,9,addition
256,592,1610f001,21680096,9,addition
256,592,16206c01,21c91202,9,addition
256,592,16207009,281a0816,9,addition
256,592,16207801,09068488,8,carrier
256,592,16226003,0054892c,9,addition
256,592,16226005,21c91202,9,addition
256,592,16226009,21c91202,9,addition
256,592,16227001,0054892c,9,addition
256,592,16262401,21c91202,9,addition
256,592,16286401,0054892c,9,addition
256,592,162a6001,0054892c,9,addition
256,592,16306208,280a0417,9,addition
256,592,16307008,280a0417,9,addition
256,592,16326001,21c91202,9,addition
256,592,16326008,21c91202,9,addition
256,592,16386008,288216c0,9,carrier
256,592,163a6000,09041489,8,carrier
256,592,16405488,281a0816,9,addition
256,592,16407009,281a0816,9,addition
256,592,16425408,0114a083,8,carrier
256,592,1642d008,093c0401,8,carrier
256,592,16485009,2190a600,8,carrier
256,592,16485408,0114a083,8,carrier
256,592,1648d008,08a206c1,9,carrier
256,592,16502601,09844944,9,addition
256,592,16504481,0124a12c,9,addition
256,592,16504488,01283203,8,carrier
256,592,16506401,280a8a88,9,addition
256,592,1650a401,09844944,9,addition
256,592,1650b001,09844944,9,addition
256,592,1652100c,0080aec1,9,carrier
256,592,16525008,0080aec1,9,carrier
256,592,1652a001,09844944,9,addition
256,592,1662200c,2098c600,8,carrier
256,592,16624401,0014b08c,8,addition
256,592,16626001,2018140e,8,carrier
256,592,16626008,20908525,9,addition
256,592,1672000c,0080aec1,9,carrier
256,592,1698a008,01611640,8,carrier
256,592,16c03009,281a0816,9,addition
256,592,16c81009,28066480,8,carrier
256,592,16c85008,0114a083,8,carrier
256,592,16c89008,28066480,8,carrier
256,592,16d02401,280a8a88,9,addition
256,592,16d02480,0124003f,9,addition
256,592,16d21008,20084687,9,addition
256,592,17003405,280a8a88,9,addition
256,592,17003c01,2084c324,9,addition
256,592,17007009,281a0816,9,addition
256,592,17007801,082b8448,9,addition
256,592,17007c00,2048009f,9,addition
256,592,17023101,2098c600,8,carrier
256,592,17024405,20749008,8,carrier
256,592,17025009,20482682,8,carrier
256,592,17025401,0054892c,9,addition
256,592,17025408,2040a1a5,9,addition
256,592,17027001,0054892c,9,addition
256,592,17027008,20908525,9,addition
256,592,1702c401,004c3216,9,carrier
256,592,17083009,2084c324,9,addition
256,592,1708b008,08a206c1,9,carrier
256,592,1710b001,2842488c,9,addition
256,592,17124280,08a89440,8,carrier
256,592,17125001,20482682,8,carrier
256,592,17125080,28490a09,9,addition
256,592,17184208,2040a1a5,9,addition
256,592,1720208c,2098c600,8,carrier
256,592,17202405,280a8a88,9,addition
256,592,17202c01,2084c324,9,addition
256,592,17222005,2098c600,8,carrier
256,592,17226008,20908525,9,addition
256,592,1742c008,28283480,8,carrier
256,592,17500481,2084c324,9,addition
256,592,17500484,08834149,9,addition
256,592,17500601,282a3080,8,carrier
256,592,17524080,08a89440,8,carrier
256,592,17525000,0080aec1,9,carrier
256,592,17803009,281a0816,9,addition
256,592,17803801,082b8448,9,addition
256,592,17821009,20482682,8,carrier
256,592,17823001,0054892c,9,addition
256,592,17a02009,281a0816,9,addition
256,592,17a02801,2018140e,8,carrier
256,592,17c21008,20084687,9,addition
256,592,17e20008,20084687,9,addition
256,592,1850b408,228d4202,9,addition
256,592,18706401,250b0208,8,carrier
256,592,18d03408,0700c083,8,carrier
256,592,18d0b008,20084687,9,addition
256,592,1910b408,228d4202,9,addition
256,592,1970a400,228d4202,9,addition
256,592,1a507008,04818325,9,carrier
256,592,1c302601,2144c124,9,addition
256,592,1c302604,0142c809,8,carrier
256,592,1c306401,21c91202,9,addition
256,592,1c382404,0142c809,8,carrier
256,592,1c38a400,0146100d,8,carrier
256,592,1c58b000,0124003f,9,addition
256,592,1c90a404,202810c9,8,carrier
256,592,1ca0a009,23484404,8,carrier
256,592,1cb02401,2144c124,9,addition
256,592,1cb02404,0142c809,8,carrier
256,592,1cf02400,0200813f,9,addition
256,592,1d00b401,228d4202,9,addition
256,592,1d103404,228d4202,9,addition
256,592,1d10b001,228d4202,9,addition
256,592,1d140484,22c0e020,8,carrier
256,592,1d202405,228d4202,9,addition
256,592,1d202421,228d4202,9,addition
256,592,1d202501,228d4202,9,addition
256,592,1d20a401,228d4202,9,addition
256,592,1d242401,0250812c,8,carrier
256,592,1d302402,2084c324,9,addition
256,592,1d302404,228d4202,9,addition
256,592,1d38a000,20c04489,8,carrier
256,592,1d900484,22062209,8,carrier
256,592,1de02400,0200813f,9,addition
256,592,1e00f008,21680096,9,addition
256,592,1e306001,21c91202,9,addition
256,592,1e306008,21c91202,9,addition
256,592,1e386000,0146100d,8,carrier
256,592,1e407008,20908525,9,addition
256,592,1e502044,202a5408,8,carrier
256,592,1e506001,202a9440,8,carrier
256,592,1e506008,202a9440,8,carrier
256,592,1e506040,0124003f,9,addition
256,592,1e50a001,202a5408,8,carrier
256,592,1e50a008,20084687,9,addition
256,592,1e702200,2080c127,9,addition
256,592,1e706000,21890249,9,addition
256,592,1ea02009,2144c124,9,addition
256,592,1ef02000,20084687,9,addition
256,592,1f007001,0054892c,9,addition
256,592,1f007008,20908525,9,addition
256,592,1f103004,20c04489,8,carrier
256,592,1f107000,2048009f,9,addition
256,592,1f202005,2098c600,8,carrier
256,592,1f206008,20908525,9,addition
256,592,1f20a001,2018140e,8,carrier
256,592,1f302004,20c04489,8,carrier
256,592,1f306000,2048009f,9,addition
256,592,1f803001,0054892c,9,addition
256,592,1fc01008,20084687,9,addition
256,592,24362402,19c04044,8,carrier
256,592,24543408,02a08325,9,carrier
256,592,24549480,08834149,9,addition
256,592,2454b400,08834149,9,addition
256,592,24740481,018ad240,9,addition
256,592,24740488,018ad240,9,addition
256,592,24742401,018ad240,9,addition
256,592,24760480,0200813f,9,addition
256,592,24762400,0200813f,9,addition
256,592,24943408,02408327,9,carrier
256,592,25149208,1a682400,8,carrier
256,592,25340481,12c14242,9,addition
256,592,2536a000,12c14242,9,addition
256,592,26346008,080a9a81,9,addition
256,592,26362400,19c04044,8,carrier
256,592,26445088,1130a500,8,carrier
256,592,26447400,18920209,8,carrier
256,592,26465400,1190200d,8,carrier
256,592,26561400,11086a80,8,carrier
256,592,26664001,1100b08c,8,carrier
256,592,26744001,1100b08c,8,carrier
256,592,2674a000,08834149,9,addition
256,592,27041488,0050c125,8,carrier
256,592,27041608,0050c125,8,carrier
256,592,27043408,0050c125,8,carrier
256,592,27047008,08a206c1,9,carrier
256,592,27067000,10808559,9,addition
256,592,270c1088,0050c125,8,carrier
256,592,2712b000,18450a81,9,carrier
256,592,27141208,1822a4c0,9,carrier
