q,r,body_hex,rank8_responders,rank9_responders,total_responders
256,592,16405488,576,10125,10701
256,592,16407009,226,6043,6269
256,592,16407401,112,3201,3313
256,592,16407408,77,3277,3354
256,592,16407440,912,12662,13574
256,592,1640b404,1253,17200,18453
256,592,1640b420,1354,20198,21552
256,592,1640b500,1325,20147,21472
256,592,1640f400,610,8549,9159
256,592,16447400,535,7860,8395
256,592,16501488,405,9714,10119
256,592,16501608,1157,15059,16216
256,592,16502049,501,12023,12524
256,592,1650204a,696,17284,17980
256,592,1650204c,562,14852,15414
256,592,16502058,752,20828,21580
256,592,16502068,744,19954,20698
256,592,165020c8,470,12930,13400
256,592,16502148,729,19109,19838
256,592,16502248,581,15242,15823
256,592,16502403,117,7104,7221
256,592,16502405,118,6014,6132
256,592,16502409,68,4767,4835
256,592,1650240a,137,7917,8054
256,592,1650240c,141,7305,7446
256,592,16502411,121,8091,8212
256,592,16502418,155,9987,10142
256,592,16502421,119,7566,7685
256,592,16502428,157,9459,9616
256,592,16502441,49,5506,5555
256,592,16502442,691,15664,16355
256,592,16502444,657,14681,15338
256,592,16502448,88,7313,7401
256,592,16502450,727,18514,19241
256,592,16502460,724,18382,19106
256,592,16502481,97,5864,5961
256,592,16502482,538,13277,13815
256,592,16502484,516,12448,12964
256,592,16502488,85,6175,6260
256,592,16502490,566,15767,16333
256,592,165024a0,564,15480,16044
256,592,165024c0,415,12382,12797
256,592,16502501,120,7425,7545
256,592,16502508,153,8980,9133
256,592,16502540,734,17978,18712
256,592,16502580,570,15154,15724
256,592,16502601,111,6360,6471
256,592,16502608,131,7318,7449
256,592,16502640,535,13946,14481
256,592,16502680,445,12189,12634
256,592,16502848,750,20045,20795
256,592,16502c01,109,7288,7397
256,592,16502c08,158,9676,9834
256,592,16502c40,611,17129,17740
256,592,16502c80,495,14953,15448
256,592,16503009,215,6399,6614
256,592,16503048,98,6896,6994
256,592,16503088,173,6366,6539
256,592,16503208,237,7890,8127
256,592,16503401,2,1288,1290
256,592,16503402,309,6941,7250
256,592,16503404,292,6577,6869
256,592,16503408,6,1844,1850
256,592,16503410,316,7811,8127
256,592,16503420,318,7927,8245
256,592,16503440,296,6645,6941
256,592,16503480,165,4905,5070
256,592,16503500,316,7576,7892
256,592,16503600,208,5405,5613
256,592,16503c00,237,6797,7034
256,592,16504481,636,11021,11657
256,592,16505480,424,7665,8089
256,592,16506048,323,8239,8562
256,592,16506401,29,2381,2410
256,592,16506408,33,2760,2793
256,592,16506440,384,8530,8914
256,592,16506480,256,6579,6835
256,592,16507400,139,2949,3088
256,592,1650a048,533,14154,14687
256,592,1650a088,583,12605,13188
256,592,1650a208,677,14465,15142
256,592,1650a401,87,5427,5514
256,592,1650a408,92,6149,6241
256,592,1650a440,544,13024,13568
256,592,1650a480,427,11156,11583
256,592,1650b001,634,10350,10984
256,592,1650b400,235,5238,5473
256,592,16512048,753,20870,21623
256,592,16512401,125,8422,8547
256,592,16512408,159,10471,10630
256,592,16512440,716,19218,19934
256,592,16512480,569,16389,16958
256,592,16513400,306,7843,8149
256,592,16521009,1698,19798,21496
256,592,16521048,1877,22524,24401
256,592,16521088,814,14072,14886
256,592,16521208,1632,19954,21586
256,592,16521408,780,12375,13155
256,592,16521480,282,8946,9228
256,592,16521808,2229,26309,28538
256,592,16522041,1129,15613,16742
256,592,16522048,450,12871,13321
256,592,16522401,60,4298,4358
256,592,16522408,99,6008,6107
256,592,16522440,150,9052,9202
256,592,16522480,166,8375,8541
256,592,16523008,209,6481,6690
256,592,16523400,8,2497,2505
256,592,16527000,399,6753,7152
256,592,16529008,1582,19067,20649
256,592,1652a001,1209,15471,16680
256,592,1652a008,506,11730,12236
256,592,16542048,518,13612,14130
256,592,16542401,65,4658,4723
256,592,16542408,81,5795,5876
256,592,16542440,423,11536,11959
256,592,16542480,316,9923,10239
256,592,16543400,186,4403,4589
256,592,16581088,735,12989,13724
256,592,16582048,459,12354,12813
256,592,16582401,110,5228,5338
256,592,16582408,136,6638,6774
256,592,16582440,551,12381,12932
256,592,16582480,441,10875,11316
256,592,16583400,226,4904,5130
256,592,1658a400,530,10777,11307
256,592,165c2400,400,9556,9956
256,592,16603401,298,7476,7774
256,592,16606401,167,4017,4184
256,592,16606408,176,4547,4723
256,592,16607008,202,6045,6247
256,592,1660b008,488,11871,12359
256,592,1660b080,2168,23851,26019
256,592,1660b200,2511,26820,29331
256,592,1660b400,917,13714,14631
256,592,1660b800,2564,28133,30697
256,592,1660d008,2229,20360,22589
256,592,16624401,864,10920,11784
256,592,16626008,292,6993,7285
256,592,1662b000,1299,17936,19235
256,592,16642401,484,9608,10092
256,592,16645400,1850,17668,19518
256,592,16702048,158,8567,8725
256,592,16702088,203,7037,7240
256,592,16702208,279,8847,9126
256,592,16702401,6,1987,1993
256,592,16702402,370,8381,8751
256,592,16702404,341,7702,8043
256,592,16702408,16,3067,3083
256,592,16702410,380,9789,10169
256,592,16702420,384,10077,10461
256,592,16702440,368,9042,9410
256,592,16702480,203,6195,6398
256,592,16702500,382,9826,10208
256,592,16702600,256,6911,7167
256,592,16702880,1164,18982,20146
256,592,16702c00,292,8629,8921
256,592,16703008,192,6952,7144
256,592,16703400,243,5684,5927
256,592,16706400,168,3422,3590
256,592,1670a080,926,14259,15185
256,592,1670a400,287,6559,6846
256,592,1670b000,951,13870,14821
256,592,16712400,363,9916,10279
256,592,16722001,443,8818,9261
256,592,16722008,260,7776,8036
256,592,16722080,604,11975,12579
256,592,16722400,15,3710,3725
256,592,16723000,555,10807,11362
256,592,16742200,1047,15578,16625
256,592,16742400,229,5794,6023
256,592,16762000,589,11329,11918
256,592,16782400,290,6812,7102
256,592,16803049,435,11141,11576
256,592,16803409,77,4459,4536
256,592,16803809,457,11118,11575
256,592,16803c01,296,7694,7990
256,592,16807009,291,7153,7444
256,592,16807401,223,5310,5533
256,592,1680b009,299,8425,8724
256,592,1680f400,1373,14971,16344
256,592,16827001,861,10632,11493
256,592,1690240c,308,9386,9694
256,592,16902428,368,12045,12413
256,592,16902508,373,12207,12580
256,592,16903048,69,6179,6248
256,592,16903401,15,1381,1396
256,592,16903408,19,2032,2051
256,592,16903808,83,6264,6347
256,592,16903c00,319,6863,7182
256,592,16907008,35,3635,3670
256,592,1690a048,701,15885,16586
256,592,1690a208,802,14811,15613
256,592,1690a408,254,8908,9162
256,592,1690b008,64,4825,4889
256,592,1690b400,352,6748,7100
256,592,1690f000,1174,13076,14250
256,592,1691a008,984,18589,19573
256,592,16923400,33,3015,3048
256,592,16927000,617,8869,9486
256,592,16a06401,386,6777,7163
256,592,16b02048,116,8191,8307
256,592,16b02408,50,3568,3618
256,592,16b02808,108,7243,7351
256,592,16b06008,29,3814,3843
256,592,16b0a008,90,5834,5924
256,592,16b22400,72,4556,4628
256,592,16c03009,241,6458,6699
256,592,16c03401,229,5189,5418
256,592,16c03404,1392,15494,16886
256,592,16c03420,1513,18835,20348
256,592,16c03500,1507,18849,20356
256,592,16c07400,847,10806,11653
256,592,16c0b400,1023,13072,14095
256,592,16d01480,704,10727,11431
256,592,16d02048,420,10501,10921
256,592,16d02401,56,3966,4022
256,592,16d02408,77,4964,5041
256,592,16d02440,635,13238,13873
256,592,16d02480,422,9502,9924
256,592,16d03008,23,3104,3127
256,592,16d03400,256,4641,4897
256,592,16d0a008,440,9611,10051
256,592,16d21008,850,11781,12631
256,592,16e06400,1047,12226,13273
256,592,16f02008,31,3421,3452
256,592,16f02400,308,5731,6039
256,592,17003403,361,9092,9453
256,592,17003405,332,7946,8278
256,592,17003409,35,3590,3625
256,592,1700340c,310,9321,9631
256,592,17003411,356,9584,9940
256,592,17003421,339,8423,8762
256,592,17003428,309,10105,10414
256,592,17003441,318,8105,8423
256,592,17003481,267,7409,7676
256,592,17003501,319,8255,8574
256,592,17003508,302,9985,10287
256,592,17003601,317,7901,8218
256,592,17003c01,258,7522,7780
256,592,17007009,24,2231,2255
256,592,17007048,171,6219,6390
256,592,17007088,92,4470,4562
256,592,17007208,149,5397,5546
256,592,17007401,85,2020,2105
256,592,17007408,80,2961,3041
256,592,17007801,618,8921,9539
256,592,17007840,1958,20878,22836
256,592,17007c00,635,8782,9417
256,592,1700b401,223,5979,6202
256,592,1700b408,149,6227,6376
256,592,17013401,355,9190,9545
256,592,17023401,77,4141,4218
256,592,17025208,823,13571,14394
256,592,17025401,286,7440,7726
256,592,17025408,617,10765,11382
256,592,17025600,848,13020,13868
256,592,17027001,216,4424,4640
256,592,17027008,36,3068,3104
256,592,17027040,816,11870,12686
256,592,17027400,175,4259,4434
256,592,1702f000,591,8628,9219
256,592,17043401,175,5104,5279
256,592,17067000,526,8154,8680
256,592,17083009,145,5988,6133
256,592,17083401,268,6081,6349
256,592,170a7000,329,5808,6137
256,592,1710204c,84,7591,7675
256,592,17102068,97,9307,9404
256,592,17102148,97,9133,9230
256,592,17102248,63,6446,6509
256,592,17103009,28,2676,2704
256,592,17103041,283,6547,6830
256,592,17103048,11,3005,3016
256,592,17103088,22,2539,2561
256,592,17103208,29,3129,3158
256,592,17103401,2,761,763
256,592,17103408,1,920,921
256,592,17103801,320,7980,8300
256,592,17103c00,178,4330,4508
256,592,1710a048,85,6745,6830
256,592,1710a440,359,8525,8884
256,592,1710b001,293,6497,6790
256,592,1710b400,199,3865,4064
256,592,17112048,96,9423,9519
256,592,17112440,426,11394,11820
256,592,17113400,241,5084,5325
256,592,17121081,685,13807,14492
256,592,17121088,335,10110,10445
256,592,17121480,200,8093,8293
256,592,17123001,102,4507,4609
256,592,17123008,20,2395,2415
256,592,17123400,0,1080,1080
256,592,17125080,342,7537,7879
256,592,17125200,573,10377,10950
256,592,17127000,107,3118,3225
256,592,17143001,254,5785,6039
256,592,17184208,1063,13226,14289
256,592,17202403,477,10470,10947
256,592,17202405,419,8728,9147
256,592,17202409,81,4704,4785
256,592,17202411,474,10963,11437
256,592,17202421,449,9867,10316
256,592,17202441,452,10199,10651
256,592,17202481,369,8614,8983
256,592,17202501,436,9874,10310
256,592,17202601,425,9033,9458
256,592,17202c01,364,8799,9163
256,592,17203401,218,5690,5908
256,592,17206048,148,6177,6325
256,592,17206088,68,3958,4026
256,592,17206208,120,4694,4814
256,592,17206401,93,1958,2051
256,592,17206408,88,2835,2923
256,592,17207008,85,3627,3712
256,592,1720a401,279,7008,7287
256,592,17212401,467,10517,10984
256,592,17222401,134,5120,5254
256,592,17226008,34,2791,2825
256,592,17242401,223,6049,6272
256,592,17282401,383,7826,8209
256,592,172a6000,284,5370,5654
256,592,17302048,16,3770,3786
256,592,17302088,20,2820,2840
256,592,17302208,27,3402,3429
256,592,17302401,2,872,874
256,592,17302408,3,1174,1177
256,592,17302880,548,11630,12178
256,592,17302c00,199,4799,4998
256,592,17303008,27,3364,3391
256,592,1730a400,226,4221,4447
256,592,17312400,262,5566,5828
256,592,17322001,84,4309,4393
256,592,17322008,20,2919,2939
256,592,17322080,166,6239,6405
256,592,17322400,0,1270,1270
256,592,17324200,517,10052,10569
256,592,17326000,64,2400,2464
256,592,17403401,249,5965,6214
256,592,17403402,1084,14905,15989
256,592,17403404,1070,14322,15392
256,592,17403408,101,4944,5045
256,592,17403410,1121,16786,17907
256,592,17403420,1110,15657,16767
256,592,17403440,1057,15392,16449
256,592,17403480,776,12214,12990
256,592,17403500,1071,15372,16443
256,592,17403600,881,13081,13962
256,592,17403c00,922,14473,15395
256,592,17405088,304,7283,7587
256,592,17405208,745,11335,12080
256,592,17406408,268,6248,6516
256,592,17407400,466,6342,6808
256,592,1740b400,751,11258,12009
256,592,17413400,1112,16785,17897
256,592,17423400,203,6703,6906
256,592,17441600,1632,19796,21428
256,592,17443400,670,10249,10919
256,592,17483400,793,10603,11396
256,592,17500481,371,10246,10617
256,592,17500484,846,15983,16829
256,592,17500488,332,9757,10089
256,592,17501088,167,7030,7197
256,592,17501480,300,7529,7829
256,592,17501600,735,11085,11820
256,592,17502048,86,6460,6546
256,592,17502401,32,2449,2481
256,592,17502408,32,2805,2837
256,592,17502440,332,7881,8213
256,592,17502480,250,6683,6933
256,592,17503400,176,3513,3689
256,592,17520480,270,9492,9762
256,592,17521001,670,11105,11775
256,592,17521400,233,6843,7076
256,592,17580480,702,13481,14183
256,592,17602401,328,6998,7326
256,592,17602408,176,6182,6358
256,592,17602600,1030,14256,15286
256,592,17603400,750,10853,11603
256,592,17682400,1005,12625,13630
256,592,17700404,1466,16790,18256
256,592,17700440,1718,20946,22664
256,592,17700480,443,9574,10017
256,592,17700600,963,13105,14068
256,592,17702400,198,3841,4039
256,592,17704400,700,8460,9160
256,592,17720400,381,8727,9108
256,592,17722000,154,5503,5657
256,592,17803009,34,2752,2786
256,592,17803081,799,10382,11181
256,592,17803201,918,11790,12708
256,592,17803401,190,3806,3996
256,592,17803801,785,10536,11321
256,592,17807008,149,4928,5077
256,592,1780b400,1064,12343,13407
256,592,17823001,282,5288,5570
256,592,17903001,182,3567,3749
256,592,17903008,1,974,975
256,592,1790a008,84,4215,4299
256,592,17a02009,37,2969,3006
256,592,17a02401,241,4461,4702
256,592,17a06008,127,4453,4580
256,592,17a0a400,1181,13047,14228
256,592,17b02001,97,2647,2744
256,592,17b02008,3,935,938
256,592,17b02800,507,7841,8348
256,592,17b0a000,529,7583,8112
256,592,17b22000,87,2961,3048
256,592,17c01088,424,9183,9607
256,592,17c02408,625,10236,10861
256,592,17c03008,110,4349,4459
256,592,17c03400,788,9640,10428
256,592,17c0a008,779,12207,12986
256,592,17c21008,467,8994,9461
256,592,17e02008,122,4610,4732
256,592,17e02400,881,10296,11177
256,592,17e20008,710,11066,11776
256,592,17f00400,1184,12571,13755
256,592,1850b408,267,11202,11469
256,592,18d0b008,2358,21562,23920
256,592,1910b408,829,11686,12515
256,592,1970a400,1346,16341,17687
256,592,1c10b440,124,10215,10339
256,592,1c10b500,135,11570,11705
256,592,1c10f400,62,3969,4031
256,592,1c14b400,51,6234,6285
256,592,1c20240d,1273,17675,18948
256,592,1c203409,573,11746,12319
256,592,1c302403,195,7664,7859
256,592,1c302405,154,6238,6392
256,592,1c302409,181,6752,6933
256,592,1c30240a,269,10242,10511
256,592,1c30240c,222,9206,9428
256,592,1c302411,212,8980,9192
256,592,1c302421,201,8679,8880
256,592,1c302428,286,12592,12878
256,592,1c302441,181,8225,8406
256,592,1c302481,175,6919,7094
256,592,1c302501,194,8064,8258
256,592,1c302508,272,11745,12017
256,592,1c302601,194,7136,7330
256,592,1c302608,277,9965,10242
256,592,1c302c01,174,7514,7688
256,592,1c302c04,422,15636,16058
256,592,1c303401,85,4288,4373
256,592,1c306401,28,1795,1823
256,592,1c306404,205,6989,7194
256,592,1c30a401,40,3916,3956
256,592,1c30a404,157,8949,9106
256,592,1c30a408,65,5740,5805
256,592,1c30b400,71,6351,6422
256,592,1c312401,210,8522,8732
256,592,1c322401,204,7616,7820
256,592,1c322402,451,14547,14998
256,592,1c322404,404,13790,14194
256,592,1c322420,487,18235,18722
256,592,1c322500,467,17068,17535
256,592,1c322600,452,14334,14786
256,592,1c32a400,140,9034,9174
256,592,1c342401,92,4874,4966
256,592,1c34a400,80,7189,7269
256,592,1c382401,191,6535,6726
256,592,1c40f400,576,10116,10692
256,592,1c50b400,28,5001,5029
256,592,1c58b000,1862,18696,20558
256,592,1c702401,52,3221,3273
256,592,1c702402,171,8728,8899
256,592,1c702404,161,8542,8703
256,592,1c702408,81,5307,5388
256,592,1c702410,203,11944,12147
256,592,1c702420,190,11699,11889
256,592,1c702440,198,11813,12011
256,592,1c702480,143,8376,8519
256,592,1c702500,179,10915,11094
256,592,1c702600,171,8714,8885
256,592,1c702c00,195,11033,11228
256,592,1c703400,88,6335,6423
256,592,1c706400,64,3968,4032
256,592,1c70a400,40,5470,5510
256,592,1c712400,204,11980,12184
256,592,1c722400,163,8702,8865
256,592,1c742400,102,7015,7117
256,592,1c782400,170,8031,8201
256,592,1c90b400,105,6558,6663
256,592,1cb02401,45,3056,3101
256,592,1cf02400,89,5815,5904
256,592,1d00b401,252,7144,7396
256,592,1d103404,34,5768,5802
256,592,1d103420,33,6444,6477
256,592,1d103500,28,5677,5705
256,592,1d103600,34,4409,4443
256,592,1d10b001,813,11207,12020
256,592,1d10b008,224,6623,6847
256,592,1d10b400,1,2731,2732
256,592,1d202405,492,9942,10434
256,592,1d202409,287,7243,7530
256,592,1d202421,523,11441,11964
256,592,1d202501,497,11061,11558
256,592,1d20a401,177,6309,6486
256,592,1d302401,6,1298,1304
256,592,1d302402,25,4708,4733
256,592,1d302404,22,4828,4850
256,592,1d302420,21,5872,5893
256,592,1d302500,18,5208,5226
256,592,1d302600,23,3855,3878
256,592,1d30a008,253,6810,7063
256,592,1d30a400,0,2376,2376
256,592,1d602401,400,8177,8577
256,592,1d602408,341,8496,8837
256,592,1d602600,997,16119,17116
256,592,1d603400,587,11570,12157
256,592,1d682400,870,13711,14581
256,592,1d702400,22,3655,3677
256,592,1de02400,563,10259,10822
256,592,1e007401,40,2699,2739
256,592,1e00f008,510,9128,9638
256,592,1e103048,178,8970,9148
256,592,1e107040,855,12279,13134
256,592,1e107400,33,2207,2240
256,592,1e107800,886,12732,13618
256,592,1e10f000,720,9738,10458
256,592,1e206401,139,3917,4056
256,592,1e302009,379,9109,9488
256,592,1e30200a,460,13125,13585
256,592,1e30200c,316,10641,10957
256,592,1e302018,488,15041,15529
256,592,1e302028,479,14990,15469
256,592,1e302048,297,11922,12219
256,592,1e302088,338,9966,10304
256,592,1e302108,471,14488,14959
256,592,1e302208,419,11438,11857
256,592,1e302401,32,2809,2841
256,592,1e302408,58,5002,5060
256,592,1e302808,447,13659,14106
256,592,1e303008,267,8567,8834
256,592,1e306001,254,5357,5611
256,592,1e306004,718,11850,12568
256,592,1e306008,32,3859,3891
256,592,1e307000,509,8489,8998
256,592,1e30a008,258,8681,8939
256,592,1e312008,471,14287,14758
256,592,1e322008,459,12700,13159
256,592,1e322080,1079,18253,19332
256,592,1e322400,120,7665,7785
256,592,1e326000,567,10190,10757
256,592,1e342008,303,9234,9537
256,592,1e346000,524,8936,9460
256,592,1e382008,355,9669,10024
256,592,1e407008,266,6772,7038
256,592,1e501408,1230,15458,16688
256,592,1e501480,536,11972,12508
256,592,1e502048,507,13554,14061
256,592,1e502401,36,3635,3671
256,592,1e502408,79,5679,5758
256,592,1e502440,198,10714,10912
256,592,1e502480,178,8937,9115
256,592,1e503008,156,5826,5982
256,592,1e503040,787,13908,14695
256,592,1e503400,12,2921,2933
256,592,1e506040,1481,17086,18567
256,592,1e507000,497,7777,8274
256,592,1e50a008,491,11497,11988
256,592,1e50b000,685,11521,12206
256,592,1e522040,1750,24261,26011
256,592,1e582008,504,10874,11378
256,592,1e582040,1337,19563,20900
256,592,1e60b000,1517,19364,20881
256,592,1e702001,380,7801,8181
256,592,1e702002,856,15502,16358
256,592,1e702004,683,13366,14049
256,592,1e702008,203,7010,7213
256,592,1e702010,909,17875,18784
256,592,1e702020,906,18194,19100
256,592,1e702040,722,14995,15717
256,592,1e702080,625,12295,12920
256,592,1e702100,903,17640,18543
256,592,1e702200,708,13651,14359
256,592,1e702400,25,4279,4304
256,592,1e702800,868,17024,17892
256,592,1e703000,580,11142,11722
256,592,1e706000,367,6949,7316
256,592,1e70a000,588,11652,12240
256,592,1e712000,891,17741,18632
256,592,1e722000,687,13381,14068
256,592,1e742000,625,11853,12478
256,592,1e782000,404,10135,10539
256,592,1e803009,339,7984,8323
256,592,1e903008,48,4070,4118
256,592,1e907000,765,10332,11097
256,592,1ea02009,596,10155,10751
256,592,1eb02008,66,5172,5238
256,592,1ec0b000,1601,17358,18959
256,592,1ef02000,424,8092,8516
256,592,1f003401,75,4032,4107
256,592,1f007001,289,5123,5412
256,592,1f007008,46,3598,3644
256,592,1f103001,82,3917,3999
256,592,1f103008,8,1876,1884
256,592,1f103080,256,6861,7117
256,592,1f103400,0,1398,1398
256,592,1f107000,160,3891,4051
256,592,1f121080,722,14664,15386
256,592,1f181080,571,12522,13093
256,592,1f202401,142,5123,5265
256,592,1f206008,41,3238,3279
256,592,1f282001,500,9617,10117
256,592,1f302001,65,3577,3642
256,592,1f302008,11,2369,2380
256,592,1f302080,179,6494,6673
256,592,1f302400,0,1735,1735
256,592,1f306000,89,3001,3090
256,592,1f403400,340,8178,8518
256,592,1f501400,476,9529,10005
256,592,1f503000,227,6144,6371
256,592,1f580080,1082,17084,18166
256,592,1f682000,836,13027,13863
256,592,1f700400,741,12069,12810
256,592,1f702000,168,5836,6004
256,592,1f803001,363,6155,6518
256,592,1f903000,199,4574,4773
256,592,1fb02000,122,3863,3985
256,592,1fc01008,837,12519,13356
256,592,24549480,1706,22198,23904
256,592,2454b400,675,11158,11833
256,592,24740481,1778,20332,22110
256,592,24740488,1755,21233,22988
256,592,24742401,313,7213,7526
256,592,24742408,271,8289,8560
256,592,24760480,1700,21758,23458
256,592,24762400,458,10670,11128
256,592,2510b088,980,14545,15525
256,592,25143600,511,9612,10123
256,592,2514b400,455,7682,8137
256,592,25340481,1263,17526,18789
256,592,25342401,79,3437,3516
256,592,25342600,463,8712,9175
256,592,2534a400,435,7096,7531
256,592,2536a000,476,10685,11161
256,592,26342048,549,13857,14406
256,592,26346008,107,4696,4803
256,592,26541600,1764,19510,21274
256,592,26742001,646,10624,11270
256,592,26742008,341,8734,9075
256,592,2674a000,1326,16665,17991
256,592,27067000,664,9028,9692
256,592,27143001,262,5914,6176
256,592,27143200,771,11041,11812
256,592,27163000,166,5888,6054
256,592,27242009,538,9963,10501
256,592,27246008,149,4392,4541
256,592,27266000,576,8026,8602
256,592,27342008,34,3256,3290
256,592,27362000,129,5829,5958
256,592,27642008,655,11332,11987
256,592,2e503008,1077,13141,14218
256,592,31312401,684,12887,13571
256,592,3250a408,1745,22355,24100
256,592,33912008,1130,17423,18553
256,592,34103508,232,11326,11558
256,592,3410f400,289,6098,6387
256,592,3412e400,755,12564,13319
256,592,3414b400,336,8380,8716
256,592,34302409,182,6766,6948
256,592,3430240a,344,12179,12523
256,592,3430240c,288,10631,10919
256,592,34302428,351,14070,14421
256,592,34302508,340,13206,13546
256,592,34302601,258,8389,8647
256,592,34302608,327,10962,11289
256,592,34303401,120,5078,5198
256,592,34306401,68,2705,2773
256,592,34306404,536,9730,10266
256,592,3430a408,107,6493,6600
256,592,3430b400,398,8528,8926
256,592,34322401,185,6254,6439
256,592,34322402,418,12874,13292
256,592,34322404,363,11698,12061
256,592,34322420,442,15313,15755
256,592,34322500,425,14250,14675
256,592,34322600,418,12563,12981
256,592,3432a400,118,6862,6980
256,592,34542404,1211,19861,21072
256,592,34702401,59,3795,3854
256,592,34702402,555,11916,12471
256,592,34702404,525,11221,11746
256,592,34702408,85,5838,5923
256,592,34702410,606,14655,15261
256,592,34702420,598,14458,15056
256,592,34702440,585,13691,14276
256,592,34702480,362,9832,10194
256,592,34702500,586,13609,14195
256,592,34702600,460,11050,11510
256,592,34702c00,478,12457,12935
256,592,34703400,359,8192,8551
256,592,34706400,274,5738,6012
256,592,3470a400,338,7482,7820
256,592,34712400,581,14744,15325
256,592,34722400,120,6559,6679
256,592,34742400,359,8692,9051
256,592,34782400,524,12020,12544
256,592,3492a400,1142,17512,18654
256,592,34f02400,440,8292,8732
256,592,35142404,672,14680,15352
256,592,35202405,982,13657,14639
256,592,3520a401,363,7971,8334
256,592,35302401,14,2000,2014
256,592,35302402,349,7962,8311
256,592,35302404,340,7818,8158
256,592,35302420,368,9217,9585
256,592,35302500,364,8530,8894
256,592,35302600,252,6516,6768
256,592,3530a400,256,4825,5081
256,592,3532a000,199,7687,7886
256,592,3560a400,982,13349,14331
256,592,35700480,635,12706,13341
256,592,35702400,263,5799,6062
256,592,35a0a400,1374,14620,15994
256,592,36007401,181,4355,4536
256,592,36103048,136,8359,8495
256,592,36107400,214,4165,4379
256,592,3610b040,1244,17759,19003
256,592,36123040,585,12908,13493
256,592,36206401,331,5783,6114
256,592,36226001,507,8473,8980
256,592,36302048,251,11278,11529
256,592,36302408,118,6347,6465
256,592,36302808,425,12750,13175
256,592,36306008,39,3729,3768
256,592,3630a008,247,8446,8693
256,592,36322400,127,6548,6675
256,592,36501088,718,13368,14086
256,592,36501208,1735,20286,22021
256,592,36501480,681,12544,13225
256,592,36502048,490,13201,13691
256,592,36502401,113,5599,5712
256,592,36502408,143,7468,7611
256,592,36502440,602,13650,14252
256,592,36502480,478,11962,12440
256,592,36503400,242,5272,5514
256,592,3650a400,582,12115,12697
256,592,36521001,1376,16673,18049
256,592,36523000,379,8674,9053
256,592,36542400,436,10512,10948
256,592,36702008,186,6741,6927
256,592,36702400,294,6738,7032
256,592,37001089,1103,18723,19826
256,592,37003009,116,5916,6032
256,592,37003401,249,6099,6348
256,592,37025001,688,11598,12286
256,592,37101088,412,10506,10918
256,592,37103400,199,3884,4083
256,592,37123000,41,4145,4186
256,592,37202009,173,6858,7031
256,592,37202401,334,7248,7582
256,592,37202801,740,13671,14411
256,592,37206008,111,3689,3800
256,592,37222001,352,8580,8932
256,592,37302008,13,2772,2785
256,592,37302400,221,4322,4543
256,592,37302800,348,9177,9525
256,592,37322000,17,3969,3986
256,592,37401088,532,12529,13061
256,592,37403400,819,11481,12300
256,592,37602008,273,8202,8475
256,592,37602400,961,12668,13629
256,592,3c302401,150,5392,5542
256,592,3c702400,145,7280,7425
256,592,3d602400,747,12919,13666
256,592,3e302008,311,9148,9459
256,592,3e322000,719,14893,15612
256,592,3e502001,997,12686,13683
256,592,3e502008,541,11701,12242
256,592,3e502040,1412,20464,21876
256,592,3e502080,1455,19291,20746
256,592,3e503000,414,9210,9624
256,592,3e702000,344,9398,9742
256,592,3f103000,60,4461,4521
256,592,3f202001,349,8223,8572
256,592,3f302000,14,4180,4194
416,592,07087009,128,5152,5280
416,592,07087088,200,6313,6513
416,592,07087208,208,6426,6634
416,592,07107088,1108,14276,15384
416,592,07286088,352,8295,8647
416,592,07286208,364,8539,8903
416,592,07306088,1277,15262,16539
416,592,07c83008,280,7813,8093
416,592,07e82008,599,11331,11930
416,592,0e187400,1118,14128,15246
416,592,27c03008,795,14455,15250
416,592,37202401,1407,24859,26266
416,592,37602008,1122,20021,21143
416,592,37a02001,1506,21015,22521
