a_hex	b_hex	cover	count	least_mask	labels
9003c00000080000	0000000000000000	7	1	0846c081	0,7,14,15,17,18,22,27
9004c90000260000	0000000000000000	10	1	08436081	0,7,13,14,16,17,22,27
9006800000220000	0000000000000000	7	1	0042e281	0,7,9,13,14,15,17,22
9006890000260000	0000000000000000	10	1	08426281	0,7,9,13,14,17,22,27
9006a00000220000	0000000000000000	8	1	0842e201	0,9,13,14,15,17,22,27
9006c00000220000	0000000000000000	8	1	0842e081	0,7,13,14,15,17,22,27
9006c90000260000	0000000000000000	11	7	08426083	0,1,7,13,14,17,22,27
9008c00000000000	0000000000000000	5	1	08076081	0,7,13,14,16,17,18,27
900a800000000000	0000000000000000	5	2	0006e281	0,7,9,13,14,15,17,18
900aa00000000000	0000000000000000	6	1	0806e201	0,9,13,14,15,17,18,27
900ac00000000000	0000000000000000	6	10	00066087	0,1,2,7,13,14,17,18
900b800000080000	0000000000000000	7	1	0806c281	0,7,9,14,15,17,18,27
900e800000220000	0000000000000000	8	1	0802e281	0,7,9,13,14,15,17,27
900e890000260000	0000000000000000	11	3	08026283	0,1,7,9,13,14,17,27
900ec90000260000	0000000000000000	12	1	08226083	0,1,7,13,14,17,21,27
9400c00020008800	0000000000000000	8	1	08472081	0,7,13,16,17,18,22,27
9402800020008000	0000000000000000	7	1	0046a281	0,7,9,13,15,17,18,22
9402800020008800	0000000000000000	8	1	08462281	0,7,9,13,17,18,22,27
9402c00020000000	0000000000000000	7	1	08662081	0,7,13,17,18,21,22,27
9402c00020008000	0000000000000000	8	2	0046a881	0,7,11,13,15,17,18,22
9402c00020008800	0000000000000000	9	1	08462881	0,7,11,13,17,18,22,27
940a800020008000	0000000000000000	8	1	0806a281	0,7,9,13,15,17,18,27
940a800020008800	0000000000000000	9	1	08062a81	0,7,9,11,13,17,18,27
9444898821668c81	0000000000000000	21	1	08432281	0,7,9,13,16,17,22,27
9444c98821668c81	0000000000000000	22	1	08432881	0,7,11,13,16,17,22,27
9446808821628480	0000000000000000	17	1	0842a281	0,7,9,13,15,17,22,27
9446898821660480	0000000000000000	19	1	08622281	0,7,9,13,17,21,22,27
9446898821668c81	0000000000000000	22	2	08422283	0,1,7,9,13,17,22,27
9446c08821628480	0000000000000000	18	1	0842a881	0,7,11,13,15,17,22,27
9446c98821660480	0000000000000000	20	1	08622881	0,7,11,13,17,21,22,27
a002400200000000	0000000000000000	5	1	0044e481	0,7,10,13,14,15,18,22
a002600200000000	0000000000000000	6	1	0044e441	0,6,10,13,14,15,18,22
a003200200080000	0000000000000000	7	1	0044c641	0,6,9,10,14,15,18,22
a003400200080000	0000000000000000	7	1	0044c4c1	0,6,7,10,14,15,18,22
a003600200080000	0000000000000000	8	2	0044cc41	0,6,10,11,14,15,18,22
a006200200200000	0000000000000000	7	1	0040e641	0,6,9,10,13,14,15,22
a006400200200000	0000000000000000	7	1	0040e4c1	0,6,7,10,13,14,15,22
a00a400200000000	0000000000000000	6	1	0004e4c1	0,6,7,10,13,14,15,18
a00a600200000000	0000000000000000	7	1	0024e441	0,6,10,13,14,15,18,21
a00b000200080000	0000000000000000	7	1	0004c6c1	0,6,7,9,10,14,15,18
a00b400200080000	0000000000000000	8	1	0024c4c1	0,6,7,10,14,15,18,21
a00e000200200000	0000000000000000	7	1	0000e6c1	0,6,7,9,10,13,14,15
ac02400260000000	0000000000000000	9	1	0044a4c1	0,6,7,10,13,15,18,22
ac0a000260000000	0000000000000000	9	1	0004a6c1	0,6,7,9,10,13,15,18
b002800200000000	0000000000000000	6	1	0044e281	0,7,9,13,14,15,18,22
b00ac00200000000	0000000000000000	8	1	0024e083	0,1,7,13,14,15,18,21
c000400000000000	0000000000000000	3	1	004d6480	7,10,13,14,16,18,19,22
c000c00000000000	0000000000000000	4	1	004f6080	7,13,14,16,17,18,19,22
c001600000000000	0000000000000000	5	1	004dc440	6,10,14,15,16,18,19,22
c002000000000000	0000000000000000	3	2	00466680	7,9,10,13,14,17,18,22
c002200000000000	0000000000000000	4	1	004ce600	9,10,13,14,15,18,19,22
c002400000000000	0000000000000000	4	16	00466482	1,7,10,13,14,17,18,22
c002600000000000	0000000000000000	5	9	0046e440	6,10,13,14,15,17,18,22
c002800000000000	0000000000000000	4	4	004c6282	1,7,9,13,14,18,19,22
c002a00000000000	0000000000000000	5	3	006c6202	1,9,13,14,18,19,21,22
c002c00000000000	0000000000000000	5	23	004c6086	1,2,7,13,14,18,19,22
c002e00000000000	0000000000000000	6	18	004c6016	1,2,4,13,14,18,19,22
c003200000000000	0000000000000000	5	1	004cc640	6,9,10,14,15,18,19,22
c003400000000000	0000000000000000	5	2	004cc4c0	6,7,10,14,15,18,19,22
c003400000080000	0000000000000000	6	1	0046c4c0	6,7,10,14,15,17,18,22
c003600000000000	0000000000000000	6	7	004cc442	1,6,10,14,15,18,19,22
c003600000080000	0000000000000000	7	1	0066c440	6,10,14,15,17,18,21,22
c004490000340000	0000000000000000	9	1	08436480	7,10,13,14,16,17,22,27
c004600000000000	0000000000000000	5	1	0049e440	6,10,13,14,15,16,19,22
c004c90000000000	0000000000000000	7	1	084b6080	7,13,14,16,17,19,22,27
c005600000000000	0000000000000000	6	1	0069c440	6,10,14,15,16,19,21,22
c006090000000000	0000000000000000	6	1	004a6680	7,9,10,13,14,17,19,22
c006090000340000	0000000000000000	9	1	08426680	7,9,10,13,14,17,22,27
c006200000000000	0000000000000000	5	1	0048e640	6,9,10,13,14,15,19,22
c006400000000000	0000000000000000	5	3	0048e4c0	6,7,10,13,14,15,19,22
c006400000300000	0000000000000000	7	2	0042e4c0	6,7,10,13,14,15,17,22
c006490000000000	0000000000000000	7	7	004a6482	1,7,10,13,14,17,19,22
c006490000340000	0000000000000000	10	6	08426482	1,7,10,13,14,17,22,27
c006590000000000	0000000000000000	8	2	00686482	1,7,10,13,14,19,21,22
c006600000000000	0000000000000000	6	7	0048e442	1,6,10,13,14,15,19,22
c006690000000000	0000000000000000	8	1	006a6440	6,10,13,14,17,19,21,22
c006790000000000	0000000000000000	9	1	00686442	1,6,10,13,14,19,21,22
c006800000000000	0000000000000000	5	1	004ae280	7,9,13,14,15,17,19,22
c006890000000000	0000000000000000	7	4	004a6282	1,7,9,13,14,17,19,22
c006990000000000	0000000000000000	8	1	00686282	1,7,9,13,14,19,21,22
c006c00000000000	0000000000000000	6	7	004ae082	1,7,13,14,15,17,19,22
c006c90000000000	0000000000000000	8	14	004a6086	1,2,7,13,14,17,19,22
c006d90000000000	0000000000000000	9	3	00486096	1,2,4,7,13,14,19,22
c007000000000000	0000000000000000	5	1	0048c6c0	6,7,9,10,14,15,19,22
c007200000000000	0000000000000000	6	2	0048ce40	6,9,10,11,14,15,19,22
c007400000000000	0000000000000000	6	5	0048c4c2	1,6,7,10,14,15,19,22
c007600000000000	0000000000000000	7	9	0068c442	1,6,10,14,15,19,21,22
c008400000000000	0000000000000000	4	1	000f6480	7,10,13,14,16,17,18,19
c008600000000000	0000000000000000	5	1	000de440	6,10,13,14,15,16,18,19
c008c00000000000	0000000000000000	5	1	002d6082	1,7,13,14,16,18,19,21
c009400000000000	0000000000000000	5	1	000dc4c0	6,7,10,14,15,16,18,19
c009600000000000	0000000000000000	6	1	002dc440	6,10,14,15,16,18,19,21
c00a000000000000	0000000000000000	4	5	000c6682	1,7,9,10,13,14,18,19
c00a200000000000	0000000000000000	5	1	000ce640	6,9,10,13,14,15,18,19
c00a400000000000	0000000000000000	5	26	0006e4c0	6,7,10,13,14,15,17,18
c00a600000000000	0000000000000000	6	11	000ce442	1,6,10,13,14,15,18,19
c00a800000000000	0000000000000000	5	6	000e6282	1,7,9,13,14,17,18,19
c00ac00000000000	0000000000000000	6	27	000c6096	1,2,4,7,13,14,18,19
c00ae00000000000	0000000000000000	7	4	002c6016	1,2,4,13,14,18,19,21
c00b000000000000	0000000000000000	5	1	000cc6c0	6,7,9,10,14,15,18,19
c00b200000000000	0000000000000000	6	1	002cc640	6,9,10,14,15,18,19,21
c00b400000000000	0000000000000000	6	12	000cc4c2	1,6,7,10,14,15,18,19
c00b400000080000	0000000000000000	7	2	0026c4c0	6,7,10,14,15,17,18,21
c00b600000000000	0000000000000000	7	8	000cc446	1,2,6,10,14,15,18,19
