q,r,body_hex,hits,first_mask_hex,second_mask_hex
210,590,27208288,1,10585003,
210,590,27209088,2,10452216,185f0200
210,590,27300608,2,084a3880,1044d084
210,590,27401608,2,0090c1a4,00bca002
210,590,27403408,1,0090c1a4,
210,590,27405408,2,00bca002,082aa280
210,590,27409088,2,003c2403,00b94600
210,590,27409408,1,088262c4,
210,590,27429400,2,009041ac,10142a88
210,590,27501201,2,0084c4c4,082b8448
210,590,27501208,1,0084c4c4,
210,590,27501240,2,0802209f,1806001f
210,590,27529000,1,00a0268a,
210,590,27803088,2,00108576,185f0200
210,590,278030c0,2,1806001f,185f0200
210,590,27803480,2,1806001f,185f0200
210,590,2780b080,2,1806001f,185f0200
210,590,27823080,2,00108576,10448c49
210,590,27829200,2,003c2403,1014240d
210,590,2782b000,2,10550a81,18450a81
210,590,27841082,2,082b8448,087b2000
210,590,27841084,2,082b8448,087b2000
210,590,27841088,2,00108576,087b2000
210,590,27841090,2,082b8448,087b2000
210,590,278410a0,2,082b8448,087b2000
210,590,278410c0,1,087b2000,
210,590,27841180,2,082b8448,087b2000
210,590,27841480,1,087b2000,
210,590,27843008,2,00108576,00788881
210,590,27843080,2,00108576,082b8448
210,590,27849080,1,087b2000,
210,590,27851080,1,00108576,
210,590,27861080,1,00108576,
210,590,278c1080,1,00108576,
210,590,27901088,2,10452216,18672040
210,590,27901201,2,082b8448,18672040
210,590,27901208,1,18672040,
210,590,27901240,2,0802209f,1806001f
210,590,27903008,2,18070e80,18450a81
210,590,27911008,2,082aa280,08422a82
210,590,27921200,2,002884c9,10448c49
210,590,27941080,1,082b8448,
210,590,27a41080,1,00108576,
210,590,27b40200,2,0802209f,084a3880
210,590,27b42000,2,00418a89,080a9a81
210,590,27c01408,2,082aa280,101ce200
210,590,27c09008,2,003c2403,18070e80
210,590,27c41008,2,00108576,082aa280
210,590,27c41080,2,00108576,082b8448
210,590,27d01008,2,082aa280,18070e80
210,590,27d21000,2,002884c9,102ca208
210,590,2c107408,2,010d8281,03208321
210,590,2c10b401,2,11c24240,12c14242
210,590,2c10b402,1,11c24240,
210,590,2c10b404,2,11c24240,12c14242
210,590,2c10b408,2,11c24240,12c14242
210,590,2c10b410,2,11c24240,12c14242
210,590,2c10b420,2,11c24240,12c14242
210,590,2c10b440,1,1204003f,
210,590,2c10b600,1,1204003f,
210,590,2c10f400,1,1204003f,
210,590,2c11b400,2,11c24240,1204003f
210,590,2c12b400,2,1204003f,12c14242
210,590,2c14b400,2,11c24240,12c14242
210,590,2c1c1600,1,11e0c040,
210,590,2c30c280,2,1204003f,138c0c00
210,590,2c509480,2,03a92200,1204003f
210,590,2c509600,2,02ac2081,1204003f
210,590,2c50b400,1,1204003f,
210,590,2c541600,2,0328c088,0388c804
210,590,2c549400,2,03a92200,11086a80
210,590,2c589080,1,1204003f,
210,590,2c589400,1,1204003f,
210,590,2c5c1400,1,03208321,
210,590,2c901281,2,0301ac40,03048548
210,590,2c901288,2,0301ac40,03088445
210,590,2c901680,2,032c8009,1204003f
210,590,2c903408,2,010d8281,03208321
210,590,2c90b400,1,1204003f,
210,590,2c9c1400,2,00418a89,03208321
210,590,2cb01600,2,01486881,1204003f
210,590,2cb02401,2,03485084,1044d084
210,590,2cb09080,2,10452216,1204003f
210,590,2d101288,2,00c4c444,10c8c440
210,590,2d101601,2,1224808a,1284812c
210,590,2d101608,2,0264a081,02ac2081
210,590,2d101680,2,1204003f,1284812c
210,590,2d109082,2,02630409,02ac0409
210,590,2d109201,1,00c045d4,
210,590,2d109208,2,00c045d4,02ac2081
210,590,2d109402,2,00c26288,02ac2081
210,590,2d109600,2,02ac2081,1204003f
210,590,2d10b001,2,00c045d4,12c14242
210,590,2d10b008,2,00c045d4,12c14242
210,590,2d10b400,2,1204003f,12c14242
210,590,2d119080,2,02ac0409,1204003f
210,590,2d141600,0,,
210,590,2d151400,2,00c26288,0228832c
210,590,2d209088,2,10452216,12c14242
210,590,2d244480,2,10413209,1098b004
210,590,2d301600,2,1204003f,1284812c
210,590,2d30c200,2,1204003f,124c1480
210,590,2d30e000,2,1204003f,124c1480
210,590,2d340600,2,0208f0c0,1241b080
210,590,2d509001,2,00a0268a,02882682
210,590,2d509002,2,02ac0409,02ac2081
210,590,2d509008,2,02882682,02ac2081
210,590,2d509080,2,02ac0409,1204003f
210,590,2d509400,2,02ac2081,1204003f
210,590,2d50b000,2,02ac0409,1204003f
210,590,2d541400,1,0228832c,
210,590,2d549000,2,00a0268a,02882682
210,590,2d589000,2,00a0268a,1204003f
210,590,2d709000,2,02882682,1204003f
210,590,2d901088,2,02008751,10452216
210,590,2d901408,2,0264a081,10452216
210,590,2d909008,2,10452216,10452680
210,590,2d909200,2,02630409,1204003f
210,590,2d909400,2,10452216,1204003f
210,590,2d90b000,2,02630409,1204003f
210,590,2d919000,2,10482688,1204003f
210,590,2d941400,2,00418a89,0228832c
210,590,2d949000,2,02630409,10482688
210,590,2dd09000,1,1204003f,
210,590,2e103600,2,0184c121,11e0c040
210,590,2e105600,2,016e2080,11642081
210,590,2e107400,2,00418a89,010d8281
210,590,2e10b400,1,11c24240,
210,590,2e141600,2,01486881,11e0c040
210,590,2e501600,1,0184c121,
210,590,2e503400,2,010d8281,0184c121
210,590,2e505008,2,0080aec1,010d8281
210,590,2e505400,2,010d8281,102ca208
210,590,2e509400,1,11086a80,
210,590,2e541400,1,11086a80,
210,590,2e901280,2,10448c49,11282409
210,590,2e903008,2,010d8281,01690602
210,590,2e903080,2,01690602,10448c49
210,590,2e903400,2,00418a89,010d8281
210,590,2ed01008,2,010d8281,11086a80
210,590,2ed01080,2,102ca208,11282409
210,590,2f009600,2,009041ac,00f84108
210,590,2f00f000,1,10550a81,
210,590,2f101240,1,00c84489,
210,590,2f101600,0,,
210,590,2f103400,2,00418a89,10c9c200
210,590,2f109080,2,00e12642,10452216
210,590,2f109200,2,00c045d4,00c84489
210,590,2f109400,2,00c26288,10452216
210,590,2f10b000,2,00c045d4,00c84489
210,590,2f509000,1,00a0268a,
210,590,2f803080,2,00108576,10448c49
210,590,2f80b000,1,10550a81,
210,590,2f841080,1,00108576,
210,590,2f901008,2,10452216,10452680
210,590,2f901200,2,002884c9,10448c49
210,590,2fd01000,2,002884c9,102ca208
210,590,31903408,2,0c430a81,0c650240
210,590,34085481,2,00b0832c,0b16a000
210,590,34085601,2,02722180,0b16a000
210,590,34087401,2,00b0832c,0a430a88
210,590,34089481,2,01b04124,02b56000
210,590,3408f400,2,0a320809,0a430a88
210,590,340ad400,2,03342005,08412a89
210,590,34109680,2,03e82002,08834149
210,590,3410b401,1,0a430a88,
210,590,3410b402,2,08834149,0a430a88
210,590,3410b404,2,08834149,0a430a88
210,590,3410b408,0,,
210,590,3410b410,2,08834149,0a430a88
210,590,3410b420,2,08834149,0a430a88
210,590,3410b440,1,0a430a88,
210,590,3410b480,1,08834149,
210,590,3410b500,1,0a430a88,
210,590,3410b600,1,08834149,
210,590,3410bc00,1,08834149,
210,590,3410f400,1,0a430a88,
210,590,34119480,1,03e82002,
210,590,3411b400,0,,
210,590,3412b400,0,,
210,590,3414b400,2,08834149,0a430a88
210,590,34181481,2,01e1c200,02c1c300
210,590,34181580,1,01e1c200,
210,590,34181601,0,,
210,590,34181608,2,0184c121,0264a081
210,590,34181680,2,0184c121,08834149
210,590,34181700,2,0264a081,0802209f
210,590,34183600,2,0184c121,08834149
210,590,34185480,1,03208321,
210,590,34185600,2,0264a081,0802209f
210,590,34189081,1,00e12642,
210,590,34189082,2,02630409,08834149
210,590,34189088,1,00e12642,
210,590,341890c0,1,02630409,
210,590,34189180,2,00e12642,02630409
210,590,34189201,1,00c045d4,
210,590,34189204,2,02630409,08834149
210,590,34189208,1,00c045d4,
210,590,34189210,2,02630409,08834149
210,590,34189240,2,02630409,0802209f
210,590,34189280,2,02630409,08834149
210,590,34189300,2,02630409,0802209f
210,590,34189480,1,08834149,
210,590,34189600,2,0802209f,08834149
210,590,3418b080,2,02630409,08834149
210,590,3418b400,2,08834149,0a430a88
210,590,3418d080,2,00e12642,02630409
210,590,3418d200,2,02630409,0802209f
210,590,34191480,2,0184c121,03208321
210,590,34193400,2,0184c121,03208321
210,590,34199080,0,,
210,590,34199200,2,00c045d4,0802209f
210,590,341a1401,2,01e1c200,02c1c300
210,590,341a1600,2,0184c121,0264a081
210,590,341a9080,1,00e12642,
210,590,341a9200,1,00c045d4,
210,590,341a9400,1,08412a89,
210,590,341c1600,2,0802209f,08834149
210,590,3420d600,1,0802209f,
210,590,3420f400,2,091e0280,0a430a88
210,590,34301601,2,0388c804,098cc040
210,590,34304481,2,004c3216,014cb002
210,590,34305480,2,0309a201,03c8a001
210,590,34305600,2,03c8a001,0802209f
210,590,34306401,1,0a430a88,
210,590,34306480,1,010d1209,
210,590,34306600,0,,
210,590,34308680,2,01825049,08834149
210,590,34309081,2,01884c44,088b0648
210,590,34309084,2,08834149,088b0648
210,590,34309088,1,01884c44,
210,590,343090c0,0,,
210,590,34309180,2,01884c44,088b0648
210,590,34309280,2,01884c44,08834149
210,590,34309480,1,08834149,
210,590,34309880,2,08834149,088b0648
210,590,3430b400,2,08834149,0a430a88
210,590,3430d080,1,088b0648,
210,590,34319080,1,01884c44,
210,590,34329080,1,01884c44,
210,590,34384480,2,03013209,03043209
210,590,34384600,2,03423082,0802209f
210,590,34388088,2,01827220,03845410
210,590,34389080,1,08834149,
210,590,34509480,2,03a92200,08834149
210,590,3450b400,1,08834149,
210,590,34581401,2,08222a88,088262c4
210,590,34589080,1,08834149,
210,590,34589200,2,0802209f,08834149
210,590,345a1400,2,0184c121,03208321
210,590,34704600,2,0308b0a0,0802209f
210,590,34901481,2,01692210,0228832c
210,590,34901680,2,032c8009,0b2c8001
210,590,34909081,2,01690602,01692210
210,590,34909088,2,01690602,01692210
210,590,34909280,2,02630409,03280429
210,590,34909480,1,01692210,
210,590,3490b200,2,02630409,03280429
210,590,3490b400,1,0a430a88,
210,590,34919080,1,03280429,
210,590,3491b000,2,03044681,03280429
210,590,34981480,1,03208321,
210,590,34981600,2,0264a081,0802209f
210,590,34989080,1,02630409,
210,590,34989200,2,02630409,0802209f
210,590,34b00680,2,0148b005,014cb002
210,590,34b010c0,2,0309a201,0b408c08
210,590,34b01480,1,0309a201,
210,590,34b01600,2,01486881,0802209f
210,590,34b02600,1,03485084,
210,590,34b09080,0,,
210,590,34b0b000,2,03044681,0a430a88
210,590,34b80600,2,03423082,0802209f
210,590,34d09080,1,03280429,
210,590,35009488,2,02b56000,087b2000
210,590,3500b408,1,02380a81,
210,590,3500d480,2,087b2000,0a320809
210,590,35019480,2,00f84108,0a320809
210,590,351010c8,2,0088c724,02c1c300
210,590,35101188,2,00c4c444,00e12642
210,590,35101248,2,0264a081,02ac2081
210,590,35101288,1,00c4c444,
210,590,35101481,2,0228832c,02c1c300
210,590,35101484,2,02c1c300,08834149
210,590,35101488,1,02c1c300,
210,590,351014a0,2,02c1c300,08834149
210,590,351014c0,2,0228832c,02c1c300
210,590,35101580,0,,
210,590,35101601,1,0a2a8088,
210,590,35101608,2,0264a081,02ac2081
210,590,35101680,1,08834149,
210,590,35103048,2,0088c724,02c1c300
210,590,35103408,1,02c1c300,
210,590,35103600,2,08834149,0a2a8088
210,590,35105088,2,00e12642,02008751
210,590,35105480,1,0228832c,
210,590,35109081,2,00e12642,088b0648
210,590,35109088,1,00e12642,
210,590,351090c0,2,02630409,02ac0409
210,590,35109201,1,00c045d4,
210,590,35109208,2,00c045d4,02ac2081
210,590,35109480,1,08834149,
210,590,3510b008,2,00c045d4,08a206c1
210,590,3510b400,2,08834149,0a430a88
210,590,35111084,2,02008751,02ac0409
210,590,35111180,2,00c4c444,02ac0409
210,590,35111280,2,00c4c444,02ac0409
210,590,35111480,1,0228832c,
210,590,35113400,2,0228832c,0a2a8088
210,590,35119080,1,02ac0409,
210,590,35121401,2,0228832c,02c1c300
210,590,35121480,2,0228832c,02c1c300
210,590,35121600,2,0264a081,02ac2081
210,590,35129080,2,00e12642,02ac0409
210,590,35129400,2,02ac2081,08412a89
210,590,35181480,2,02c1c300,08834149
210,590,35191080,2,00c4c444,02008751
210,590,35206401,2,0a1a100a,0a430a88
210,590,35206408,2,00509a81,080a9a81
210,590,35206480,2,02548809,0a1a100a
210,590,35206600,2,02548809,0a1a100a
210,590,35206c00,2,00581289,0a1a100a
210,590,35208288,2,02183c04,0a505c00
210,590,35208680,2,08834149,0a1a100a
210,590,35209081,2,02924c08,088b0648
210,590,35209088,0,,
210,590,35209480,2,00d14209,08834149
210,590,3520b008,1,00c045d4,
210,590,3520d080,1,088b0648,
210,590,3520e008,2,021c1481,02501483
210,590,35219080,2,0090450d,02924c08
210,590,35229080,2,0090450d,00d14209
210,590,35244480,2,08523202,0a1a100a
210,590,35300248,1,084a3880,
210,590,35300288,2,00c49550,00c4c444
210,590,353002c0,2,02c18c08,08c31c08
210,590,35300484,2,02c1c300,08834149
210,590,35300601,2,0208f0c0,084a3880
210,590,35300608,2,0208f0c0,084a3880
210,590,35300640,2,0802209f,084a3880
210,590,35300680,1,08834149,
210,590,35301480,2,02c1c300,08834149
210,590,35301600,2,0802209f,08834149
210,590,35302401,2,02c1c300,0a430a88
210,590,35302408,2,02c1c300,080a9a81
210,590,35302480,2,02c1c300,08834149
210,590,35302600,1,08834149,
210,590,35302c00,2,02c1c300,08834149
210,590,35304480,1,004c3216,
210,590,35304600,2,0802209f,084a3880
210,590,35308088,1,004c3216,
210,590,35308208,2,00c045d4,084a3880
210,590,35308280,2,08834149,08c31c08
210,590,35309080,2,08834149,088b0648
210,590,3530a008,1,00c045d4,
210,590,3530a400,2,08834149,0a430a88
210,590,35310280,2,00c49550,00c4c444
210,590,35312400,1,080a9a81,
210,590,3531a000,2,00c045d4,00c84489
210,590,35320240,2,00c84489,02c18c08
210,590,35320600,1,0208f0c0,
210,590,35322400,2,00418a89,02c1c300
210,590,35328080,2,0008720d,004c3216
210,590,35328200,2,00c045d4,00c84489
210,590,3532a000,2,00c045d4,00c84489
210,590,35380600,2,0802209f,08834149
210,590,35501088,2,0088c724,02008751
210,590,35501480,2,0228832c,08834149
210,590,35521400,2,0228832c,02ac2081
210,590,35581080,2,02008751,08834149
210,590,35606400,2,080a9a81,0a1a100a
210,590,3560a008,2,009a5201,021c1481
210,590,35624400,2,0014b08c,021ca880
210,590,35700081,2,0088c724,088b0648
210,590,35700088,2,0088c724,02008751
210,590,357000c0,2,0008720d,0088c724
210,590,35700240,1,0802209f,
210,590,35700280,2,02098449,08834149
210,590,35700480,2,0008720d,08834149
210,590,35702040,2,0088c724,080a9a81
210,590,35702400,2,080a9a81,08834149
210,590,35704400,2,0802209f,080a9a81
210,590,35708008,2,02882682,088262c4
210,590,35708200,2,0802209f,08834149
210,590,3570a000,2,08834149,088b0648
210,590,35780040,2,0080728a,0802209f
210,590,35780080,2,02008751,08834149
210,590,35809081,2,02710e02,087b2000
210,590,35809480,2,087b2000,0a320809
210,590,3580b008,2,02380a81,02710e02
210,590,3580b800,2,02630409,083a008c
210,590,35819080,2,003c2403,0a320809
210,590,35829001,1,02710e02,
210,590,35829080,2,003c2403,02710e02
210,590,35829200,2,003c2403,02582481
210,590,35829400,2,02380a81,08412a89
210,590,35829800,2,003c2403,02582481
210,590,3582b000,2,02380a81,02710e02
210,590,358a9000,2,02710e02,08412a89
210,590,35901081,2,0228832c,082b8448
210,590,35901088,1,02008751,
210,590,359010c0,2,0228832c,02630409
210,590,35901480,1,0228832c,
210,590,35909008,2,08422a82,08432a80
210,590,35909080,1,02630409,
210,590,35909200,2,02630409,0802209f
210,590,35909800,2,02630409,0802209f
210,590,3590b000,2,02630409,0a430a88
210,590,35911080,2,02008751,0228832c
210,590,35929000,1,08412a89,
210,590,35981080,2,02008751,02630409
210,590,35a09080,0,,
210,590,35a29000,2,02582481,08412a89
210,590,35b00280,1,02098449,
210,590,35b01080,2,02008751,02098449
210,590,35b02080,2,02008751,02098449
210,590,35b08200,2,0802209f,084a3880
210,590,35b0a000,1,0a430a88,
210,590,35c09080,2,003c2403,0a320809
210,590,35c29000,2,003c2403,02380a81
210,590,35d09000,2,0802209f,08222a88
210,590,36101241,2,016e2080,01c0ec00
210,590,36101601,2,016e2080,098cc040
210,590,36103401,2,01e1c200,098cc040
210,590,36105208,2,016e2080,01e08c40
210,590,36105480,1,01692210,
210,590,36105600,2,016e2080,0802209f
210,590,36107400,2,00418a89,010d8281
210,590,36109480,2,01692210,08834149
210,590,3610b400,1,08834149,
210,590,36111480,2,0184c121,098cc040
210,590,36113400,2,0184c121,098cc040
210,590,36119080,2,01884c44,01a80c09
210,590,36185200,2,01e08c40,0802209f
210,590,36189080,2,00e12642,08834149
210,590,36305080,2,088b0648,09828640
210,590,36305200,1,0802209f,
210,590,36306200,2,00c49550,08c31c08
210,590,36704200,2,01093481,0802209f
210,590,36889080,2,01162209,01704803
210,590,36901082,2,01692210,082b8448
210,590,36901088,2,01690602,01692210
210,590,36901090,2,01690602,082b8448
210,590,369010c0,2,01690602,01692210
210,590,36901201,2,016e2080,082b8448
210,590,36901208,2,01486881,016e2080
210,590,36901280,1,082b8448,
210,590,36901480,1,01692210,
210,590,36903001,2,01690602,082b8448
210,590,36903008,2,010d8281,01690602
210,590,36903080,2,01690602,082b8448
210,590,36903200,2,002884c9,082b8448
210,590,36903400,2,00418a89,010d8281
210,590,36909080,2,01690602,01692210
210,590,3690b000,1,01690602,
210,590,36911080,0,,
210,590,36913000,1,002884c9,
210,590,36921001,2,01690602,01692210
210,590,36921080,2,01690602,01692210
210,590,36921200,2,002884c9,01486881
210,590,36931000,2,002884c9,01486881
210,590,36981008,2,08422a82,08432a80
210,590,36981080,0,,
210,590,36981200,1,0802209f,
210,590,36981800,1,0802209f,
210,590,36983000,1,00418a89,
210,590,369a1000,2,00418a89,08412a89
210,590,36b01001,2,08422a82,08432a80
210,590,36b01080,0,,
210,590,36b01200,2,01486881,0802209f
210,590,36b01800,2,010d8281,0802209f
210,590,36b02200,1,01415448,
210,590,36b03000,2,00418a89,010d8281
210,590,36b80200,2,01415448,0802209f
210,590,36d01008,2,010d8281,082aa280
210,590,36d01080,1,082b8448,
210,590,36d09000,2,0802209f,08222a88
210,590,36d21000,2,002884c9,010d8281
210,590,36d81000,2,0802209f,08222a88
210,590,36f00200,2,01093481,0802209f
210,590,36f01000,2,010d8281,0802209f
210,590,37003408,2,00788881,0090c1a4
210,590,371010c0,1,0088c724,
210,590,37101240,2,00c84489,0802209f
210,590,37101480,1,08834149,
210,590,37101600,2,0802209f,08834149
210,590,37103400,2,00418a89,08834149
210,590,37111080,2,0088c724,00c4c444
210,590,37121400,2,00418a89,08412a89
210,590,37205080,2,00108576,088b0648
210,590,37801082,2,082b8448,087b2000
210,590,378010c0,2,003c2403,087b2000
210,590,37801480,1,087b2000,
210,590,37803008,2,00108576,00788881
210,590,37803080,2,00108576,082b8448
210,590,37809080,2,003c2403,087b2000
210,590,3780b000,2,08120e88,083a008c
210,590,37811080,2,00108576,003c2403
210,590,37821080,2,00108576,003c2403
210,590,37829000,2,003c2403,08412a89
210,590,37881080,1,00108576,
210,590,37901080,1,082b8448,
210,590,37a00204,2,08123888,084a3880
210,590,37a00208,2,00108576,084a3880
210,590,37a00280,1,00108576,
210,590,37a01080,1,00108576,
210,590,37a01200,2,00108576,0802209f
210,590,37a02001,2,00108576,08120e88
210,590,37a02080,2,0010560d,00108576
210,590,37a02200,1,00108576,
210,590,37a20200,2,00108576,0014b08c
210,590,37b00200,2,0802209f,084a3880
210,590,37b02000,2,00418a89,080a9a81
210,590,3c10b400,0,,
210,590,3c181600,2,0184c121,0264a081
210,590,3c189080,2,00e12642,02630409
210,590,3c189200,2,00c045d4,02630409
210,590,3c189400,2,00c26288,02c32282
210,590,3c309080,1,01884c44,
210,590,3c581400,2,0184c121,03208321
210,590,3d101480,2,0228832c,02c1c300
210,590,3d101600,2,0264a081,02ac2081
210,590,3d300600,1,0208f0c0,
210,590,3d302400,2,00418a89,02c1c300
210,590,3d308200,2,00c045d4,00c84489
210,590,3d30a000,2,00c045d4,00c84489
210,590,3d501400,2,0228832c,02ac2081
210,590,3d909000,1,02630409,
210,590,3e501400,2,010d8281,0184c121
210,590,3e901080,2,01690602,01692210
210,590,3e981000,1,00418a89,
210,590,3ed01000,2,002884c9,010d8281
210,590,3f101400,2,00418a89,00c26288
210,590,3f801080,2,00108576,003c2403
210,590,3f901000,2,002884c9,00418a89
210,590,3fa00200,2,00108576,0014b08c
